peak	MA0102.5	MA0113.4	MA0148.5	MA0466.4	MA0480.3	MA2323.1	MA2327.1
chr1:21052850-21053350	0	0	0	0	0	0	0
chr1:21059349-21059849	0	0	0	0	0	0	0
chr1:21067823-21068323	0	0	0	0	0	0	0
chr1:21078258-21078758	0	0	0	0	0	0	0
chr1:21079403-21079903	0	0	0	0	0	0	0
chr1:21084542-21085042	0	0	0	0	0	0	0
chr1:21101201-21101701	0	0	0	0	0	0	0
chr1:21166445-21166945	0	0	0	0	0	0	0
chr1:21174851-21175351	0	0	0	0	0	0	0
chr1:21218603-21219103	0	0	0	0	0	0	0
chr1:21226351-21226851	0	0	0	0	0	0	0
chr1:21231919-21232419	0	0	0	0	0	0	0
chr1:21237831-21238331	0	0	0	0	0	0	0
chr1:21240594-21241094	0	0	0	0	0	0	0
chr1:21264150-21264650	0	0	0	0	0	0	0
chr1:21280368-21280868	0	0	0	0	0	0	0
chr1:21305501-21306001	0	0	0	0	0	0	0
chr1:21315858-21316358	0	0	0	0	0	0	0
chr1:21318291-21318791	0	0	0	0	0	0	0
chr1:21326831-21327331	0	0	0	0	0	0	0
chr1:21333553-21334053	0	0	0	0	0	0	0
chr1:21344048-21344548	0	0	0	0	0	0	0
chr1:21411379-21411879	0	0	0	0	0	0	0
chr1:22268924-22269424	0	0	0	0	0	0	0
chr1:22737375-22737875	0	0	0	0	0	0	0
chr1:22859493-22859993	0	0	0	0	0	0	0
chr1:22893293-22893793	0	0	0	0	0	0	0
chr1:22910876-22911376	0	0	0	0	0	0	0
chr1:22996500-22997000	0	0	0	0	0	0	0
chr1:23062448-23062948	0	0	0	0	0	0	0
chr1:23098406-23098906	0	0	0	0	0	0	0
chr1:23117473-23117973	0	0	0	0	0	0	0
chr1:23120830-23121330	0	0	0	0	0	0	0
chr1:23173562-23174062	0	0	0	0	0	0	0
chr1:23177398-23177898	0	0	0	0	0	0	0
chr1:23187728-23188228	0	0	0	0	0	0	0
chr1:23201871-23202371	0	0	0	0	0	0	0
chr1:23214219-23214719	0	0	0	0	0	0	0
chr1:23221454-23221954	0	0	0	0	0	0	0
chr1:23223725-23224225	0	0	0	0	0	0	0
chr1:23234818-23235318	0	0	0	0	0	0	0
chr1:23255485-23255985	0	0	0	0	0	0	0
chr1:23257236-23257736	0	0	0	0	0	0	0
chr1:23264083-23264583	0	0	0	0	0	0	0
chr1:23265793-23266293	0	0	0	0	0	0	0
chr1:23271113-23271613	0	0	0	0	0	0	0
chr1:23284029-23284529	0	0	0	0	0	0	0
chr1:23286515-23287015	0	0	0	0	0	0	0
chr1:23320938-23321438	0	0	0	0	0	0	0
chr1:23383477-23383977	0	0	0	0	0	0	0
chr1:23762348-23762848	0	0	0	0	0	0	0
chr1:23855590-23856090	0	0	0	0	0	0	0
chr1:23912358-23912858	0	0	0	0	0	0	0
chr1:23920931-23921431	0	0	0	0	0	0	0
chr1:24005225-24005725	0	0	0	0	0	0	0
chr1:24011024-24011524	0	0	0	0	0	0	0
chr1:24073715-24074215	0	0	0	0	0	0	0
chr1:24090093-24090593	0	0	0	0	0	0	0
chr1:24100517-24101017	0	0	0	0	0	0	0
chr1:24137041-24137541	0	0	0	0	0	0	0
chr1:24249094-24249594	0	0	0	0	0	0	0
chr1:24367661-24368161	0	0	0	0	0	0	0
chr1:24378811-24379311	0	0	0	0	0	0	0
chr1:24633521-24634021	0	0	0	0	0	0	0
chr1:24678197-24678697	0	0	0	0	0	0	0
chr1:24698887-24699387	0	0	0	0	0	0	0
chr1:25510461-25510961	0	0	0	0	0	0	0
chr1:26243057-26243557	0	0	0	0	0	0	0
chr1:26262635-26263135	0	0	0	0	0	0	0
chr1:26291593-26292093	0	0	0	0	0	0	0
chr1:26298251-26298751	0	0	0	0	0	0	0
chr1:28053616-28054116	0	0	0	0	0	0	0
chr1:30584298-30584798	0	0	0	0	0	0	0
chr1:30778512-30779012	0	0	0	0	0	0	0
chr1:30811854-30812354	0	0	0	0	0	0	0
chr1:30872301-30872801	0	0	0	0	0	0	0
chr1:30874079-30874579	0	0	0	0	0	0	0
chr1:30920984-30921484	0	0	0	0	0	0	0
chr1:30939801-30940301	0	0	0	0	0	0	0
chr1:30946528-30947028	0	0	0	0	0	0	0
chr1:30948570-30949070	0	0	0	0	0	0	0
chr1:30949983-30950483	0	0	0	0	0	0	0
chr1:31018879-31019379	0	0	0	0	0	0	0
chr1:31032355-31032855	0	0	0	0	0	0	0
chr1:31033803-31034303	0	0	0	0	0	0	0
chr1:31042902-31043402	0	0	0	0	0	0	0
chr1:31050788-31051288	0	0	0	0	0	0	0
chr1:31059178-31059678	0	0	0	0	0	0	0
chr1:31072962-31073462	0	0	0	0	0	0	0
chr1:31083013-31083513	0	0	0	0	0	0	0
chr1:31095366-31095866	0	0	0	0	0	0	0
chr1:31102602-31103102	0	0	0	0	0	0	0
chr1:31116004-31116504	0	0	0	0	0	0	0
chr1:31142416-31142916	0	0	0	0	0	0	0
chr1:31153645-31154145	0	0	0	0	0	0	0
chr1:32172111-32172611	0	0	0	0	0	0	0
chr1:33214412-33214912	0	0	0	0	0	0	0
chr1:33669745-33670245	0	0	0	0	0	0	0
chr1:33684360-33684860	0	0	0	0	0	0	0
chr1:33689334-33689834	0	0	0	0	0	0	0
chr1:33720037-33720537	0	0	0	0	0	0	0
chr1:33758031-33758531	0	0	0	0	0	0	0
chr1:33768123-33768623	0	0	0	0	0	0	0
chr1:33803088-33803588	0	0	0	0	0	0	0
chr1:33813620-33814120	0	0	0	0	0	0	0
chr1:33814555-33815055	0	0	0	0	0	0	0
chr1:33960235-33960735	0	0	0	0	0	0	0
chr1:33964603-33965103	0	0	0	0	0	0	0
chr1:33966278-33966778	0	0	0	0	0	0	0
chr1:33979306-33979806	0	0	0	0	0	0	0
chr1:34005610-34006110	0	0	0	0	0	0	0
chr1:34011062-34011562	0	0	0	0	0	0	0
chr1:34015472-34015972	0	0	0	0	0	0	0
chr1:34021811-34022311	0	0	0	0	0	0	0
chr1:34033597-34034097	0	0	0	0	0	0	0
chr1:34043863-34044363	0	0	0	0	0	0	0
chr1:34047411-34047911	0	0	0	0	0	0	0
chr1:34060591-34061091	0	0	0	0	0	0	0
chr1:34110493-34110993	0	0	0	0	0	0	0
chr1:34120803-34121303	0	0	0	0	0	0	0
chr1:34140366-34140866	0	0	0	0	0	0	0
chr1:34142979-34143479	0	0	0	0	0	0	0
chr1:34150401-34150901	0	0	0	0	0	0	0
chr1:34167540-34168040	0	0	0	0	0	0	0
chr1:34201415-34201915	0	0	0	0	0	0	0
chr1:34218517-34219017	0	0	0	0	0	0	0
chr1:34227642-34228142	0	0	0	0	0	0	0
chr1:34236953-34237453	0	0	0	0	0	0	0
chr1:34246204-34246704	0	0	0	0	0	0	0
chr1:34253904-34254404	0	0	0	0	0	0	0
chr1:34268464-34268964	0	0	0	0	0	0	0
chr1:34280424-34280924	0	0	0	0	0	0	0
chr1:34304233-34304733	0	0	0	0	0	0	0
chr1:34306531-34307031	0	0	0	0	0	0	0
chr1:34409877-34410377	0	0	0	0	0	0	0
chr1:34415377-34415877	0	0	0	0	0	0	0
chr1:34439460-34439960	0	0	0	0	0	0	0
chr1:34459459-34459959	0	0	0	0	0	0	0
chr1:34601938-34602438	0	0	0	0	0	0	0
chr1:34642514-34643014	0	0	0	0	0	0	0
chr1:34738279-34738779	0	0	0	0	0	0	0
chr1:34823266-34823766	0	0	0	0	0	0	0
chr1:34828097-34828597	0	0	0	0	0	0	0
chr1:34841887-34842387	0	0	0	0	0	0	0
chr1:34843130-34843630	0	0	0	0	0	0	0
chr1:34849551-34850051	0	0	0	0	0	0	0
chr1:34860398-34860898	0	0	0	0	0	0	0
chr1:34867386-34867886	0	0	0	0	0	0	0
chr1:34891281-34891781	0	0	0	0	0	0	0
chr1:34896819-34897319	0	0	0	0	0	0	0
chr1:35385417-35385917	0	0	0	0	0	0	0
chr1:35729838-35730338	0	0	0	0	0	0	0
chr1:35743708-35744208	0	0	0	0	0	0	0
chr1:35749520-35750020	0	0	0	0	0	0	0
chr1:35754417-35754917	0	0	0	0	0	0	0
chr1:35759433-35759933	0	0	0	0	0	0	0
chr1:35849644-35850144	0	0	0	0	0	0	0
chr1:35973482-35973982	0	0	0	0	0	0	0
chr1:36030313-36030813	0	0	0	0	0	0	0
chr1:36065193-36065693	0	0	0	0	0	0	0
chr1:36131008-36131508	0	0	0	0	0	0	0
chr1:36156851-36157351	0	0	0	0	0	0	0
chr1:36212705-36213205	0	0	0	0	0	0	0
chr1:36243885-36244385	0	0	0	0	0	0	0
chr1:36252780-36253280	0	0	0	0	0	0	0
chr1:36307806-36308306	0	0	0	0	0	0	0
chr1:36324212-36324712	0	0	0	0	0	0	0
chr1:36325712-36326212	0	0	0	0	0	0	0
chr1:36340188-36340688	0	0	0	0	0	0	0
chr1:36368179-36368679	0	0	0	0	0	0	0
chr1:36370704-36371204	0	0	0	0	0	0	0
chr1:36440976-36441476	0	0	0	0	0	0	0
chr1:36471767-36472267	0	0	0	0	0	0	0
chr1:36513222-36513722	0	0	0	0	0	0	0
chr1:36518083-36518583	0	0	0	0	0	0	0
chr1:36523075-36523575	0	0	0	0	0	0	0
chr1:36526935-36527435	0	0	0	0	0	0	0
chr1:36534157-36534657	0	0	0	0	0	0	0
chr1:36535958-36536458	0	0	0	0	0	0	0
chr1:36538932-36539432	0	0	0	0	0	0	0
chr1:36546942-36547442	0	0	0	0	0	0	0
chr1:36556739-36557239	0	0	0	0	0	0	0
chr1:36568678-36569178	0	0	0	0	0	0	0
chr1:36575342-36575842	0	0	0	0	0	0	0
chr1:36580473-36580973	0	0	0	0	0	0	0
chr1:36589237-36589737	0	0	0	0	0	0	0
chr1:36595759-36596259	0	0	0	0	0	0	0
chr1:36603458-36603958	0	0	0	0	0	0	0
chr1:36628259-36628759	0	0	0	0	0	0	0
chr1:36636521-36637021	0	0	0	0	0	0	0
chr1:36648971-36649471	0	0	0	0	0	0	0
chr1:36684191-36684691	0	0	0	0	0	0	0
chr1:36691021-36691521	0	0	0	0	0	0	0
chr1:36691854-36692354	0	0	0	0	0	0	0
chr1:36698451-36698951	0	0	0	0	0	0	0
chr1:36709555-36710055	0	0	0	0	0	0	0
chr1:36784824-36785324	0	0	0	0	0	0	0
chr1:36874756-36875256	0	0	0	0	0	0	0
chr1:36895256-36895756	0	0	0	0	0	0	0
chr1:36914478-36914978	0	0	0	0	0	0	0
chr1:36920646-36921146	0	0	0	0	0	0	0
chr1:36934651-36935151	0	0	0	0	0	0	0
chr1:36940110-36940610	0	0	0	0	0	0	0
chr1:36949481-36949981	0	0	0	0	0	0	0
chr1:37029180-37029680	0	0	0	0	0	0	0
chr1:37250652-37251152	0	0	0	0	0	0	0
chr1:37299344-37299844	0	0	0	0	0	0	0
chr1:37300320-37300820	0	0	0	0	0	0	0
chr1:37347236-37347736	0	0	0	0	0	0	0
chr1:37386392-37386892	0	0	0	0	0	0	0
chr1:37429449-37429949	0	0	0	0	0	0	0
chr1:37512226-37512726	0	0	0	0	0	0	0
chr1:37541126-37541626	0	0	0	0	0	0	0
chr1:37864399-37864899	0	0	0	0	0	0	0
chr1:37865399-37865899	0	0	0	0	0	0	0
chr1:37872031-37872531	0	0	0	0	0	0	0
chr1:37877632-37878132	0	0	0	0	0	0	0
chr1:37890133-37890633	0	0	0	0	0	0	0
chr1:37976924-37977424	0	0	0	0	0	0	0
chr1:37986160-37986660	0	0	0	0	0	0	0
chr1:37997074-37997574	0	0	0	0	0	0	0
chr1:38054922-38055422	0	0	0	0	0	0	0
chr1:38074455-38074955	0	0	0	0	0	0	0
chr1:38080927-38081427	0	0	0	0	0	0	0
chr1:38116894-38117394	0	0	0	0	0	0	0
chr1:38117922-38118422	0	0	0	0	0	0	0
chr1:38130281-38130781	0	0	0	0	0	0	0
chr1:38185543-38186043	0	0	0	0	0	0	0
chr1:38195693-38196193	0	0	0	0	0	0	0
chr1:38199770-38200270	0	0	0	0	0	0	0
chr1:38241021-38241521	0	0	0	0	0	0	0
chr1:38262430-38262930	0	0	0	0	0	0	0
chr1:38278846-38279346	0	0	0	0	0	0	0
chr1:38292079-38292579	0	0	0	0	0	0	0
chr1:38294890-38295390	0	0	0	0	0	0	0
chr1:38308463-38308963	0	0	0	0	0	0	0
chr1:38318556-38319056	0	0	0	0	0	0	0
chr1:38334456-38334956	0	0	0	0	0	0	0
chr1:38358257-38358757	0	0	0	0	0	0	0
chr1:38368354-38368854	0	0	0	0	0	0	0
chr1:38393178-38393678	0	0	0	0	0	0	0
chr1:38398692-38399192	0	0	0	0	0	0	0
chr1:38666062-38666562	0	0	0	0	0	0	0
chr1:38735556-38736056	0	0	0	0	0	0	0
chr1:38767541-38768041	0	0	0	0	0	0	0
chr1:38786596-38787096	0	0	0	0	0	0	0
chr1:38987554-38988054	0	0	0	0	0	0	0
chr1:39010604-39011104	0	0	0	0	0	0	0
chr1:39067865-39068365	0	0	0	0	0	0	0
chr1:39086167-39086667	0	0	0	0	0	0	0
chr1:39105564-39106064	0	0	0	0	0	0	0
chr1:39191289-39191789	0	0	0	0	0	0	0
chr1:39192618-39193118	0	0	0	0	0	0	0
chr1:39201402-39201902	0	0	0	0	0	0	0
chr1:39247925-39248425	0	0	0	0	0	0	0
chr1:39288393-39288893	0	0	0	0	0	0	0
chr1:39302224-39302724	0	0	0	0	0	0	0
chr1:39307946-39308446	0	0	0	0	0	0	0
chr1:39318068-39318568	0	0	0	0	0	0	0
chr1:39367289-39367789	0	0	0	0	0	0	0
chr1:39368341-39368841	0	0	0	0	0	0	0
chr1:39393684-39394184	0	0	0	0	0	0	0
chr1:39477788-39478288	0	0	0	0	0	0	0
chr1:39478846-39479346	0	0	0	0	0	0	0
chr1:39530299-39530799	0	0	0	0	0	0	0
chr1:39535083-39535583	0	0	0	0	0	0	0
chr1:39568265-39568765	0	0	0	0	0	0	0
chr1:39576250-39576750	0	0	0	0	0	0	0
chr1:39578156-39578656	0	0	0	0	0	0	0
chr1:39615168-39615668	0	0	0	0	0	0	0
chr1:39645727-39646227	0	0	0	0	0	0	0
chr1:39672232-39672732	0	0	0	0	0	0	0
chr1:39685809-39686309	0	0	0	0	0	0	0
chr1:39698403-39698903	0	0	0	0	0	0	0
chr1:39713941-39714441	0	0	0	0	0	0	0
chr1:39721196-39721696	0	0	0	0	0	0	0
chr1:39731539-39732039	0	0	0	0	0	0	0
chr1:39735763-39736263	0	0	0	0	0	0	0
chr1:39754631-39755131	0	0	0	0	0	0	0
chr1:39761684-39762184	0	0	0	0	0	0	0
chr1:39770217-39770717	0	0	0	0	0	0	0
chr1:39784592-39785092	0	0	0	0	0	0	0
chr1:39819625-39820125	0	0	0	0	0	0	0
chr1:39825726-39826226	0	0	0	0	0	0	0
chr1:39831483-39831983	0	0	0	0	0	0	0
chr1:39846014-39846514	0	0	0	0	0	0	0
chr1:39869161-39869661	0	0	0	0	0	0	0
chr1:39877759-39878259	0	0	0	0	0	0	0
chr1:39889174-39889674	0	0	0	0	0	0	0
chr1:39893188-39893688	0	0	0	0	0	0	0
chr1:39902133-39902633	0	0	0	0	0	0	0
chr1:39906962-39907462	0	0	0	0	0	0	0
chr1:39911525-39912025	0	0	0	0	0	0	0
chr1:39926789-39927289	0	0	0	0	0	0	0
chr1:39932525-39933025	0	0	0	0	0	0	0
chr1:39942453-39942953	0	0	0	0	0	0	0
chr1:39962870-39963370	0	0	0	0	0	0	0
chr1:39970915-39971415	0	0	0	0	0	0	0
chr1:39995540-39996040	0	0	0	0	0	0	0
chr1:40058939-40059439	0	0	0	0	0	0	0
chr1:40085611-40086111	0	0	0	0	0	0	0
chr1:40091548-40092048	0	0	0	0	0	0	0
chr1:40094618-40095118	0	0	0	0	0	0	0
chr1:40108037-40108537	0	0	0	0	0	0	0
chr1:40109425-40109925	0	0	0	0	0	0	0
chr1:40115842-40116342	0	0	0	0	0	0	0
chr1:40117704-40118204	0	0	0	0	0	0	0
chr1:40128247-40128747	0	0	0	0	0	0	0
chr1:40133196-40133696	0	0	0	0	0	0	0
chr1:40139719-40140219	0	0	0	0	0	0	0
chr1:40156125-40156625	0	0	0	0	0	0	0
chr1:40171948-40172448	0	0	0	0	0	0	0
chr1:40174093-40174593	0	0	0	0	0	0	0
chr1:40180389-40180889	0	0	0	0	0	0	0
chr1:40187846-40188346	0	0	0	0	0	0	0
chr1:40224983-40225483	0	0	0	0	0	0	0
chr1:40228731-40229231	0	0	0	0	0	0	0
chr1:40240789-40241289	0	0	0	0	0	0	0
chr1:40242706-40243206	0	0	0	0	0	0	0
chr1:40253364-40253864	0	0	0	0	0	0	0
chr1:40265733-40266233	0	0	0	0	0	0	0
chr1:40275626-40276126	0	0	0	0	0	0	0
chr1:40325158-40325658	0	0	0	0	0	0	0
chr1:40355606-40356106	0	0	0	0	0	0	0
chr1:40375188-40375688	0	0	0	0	0	0	0
chr1:40472319-40472819	0	0	0	0	0	0	0
chr1:40680447-40680947	0	0	0	0	0	0	0
chr1:40714853-40715353	0	0	0	0	0	0	0
chr1:40726172-40726672	0	0	0	0	0	0	0
chr1:40768554-40769054	0	0	0	0	0	0	0
chr1:40790215-40790715	0	0	0	0	0	0	0
chr1:40797011-40797511	0	0	0	0	0	0	0
chr1:40805527-40806027	0	0	0	0	0	0	0
chr1:40815399-40815899	0	0	0	0	0	0	0
chr1:40829204-40829704	0	0	0	0	0	0	0
chr1:40844459-40844959	0	0	0	0	0	0	0
chr1:41555798-41556298	0	0	0	0	0	0	0
chr1:41652433-41652933	0	0	0	0	0	0	0
chr1:42596789-42597289	0	0	0	0	0	0	0
chr1:42603997-42604497	0	0	0	0	0	0	0
chr1:42851242-42851742	0	0	0	0	0	0	0
chr1:42915110-42915610	0	0	0	0	0	0	0
chr1:42932546-42933046	0	0	0	0	0	0	0
chr1:43065938-43066438	0	0	0	0	0	0	0
chr1:43091606-43092106	0	0	0	0	0	0	0
chr1:43092758-43093258	0	0	0	0	0	0	0
chr1:43098312-43098812	0	0	0	0	0	0	0
chr1:43117509-43118009	0	0	0	0	0	0	0
chr1:43139680-43140180	0	0	0	0	0	0	0
chr1:43250423-43250923	0	0	0	0	0	0	0
chr1:43259807-43260307	0	0	0	0	0	0	0
chr1:43299454-43299954	0	0	0	0	0	0	0
