# Analysis Group Name : Default Analysis Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description : Including all applicable data files.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created By :bridgeslab@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2018-07-17 03:36:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Number of Experiments in Analysis Group : 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# List of instrument types in the study that are imported : QuantStudio 5 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Normalization method : Global Normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Sample : 2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Group : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Max CT : 40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Confidence Level : 95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,Barcode,Well,Biological Group Name,Sample Name,Target Name,Task,Amp Score,Amp Status,Cq Conf,Target Efficiency,Cq,Cq (Post IC),Eq. Cq,Quantity,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline Stop,Tm1,Tm2,Tm3,Cq Mean,Cq SE,Intercept,R-Squared,Slope,Efficiency,Omit,FLAGS,AMPNC,AMPSCORE,BADROX,OFFSCALE,NOAMP,NOISE,SPIKE,NOSIGNAL,NOSAMPLE,EXPFAIL,BLFAIL,THOLDFAIL,CTFAIL,HIGHSD,OUTLIERRG,MAXCT,MPOUTLIER,MTP or TM,LOWROX,PRFLOW,PRFDROP,DRNMIN,CQCONF
2017-12-13 lcg.eds,,A11,,2626,Actb,UNKNOWN,1.4618443,Amp,0.9547768,100,19.202986,19.202986,19.202986,-,TRUE,0.16320026,TRUE,3,14,78.63563,-,-,19.32066,0.2482397,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-12-13 lcg.eds,,A12,,2627,Actb,UNKNOWN,1.3216939,Amp,0.97916734,100,20.65671,20.65671,20.65671,-,TRUE,0.16320026,TRUE,3,15,76.47664,-,-,20.668665,0.024794329,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-12-13 lcg.eds,,A13,,2628,Actb,UNKNOWN,1.2870469,Amp,0.963789,100,19.975502,19.975502,19.975502,-,TRUE,0.16320026,TRUE,3,15,76.703896,-,-,19.41022,0.34423104,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A14,,2629,Actb,UNKNOWN,0.31093132,No Amp,0,100,Undetermined,Undetermined,Undetermined,-,TRUE,0.16320026,TRUE,3,18,89.544235,73.86311,78.521996,20.132925,0.100097656,-,-,-,-,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-13 lcg.eds,,A15,,2630,Actb,UNKNOWN,1.2359297,Amp,0.9233068,100,20.519798,20.519798,20.519798,-,TRUE,0.16320026,TRUE,3,16,74.431274,-,-,19.717358,0.40381637,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-12-13 lcg.eds,,A16,,2631,Actb,UNKNOWN,1.4785405,Amp,0.98927,100,20.98487,20.98487,20.98487,-,TRUE,0.16320026,TRUE,3,16,80.11284,-,-,20.806639,0.09655534,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A17,,2632,Actb,UNKNOWN,1.4583429,Amp,0.96832764,100,19.874237,19.874237,19.874237,-,TRUE,0.16320026,TRUE,3,15,78.976524,-,-,19.551353,0.1746816,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A18,,2633,Actb,UNKNOWN,1.5100214,Amp,0.97669536,100,19.963106,19.963106,19.963106,-,TRUE,0.16320026,TRUE,3,14,80.90826,-,-,19.617449,0.17290324,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A19,,2634,Actb,UNKNOWN,1.547939,Amp,0.97867477,100,21.118666,21.118666,21.118666,-,TRUE,0.16320026,TRUE,3,17,82.04457,-,-,21.021696,0.105015874,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A20,,2635,Actb,UNKNOWN,1.5488554,Amp,0.95933235,100,20.079544,20.079544,20.079544,-,TRUE,0.16320026,TRUE,3,16,82.1582,-,-,19.972086,0.14018777,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A21,,2636,Actb,UNKNOWN,1.5721275,Amp,0.98746014,100,22.880745,22.880745,22.880745,-,TRUE,0.16320026,TRUE,3,17,82.27183,-,-,22.118525,1.1530747,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A22,,2637,Actb,UNKNOWN,1.5462296,Amp,0.92067987,100,18.843054,18.843054,18.843054,-,TRUE,0.16320026,TRUE,3,14,82.1582,-,-,19.185936,0.17609695,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A23,,2638,Actb,UNKNOWN,1.55046,Amp,0.9464899,100,19.492737,19.492737,19.492737,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.519064,0.026080836,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,A24,,2639,Actb,UNKNOWN,1.5485051,Amp,0.9531249,100,19.227818,19.227818,19.227818,-,TRUE,0.16320026,TRUE,3,14,82.04457,-,-,19.826786,0.43832096,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B1,,2640,Actb,UNKNOWN,1.5594531,Amp,0.9598854,100,20.055845,20.055845,20.055845,-,TRUE,0.16320026,TRUE,3,16,82.04457,-,-,20.033325,0.16802233,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B2,,2641,Actb,UNKNOWN,1.5527705,Amp,0.9411492,100,19.683556,19.683556,19.683556,-,TRUE,0.16320026,TRUE,3,16,82.04457,-,-,19.680801,0.16005498,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B3,,2642,Actb,UNKNOWN,1.5344048,Amp,0.98769045,100,24.1606,24.1606,24.1606,-,TRUE,0.16320026,TRUE,3,19,82.04457,-,-,24.27634,0.21556148,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B4,,2643,Actb,UNKNOWN,1.554449,Amp,0.9609665,100,19.618874,19.618874,19.618874,-,TRUE,0.16320026,TRUE,3,14,82.04457,-,-,19.725214,0.1672163,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B5,,2644,Actb,UNKNOWN,1.5495607,Amp,0.96998066,100,20.484299,20.484299,20.484299,-,TRUE,0.16320026,TRUE,3,15,81.81731,-,-,20.428183,0.07337755,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B6,,2645,Actb,UNKNOWN,1.5235336,Amp,0.9647892,100,20.14212,20.14212,20.14212,-,TRUE,0.16320026,TRUE,3,15,81.703674,-,-,20.008766,0.14408495,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B7,,2646,Actb,UNKNOWN,1.5456362,Amp,0.98208076,100,21.884373,21.884373,21.884373,-,TRUE,0.16320026,TRUE,3,17,81.703674,-,-,21.631086,0.15042563,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B8,,2647,Actb,UNKNOWN,1.5578173,Amp,0.9681863,100,20.615984,20.615984,20.615984,-,TRUE,0.16320026,TRUE,3,16,82.1582,-,-,20.62568,0.08138509,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B9,,2616,Actb,UNKNOWN,1.5525186,Amp,0.926597,100,18.984325,18.984325,18.984325,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,19.300459,0.33983696,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B10,,2617,Actb,UNKNOWN,1.5552946,Amp,0.9377433,100,19.300423,19.300423,19.300423,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.520618,0.23030289,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B11,,2618,Actb,UNKNOWN,0,No Amp,0,100,Undetermined,Undetermined,Undetermined,-,TRUE,0.16320026,TRUE,3,29,67.49976,81.36278,89.88513,-,-,-,-,-,-,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-13 lcg.eds,,B12,,2619,Actb,UNKNOWN,1.5497838,Amp,0.95069176,100,19.1253,19.1253,19.1253,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.202648,0.20946342,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B13,,2620,Actb,UNKNOWN,1.5533296,Amp,0.94988316,100,18.8616,18.8616,18.8616,-,TRUE,0.16320026,TRUE,3,13,82.04457,-,-,19.199123,0.31871006,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B14,,2621,Actb,UNKNOWN,1.4969121,Amp,0.9818145,100,20.93431,20.93431,20.93431,-,TRUE,0.16320026,TRUE,3,16,81.703674,-,-,21.116629,0.1062803,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B15,,2622,Actb,UNKNOWN,1.5455669,Amp,0.9431725,100,18.756258,18.756258,18.756258,-,TRUE,0.16320026,TRUE,3,14,82.04457,-,-,19.147408,0.21981835,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B16,,2623,Actb,UNKNOWN,1.5599885,Amp,0.95515764,100,19.434889,19.434889,19.434889,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,19.858013,0.32495975,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B17,,2624,Actb,UNKNOWN,1.5553865,Amp,0.95775366,100,19.554548,19.554548,19.554548,-,TRUE,0.16320026,TRUE,3,15,82.27183,-,-,19.952564,0.27766177,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B18,,2625,Actb,UNKNOWN,0,No Amp,0,100,Undetermined,Undetermined,Undetermined,-,TRUE,0.16320026,TRUE,3,39,77.27206,66.47708,80.90826,36.58224,-,-,-,-,-,FALSE,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-13 lcg.eds,,B19,,2626,Actb,UNKNOWN,1.5543021,Amp,0.94344074,100,18.961784,18.961784,18.961784,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,19.32066,0.2482397,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B20,,2627,Actb,UNKNOWN,1.5483892,Amp,0.97567195,100,20.632963,20.632963,20.632963,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,20.668665,0.024794329,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B21,,2628,Actb,UNKNOWN,1.5459652,Amp,0.92214286,100,18.787245,18.787245,18.787245,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,19.41022,0.34423104,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B22,,2629,Actb,UNKNOWN,1.5559016,Amp,0.95785344,100,20.032827,20.032827,20.032827,-,TRUE,0.16320026,TRUE,3,16,82.04457,-,-,20.132925,0.100097656,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B23,,2630,Actb,UNKNOWN,1.5184855,Amp,0.9344002,100,19.236956,19.236956,19.236956,-,TRUE,0.16320026,TRUE,3,15,81.36278,-,-,19.717358,0.40381637,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,B24,,2631,Actb,UNKNOWN,1.5358226,Amp,0.98659444,100,20.781895,20.781895,20.781895,-,TRUE,0.16320026,TRUE,3,15,81.59004,-,-,20.806639,0.09655534,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C1,,2632,Actb,UNKNOWN,1.5438049,Amp,0.9486848,100,19.274366,19.274366,19.274366,-,TRUE,0.16320026,TRUE,3,15,81.81731,-,-,19.551353,0.1746816,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C2,,2633,Actb,UNKNOWN,1.5475217,Amp,0.96411324,100,19.453434,19.453434,19.453434,-,TRUE,0.16320026,TRUE,3,15,81.93094,-,-,19.617449,0.17290324,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C3,,2634,Actb,UNKNOWN,1.5435063,Amp,0.9740699,100,21.134558,21.134558,21.134558,-,TRUE,0.16320026,TRUE,3,16,81.703674,-,-,21.021696,0.105015874,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C4,,2635,Actb,UNKNOWN,1.538394,Amp,0.9569741,100,20.142628,20.142628,20.142628,-,TRUE,0.16320026,TRUE,3,16,81.59004,-,-,19.972086,0.14018777,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C5,,2636,Actb,UNKNOWN,1.5460055,Amp,0.9911129,100,23.622358,23.622358,23.622358,-,TRUE,0.16320026,TRUE,3,19,81.59004,-,-,22.118525,1.1530747,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C6,,2637,Actb,UNKNOWN,1.5478588,Amp,0.91711706,100,19.42705,19.42705,19.42705,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.185936,0.17609695,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C7,,2638,Actb,UNKNOWN,1.5548439,Amp,0.95166343,100,19.571224,19.571224,19.571224,-,TRUE,0.16320026,TRUE,3,14,82.04457,-,-,19.519064,0.026080836,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C8,,2639,Actb,UNKNOWN,1.5529256,Amp,0.9608366,100,19.571922,19.571922,19.571922,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.826786,0.43832096,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C9,,2640,Actb,UNKNOWN,1.5534816,Amp,0.955777,100,19.731697,19.731697,19.731697,-,TRUE,0.16320026,TRUE,3,16,82.1582,-,-,20.033325,0.16802233,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C10,,2641,Actb,UNKNOWN,1.5552137,Amp,0.9426645,100,19.40221,19.40221,19.40221,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,19.680801,0.16005498,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C11,,2642,Actb,UNKNOWN,1.5379543,Amp,0.9955632,100,23.974554,23.974554,23.974554,-,TRUE,0.16320026,TRUE,3,19,82.1582,-,-,24.27634,0.21556148,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C12,,2643,Actb,UNKNOWN,1.554733,Amp,0.94812214,100,19.50379,19.50379,19.50379,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,19.725214,0.1672163,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C13,,2644,Actb,UNKNOWN,1.5538992,Amp,0.95215774,100,20.28269,20.28269,20.28269,-,TRUE,0.16320026,TRUE,3,16,82.1582,-,-,20.428183,0.07337755,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C14,,2645,Actb,UNKNOWN,1.5500808,Amp,0.9548948,100,19.720856,19.720856,19.720856,-,TRUE,0.16320026,TRUE,3,15,82.1582,-,-,20.008766,0.14408495,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C15,,2646,Actb,UNKNOWN,1.5614985,Amp,0.98259896,100,21.363844,21.363844,21.363844,-,TRUE,0.16320026,TRUE,3,17,82.1582,-,-,21.631086,0.15042563,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C16,,2647,Actb,UNKNOWN,1.5529442,Amp,0.9739866,100,20.771242,20.771242,20.771242,-,TRUE,0.16320026,TRUE,3,16,82.1582,-,-,20.62568,0.08138509,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C17,,2616,Actb,UNKNOWN,1.5488871,Amp,0.9622344,100,19.979593,19.979593,19.979593,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.300459,0.33983696,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C18,,2617,Actb,UNKNOWN,1.5481997,Amp,0.952128,100,19.98108,19.98108,19.98108,-,TRUE,0.16320026,TRUE,3,15,82.04457,-,-,19.520618,0.23030289,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-12-13 lcg.eds,,C19,,2618,Actb,UNKNOWN,0,No Amp,0,100,Undetermined,Undetermined,Undetermined,-,TRUE,0.16320026,TRUE,3,39,89.99876,83.29451,68.97697,-,-,-,-,-,-,FALSE,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-13 lcg.eds,,C20,,2619,Actb,UNKNOWN,1.5524496,Amp,0.963431,100,19.597887,19.597887,19.597887,-,TRUE,0.16320026,TRUE,3,16,82.1582,-,-,19.202648,0.20946342,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
