"","category","numDEInCat","numInCat","padj","Term"
"6255","GO:0009893",17,2044,0.0403186343835408,"positive regulation of metabolic process"
"19480","GO:0048009",3,35,0.0403186343835408,"insulin-like growth factor receptor signaling pathway"
"19853","GO:0048518",24,3547,0.0403186343835408,"positive regulation of biological process"
"22774","GO:0051896",4,93,0.0403186343835408,"regulation of protein kinase B signaling cascade"
"20247","GO:0048870",11,928,0.0415599249851912,"cell motility"
"22482","GO:0051674",11,928,0.0415599249851912,"localization of cell"
"4673","GO:0007178",6,272,0.0428719562515472,"transmembrane receptor protein serine/threonine kinase signaling pathway"
"19388","GO:0046890",4,98,0.0428719562515472,"regulation of lipid biosynthetic process"
"21575","GO:0051246",14,1523,0.0432507829598614,"regulation of protein metabolic process"
"29099","GO:1901701",9,658,0.0437301859021801,"cellular response to oxygen-containing compound"
"19875","GO:0048522",22,3149,0.0447234916636528,"positive regulation of cellular process"
"5200","GO:0008283",14,1546,0.0447354920920933,"cell proliferation"
"10235","GO:0031652",2,9,0.0453854232969832,"positive regulation of heat generation"
"25156","GO:0071230",3,37,0.0453854232969832,"cellular response to amino acid stimulus"
"19378","GO:0046889",3,44,0.0465781337502015,"positive regulation of lipid biosynthetic process"
"11899","GO:0033002",4,105,0.0471989900884099,"muscle cell proliferation"
"16218","GO:0044283",7,439,0.0477262517875434,"small molecule biosynthetic process"
"16301","GO:0044710",21,3095,0.0486505288498951,"single-organism metabolic process"
"6635","GO:0010717",3,40,0.0510825059775251,"regulation of epithelial to mesenchymal transition"
"9940","GO:0031325",16,1935,0.0510825059775251,"positive regulation of cellular metabolic process"
"16302","GO:0044711",7,452,0.0510825059775251,"single-organism biosynthetic process"
"20195","GO:0048806",3,45,0.0510825059775251,"genitalia development"
"20661","GO:0050810",3,44,0.0510825059775251,"regulation of steroid biosynthetic process"
"20876","GO:0050901",2,9,0.0510825059775251,"leukocyte tethering or rolling"
"25512","GO:0071674",2,10,0.0510825059775251,"mononuclear cell migration"
"25513","GO:0071675",2,10,0.0510825059775251,"regulation of mononuclear cell migration"
"29098","GO:1901700",11,1024,0.0510825059775251,"response to oxygen-containing compound"
"9873","GO:0031214",4,110,0.0511400509359161,"biomineral tissue development"
"22885","GO:0051952",3,50,0.0511400509359161,"regulation of amine transport"
"25155","GO:0071229",3,42,0.0511400509359161,"cellular response to acid"
"10230","GO:0031650",2,10,0.0515596774665127,"regulation of heat generation"
"19967","GO:0048585",10,851,0.0515596774665127,"negative regulation of response to stimulus"
"21254","GO:0051094",9,703,0.0531350959975792,"positive regulation of developmental process"
"28938","GO:1901615",7,443,0.0561302963627165,"organic hydroxy compound metabolic process"
"15813","GO:0043491",4,113,0.0563310326921914,"protein kinase B signaling cascade"
"6309","GO:0009968",9,712,0.0589021211916874,"negative regulation of signal transduction"
"21179","GO:0051049",11,1056,0.0589021211916874,"regulation of transport"
"23602","GO:0060341",9,736,0.0589021211916874,"regulation of cellular localization"
"6357","GO:0010033",16,2026,0.059319342800786,"response to organic substance"
"6773","GO:0010893",2,11,0.059319342800786,"positive regulation of steroid biosynthetic process"
"7185","GO:0015837",3,55,0.059319342800786,"amine transport"
"10080","GO:0031399",11,1061,0.059319342800786,"regulation of protein modification process"
"4633","GO:0007165",26,4212,0.060094688114086,"signal transduction"
"26637","GO:0097191",4,124,0.060094688114086,"extrinsic apoptotic signaling pathway"
"15917","GO:0043568",2,13,0.0616332821842011,"positive regulation of insulin-like growth factor receptor signaling pathway"
"20384","GO:0050679",4,119,0.0644624046053,"positive regulation of epithelial cell proliferation"
"17030","GO:0045445",3,50,0.0673037660923162,"myoblast differentiation"
"8385","GO:0019915",3,56,0.0683373682501818,"lipid storage"
"20383","GO:0050678",5,209,0.0683373682501818,"regulation of epithelial cell proliferation"
"24301","GO:0065009",15,1837,0.0695545937011573,"regulation of molecular function"
"20627","GO:0050790",13,1459,0.0701805782239193,"regulation of catalytic activity"
"9958","GO:0031328",12,1276,0.0740004439651266,"positive regulation of cellular biosynthetic process"
"23258","GO:0055123",4,120,0.0746922988772445,"digestive system development"
"3876","GO:0006704",2,14,0.0772144661985877,"glucocorticoid biosynthetic process"
"6150","GO:0009719",11,1106,0.0772144661985877,"response to endogenous stimulus"
"8207","GO:0019538",24,3943,0.0772144661985877,"protein metabolic process"
"3704","GO:0006629",11,1153,0.0773811108408515,"lipid metabolic process"
"9306","GO:0030730",2,15,0.0783100514384954,"sequestering of triglyceride"
"6766","GO:0010888",2,16,0.0791792247429708,"negative regulation of lipid storage"
"16094","GO:0044093",11,1112,0.0792866270507219,"positive regulation of molecular function"
"6241","GO:0009891",12,1300,0.0797850220021443,"positive regulation of biosynthetic process"
"11564","GO:0032846",3,60,0.0806807416928307,"positive regulation of homeostatic process"
"16293","GO:0044699",49,10633,0.0806807416928307,"single-organism process"
"4641","GO:0007167",10,905,0.083736293920773,"enzyme linked receptor protein signaling pathway"
"1119","GO:0002021",2,14,0.0840237620030409,"response to dietary excess"
"4612","GO:0007154",28,4824,0.0840237620030409,"cell communication"
"13885","GO:0040011",12,1266,0.0885156690670295,"locomotion"
"6755","GO:0010876",5,239,0.0897957511095114,"lipid localization"
"10630","GO:0032268",12,1340,0.0897957511095114,"regulation of cellular protein metabolic process"
"3858","GO:0006700",2,16,0.0902225493033437,"C21-steroid hormone biosynthetic process"
"14090","GO:0042127",11,1173,0.0902225493033437,"regulation of cell proliferation"
"567","GO:0001649",4,140,0.0936739083782205,"osteoblast differentiation"
"20630","GO:0050793",13,1492,0.0944740101298669,"regulation of developmental process"
"9967","GO:0031329",7,486,0.0960209776309563,"regulation of cellular catabolic process"
"22895","GO:0051955",2,18,0.101521088047395,"regulation of amino acid transport"
"10837","GO:0032388",4,147,0.102149173266223,"positive regulation of intracellular transport"
"6711","GO:0010817",6,378,0.104266092160216,"regulation of hormone levels"
"6117","GO:0009628",9,839,0.108244771217534,"response to abiotic stimulus"
"13883","GO:0040008",7,524,0.109107650930378,"regulation of growth"
"6511","GO:0010562",8,662,0.110354284681467,"positive regulation of phosphorus metabolic process"
"18185","GO:0045937",8,662,0.110354284681467,"positive regulation of phosphate metabolic process"
"1578","GO:0002544",2,21,0.113649554214626,"chronic inflammatory response"
"5177","GO:0008211",2,20,0.114658243639789,"glucocorticoid metabolic process"
"21159","GO:0051043",2,17,0.114658243639789,"regulation of membrane protein ectodomain proteolysis"
"8846","GO:0023052",27,4711,0.115062845734348,"signaling"
"16294","GO:0044700",27,4711,0.115062845734348,"single organism signaling"
"5206","GO:0008285",7,533,0.116606239463314,"negative regulation of cell proliferation"
"16313","GO:0044763",45,9648,0.116829129700058,"single-organism cellular process"
"18173","GO:0045935",11,1191,0.116829129700058,"positive regulation of nucleobase-containing compound metabolic process"
"9724","GO:0031016",3,71,0.12048478650885,"pancreas development"
"12571","GO:0034308",2,20,0.12048478650885,"primary alcohol metabolic process"
"14566","GO:0042445",4,163,0.12048478650885,"hormone metabolic process"
"17990","GO:0045893",10,1007,0.120949967311016,"positive regulation of transcription, DNA-dependent"
"15415","GO:0043200",3,72,0.124753984649909,"response to amino acid stimulus"
"1728","GO:0002675",2,21,0.12559009941056,"positive regulation of acute inflammatory response"
"11811","GO:0032940",8,704,0.12559009941056,"secretion by cell"
"24299","GO:0065008",19,2893,0.12559009941056,"regulation of biological quality"
"9133","GO:0030324",4,151,0.127562316523971,"lung development"
"21448","GO:0051173",11,1218,0.127562316523971,"positive regulation of nitrogen compound metabolic process"
"9132","GO:0030323",4,154,0.136025196184546,"respiratory tube development"
"26460","GO:0090287",4,154,0.136313942918261,"regulation of cellular response to growth factor stimulus"
"21465","GO:0051179",25,4324,0.13816389582012,"localization"
"20183","GO:0048754",4,155,0.138363132978148,"branching morphogenesis of an epithelial tube"
"13891","GO:0040014",3,76,0.140038050750445,"regulation of multicellular organism growth"
"31209","GO:2000736",3,72,0.141025346553886,"regulation of stem cell differentiation"
"9263","GO:0030539",2,22,0.141133871592977,"male genitalia development"
"6556","GO:0010627",8,719,0.146582513825504,"regulation of intracellular protein kinase cascade"
"1141","GO:0002037",1,1,0.147281689905708,"negative regulation of L-glutamate transport"
"12815","GO:0034754",3,88,0.147281689905708,"cellular hormone metabolic process"
"18363","GO:0045994",1,1,0.147281689905708,"positive regulation of translational initiation by iron"
"24122","GO:0061048",1,1,0.147281689905708,"negative regulation of branching involved in lung morphogenesis"
"25518","GO:0071677",1,1,0.147281689905708,"positive regulation of mononuclear cell migration"
"4851","GO:0007243",9,892,0.149864573747621,"intracellular protein kinase cascade"
"19244","GO:0046822",4,171,0.149864573747621,"regulation of nucleocytoplasmic transport"
"21566","GO:0051240",7,577,0.149864573747621,"positive regulation of multicellular organismal process"
"26329","GO:0090092",4,168,0.149864573747621,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"
"6261","GO:0009894",7,556,0.150893462894386,"regulation of catabolic process"
"11432","GO:0032787",6,452,0.150893462894386,"monocarboxylic acid metabolic process"
"11672","GO:0032880",6,427,0.150893462894386,"regulation of protein localization"
"21603","GO:0051254",10,1064,0.150893462894386,"positive regulation of RNA metabolic process"
"31531","GO:2001233",4,192,0.150893462894386,"regulation of apoptotic signaling pathway"
"5172","GO:0008207",2,25,0.151270645553406,"C21-steroid hormone metabolic process"
"10815","GO:0032379",1,1,0.151270645553406,"positive regulation of intracellular lipid transport"
"10821","GO:0032382",1,1,0.151270645553406,"positive regulation of intracellular sterol transport"
"10827","GO:0032385",1,1,0.151270645553406,"positive regulation of intracellular cholesterol transport"
"20869","GO:0050896",33,6564,0.151270645553406,"response to stimulus"
"28682","GO:1901373",1,1,0.151270645553406,"lipid hydroperoxide transport"
"25934","GO:0072330",4,188,0.152189698365268,"monocarboxylic acid biosynthetic process"
"4342","GO:0006928",12,1398,0.153464227235478,"cellular component movement"
"21169","GO:0051046",6,446,0.162229177087684,"regulation of secretion"
"20433","GO:0050710",2,26,0.162332105126972,"negative regulation of cytokine secretion"
"934","GO:0001934",7,572,0.162578567455716,"positive regulation of protein phosphorylation"
"14154","GO:0042181",2,28,0.162578567455716,"ketone biosynthetic process"
"3705","GO:0006631",5,318,0.16301436559361,"fatty acid metabolic process"
"464","GO:0001101",3,87,0.16437647299219,"response to acid"
"3352","GO:0006464",17,2533,0.16437647299219,"cellular protein modification process"
"12057","GO:0033157",4,182,0.16437647299219,"regulation of intracellular protein transport"
"13601","GO:0036211",17,2533,0.16437647299219,"protein modification process"
"15295","GO:0043085",9,924,0.16437647299219,"positive regulation of catalytic activity"
"23785","GO:0060541",4,172,0.16437647299219,"respiratory system development"
"6557","GO:0010628",10,1093,0.16665828162644,"positive regulation of gene expression"
"8931","GO:0030154",18,2719,0.169079555031643,"cell differentiation"
"21539","GO:0051223",5,313,0.169809778462644,"regulation of protein transport"
"10761","GO:0032350",2,24,0.171403989783295,"regulation of hormone metabolic process"
"16584","GO:0045123",2,24,0.171403989783295,"cellular extravasation"
"13101","GO:0035411",2,24,0.172485089521342,"catenin import into nucleus"
"14320","GO:0042327",7,585,0.17317692307865,"positive regulation of phosphorylation"
"25198","GO:0071310",12,1503,0.173223263568617,"cellular response to organic substance"
"6636","GO:0010718",2,24,0.184890330640739,"positive regulation of epithelial to mesenchymal transition"
"24164","GO:0061138",4,183,0.19372542285181,"morphogenesis of a branching epithelium"
"7069","GO:0014910",2,27,0.195186138736947,"regulation of smooth muscle cell migration"
"20631","GO:0050794",37,7726,0.19927315859884,"regulation of cellular process"
"13880","GO:0040007",8,790,0.200325092955953,"growth"
"17393","GO:0045667",3,96,0.203383764808014,"regulation of osteoblast differentiation"
"10832","GO:0032386",5,328,0.203695200188351,"regulation of intracellular transport"
"25249","GO:0071363",7,594,0.203737239703375,"cellular response to growth factor stimulus"
"15488","GO:0043280",3,106,0.205956853518047,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"19395","GO:0046903",8,806,0.208768712766691,"secretion"
"25360","GO:0071495",8,770,0.208768712766691,"cellular response to endogenous stimulus"
"1560","GO:0002526",3,107,0.210200695590296,"acute inflammatory response"
"5201","GO:0008284",7,649,0.210200695590296,"positive regulation of cell proliferation"
"15722","GO:0043410",5,321,0.211441856765534,"positive regulation of MAPK cascade"
"23253","GO:0055114",6,514,0.212694826088619,"oxidation-reduction process"
"8302","GO:0019722",3,105,0.214546663557275,"calcium-mediated signaling"
"18993","GO:0046579",2,28,0.214546663557275,"positive regulation of Ras protein signal transduction"
"21307","GO:0051128",11,1347,0.214546663557275,"regulation of cellular component organization"
"24927","GO:0070848",7,607,0.214546663557275,"response to growth factor stimulus"
"645","GO:0001763",4,192,0.215711379657546,"morphogenesis of a branching structure"
"1140","GO:0002036",1,2,0.215711379657546,"regulation of L-glutamate transport"
"3328","GO:0006447",1,2,0.217370993537899,"regulation of translational initiation by iron"
"26483","GO:0090316",3,101,0.218082697609066,"positive regulation of intracellular protein transport"
"22943","GO:0051969",4,202,0.218497958959659,"regulation of transmission of nerve impulse"
"24183","GO:0061181",1,1,0.218497958959659,"regulation of chondrocyte development"
"15737","GO:0043412",17,2655,0.21882244174429,"macromolecule modification"
"2624","GO:0006006",4,214,0.221664843551711,"glucose metabolic process"
"12210","GO:0033490",1,1,0.22265940497221,"cholesterol biosynthetic process via lathosterol"
"18562","GO:0046136",1,2,0.22265940497221,"positive regulation of vitamin metabolic process"
"23803","GO:0060557",1,2,0.22265940497221,"positive regulation of vitamin D biosynthetic process"
"31451","GO:2001144",1,1,0.22265940497221,"regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"
"31452","GO:2001145",1,1,0.22265940497221,"negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"
"2168","GO:0002876",1,2,0.223381622308948,"positive regulation of chronic inflammatory response to antigenic stimulus"
"6041","GO:0009441",1,2,0.223381622308948,"glycolate metabolic process"
"8808","GO:0022603",7,614,0.223381622308948,"regulation of anatomical structure morphogenesis"
"17191","GO:0045599",2,30,0.223381622308948,"negative regulation of fat cell differentiation"
"17883","GO:0045840",2,32,0.223381622308948,"positive regulation of mitosis"
"22659","GO:0051785",2,32,0.223381622308948,"positive regulation of nuclear division"
"31431","GO:2001056",3,113,0.223381622308948,"positive regulation of cysteine-type endopeptidase activity"
"12420","GO:0034097",6,512,0.22511883905865,"response to cytokine stimulus"
"6506","GO:0010557",10,1192,0.228141642863123,"positive regulation of macromolecule biosynthetic process"
"4085","GO:0006775",2,35,0.230176747303386,"fat-soluble vitamin metabolic process"
"7068","GO:0014909",2,32,0.230176747303386,"smooth muscle cell migration"
"10814","GO:0032377",1,2,0.230176747303386,"regulation of intracellular lipid transport"
"10820","GO:0032380",1,2,0.230176747303386,"regulation of intracellular sterol transport"
"10826","GO:0032383",1,2,0.230176747303386,"regulation of intracellular cholesterol transport"
"21211","GO:0051057",2,30,0.230176747303386,"positive regulation of small GTPase mediated signal transduction"
"4369","GO:0006953",2,37,0.230533289069125,"acute-phase response"
"17394","GO:0045668",2,32,0.230735907366136,"negative regulation of osteoblast differentiation"
"21540","GO:0051224",3,112,0.230830916521454,"negative regulation of protein transport"
"12237","GO:0033566",1,2,0.234073547660091,"gamma-tubulin complex localization"
"25539","GO:0071704",40,8975,0.234073547660091,"organic substance metabolic process"
"19956","GO:0048566",2,34,0.234755444084014,"embryonic digestive tract development"
"6818","GO:0010950",3,118,0.236156427644989,"positive regulation of endopeptidase activity"
"6161","GO:0009749",3,112,0.237878615786798,"response to glucose stimulus"
"6787","GO:0010908",1,2,0.237878615786798,"regulation of heparan sulfate proteoglycan biosynthetic process"
"6788","GO:0010909",1,2,0.237878615786798,"positive regulation of heparan sulfate proteoglycan biosynthetic process"
"10212","GO:0031644",4,216,0.237878615786798,"regulation of neurological system process"
"16230","GO:0044334",1,2,0.237878615786798,"canonical Wnt receptor signaling pathway involved in positive regulation of epithelial to mesenchymal transition"
"3419","GO:0006509",2,34,0.238999364717737,"membrane protein ectodomain proteolysis"
"6814","GO:0010942",5,351,0.239394184277548,"positive regulation of cell death"
"3651","GO:0006606",4,217,0.239413128821233,"protein import into nucleus"
"16312","GO:0044744",4,217,0.239413128821233,"protein targeting to nucleus"
"6761","GO:0010883",2,38,0.240814745751199,"regulation of lipid storage"
"17184","GO:0045597",6,499,0.244038860594198,"positive regulation of cell differentiation"
"24415","GO:0070201",5,365,0.244038860594198,"regulation of establishment of protein localization"
"11676","GO:0032890",2,38,0.244272215660223,"regulation of organic acid transport"
"6820","GO:0010952",3,122,0.244356953686941,"positive regulation of peptidase activity"
"20246","GO:0048869",18,2901,0.244356953686941,"cellular developmental process"
"21437","GO:0051170",4,220,0.244356953686941,"nuclear import"
"23118","GO:0052548",4,244,0.244356953686941,"regulation of endopeptidase activity"
"58","GO:0000060",2,38,0.249102582613588,"protein import into nucleus, translocation"
"30297","GO:2000010",1,3,0.249410234300008,"positive regulation of protein localization to cell surface"
"20040","GO:0048661",2,39,0.251169451925353,"positive regulation of smooth muscle cell proliferation"
"6160","GO:0009746",3,117,0.251552114063925,"response to hexose stimulus"
"20429","GO:0050709",2,40,0.251552114063925,"negative regulation of protein secretion"
"9977","GO:0031331",3,114,0.255093040519886,"positive regulation of cellular catabolic process"
"4063","GO:0006766",3,124,0.255377920650526,"vitamin metabolic process"
"5014","GO:0007519",4,217,0.255377920650526,"skeletal muscle tissue development"
"6690","GO:0010770",2,35,0.258673422434061,"positive regulation of cell morphogenesis involved in differentiation"
"5362","GO:0008625",2,41,0.259644960073456,"extrinsic apoptotic signaling pathway via death domain receptors"
"23117","GO:0052547",4,252,0.259644960073456,"regulation of peptidase activity"
"23805","GO:0060559",1,3,0.259644960073456,"positive regulation of calcidiol 1-monooxygenase activity"
"5159","GO:0008152",41,9415,0.262924168066225,"metabolic process"
"7014","GO:0014812",2,37,0.262924168066225,"muscle cell migration"
"19953","GO:0048565",3,111,0.262924168066225,"digestive tract development"
"21063","GO:0050994",2,40,0.262924168066225,"regulation of lipid catabolic process"
"12568","GO:0034284",3,121,0.264141104874278,"response to monosaccharide stimulus"
"25316","GO:0071464",1,2,0.264141104874278,"cellular response to hydrostatic pressure"
"7066","GO:0014904",1,2,0.267732668060593,"myotube cell development"
"10881","GO:0032423",1,2,0.267732668060593,"regulation of mismatch repair"
"20242","GO:0048864",4,223,0.268670166563375,"stem cell development"
"23783","GO:0060538",4,224,0.268670166563375,"skeletal muscle organ development"
"2163","GO:0002874",1,3,0.269248219354399,"regulation of chronic inflammatory response to antigenic stimulus"
"4618","GO:0007159",2,39,0.269248219354399,"leukocyte cell-cell adhesion"
"9149","GO:0030335",4,234,0.269248219354399,"positive regulation of cell migration"
"26709","GO:0097360",1,2,0.269248219354399,"chorionic trophoblast cell proliferation"
"28695","GO:1901382",1,2,0.269248219354399,"regulation of chorionic trophoblast cell proliferation"
"28696","GO:1901383",1,2,0.269248219354399,"negative regulation of chorionic trophoblast cell proliferation"
"3706","GO:0006633",3,133,0.271719069047602,"fatty acid biosynthetic process"
"25514","GO:0071676",1,2,0.271719069047602,"negative regulation of mononuclear cell migration"
"23758","GO:0060509",1,3,0.273242635095788,"Type I pneumocyte differentiation"
"6537","GO:0010604",13,1893,0.27360495945584,"positive regulation of macromolecule metabolic process"
"30477","GO:2000147",4,238,0.274890353368352,"positive regulation of cell motility"
"23692","GO:0060425",2,41,0.275487544439398,"lung morphogenesis"
"4901","GO:0007275",22,3967,0.278369147400999,"multicellular organismal development"
"11006","GO:0032502",24,4483,0.278369147400999,"developmental process"
"17179","GO:0045595",9,1054,0.278369147400999,"regulation of cell differentiation"
"21175","GO:0051048",3,130,0.278369147400999,"negative regulation of secretion"
"18214","GO:0045944",7,700,0.27849617482127,"positive regulation of transcription from RNA polymerase II promoter"
"11944","GO:0033036",13,1947,0.280189019582747,"macromolecule localization"
"8019","GO:0019318",4,249,0.283988807493623,"hexose metabolic process"
"26634","GO:0097190",5,397,0.283988807493623,"apoptotic signaling pathway"
"21456","GO:0051176",1,3,0.285801626552068,"positive regulation of sulfur metabolic process"
"3846","GO:0006695",2,44,0.286732487236211,"cholesterol biosynthetic process"
"21653","GO:0051272",4,244,0.287810067810511,"positive regulation of cellular component movement"
"2316","GO:0003044",2,45,0.29603362971086,"regulation of systemic arterial blood pressure mediated by a chemical signal"
"7629","GO:0017038",4,248,0.29603362971086,"protein import"
"12866","GO:0035019",2,41,0.29603362971086,"somatic stem cell maintenance"
"21576","GO:0051247",8,912,0.29603362971086,"positive regulation of protein metabolic process"
"22532","GO:0051726",7,731,0.29603362971086,"regulation of cell cycle"
"24076","GO:0060995",1,2,0.29603362971086,"cell-cell signaling involved in kidney development"
"24198","GO:0061289",1,2,0.29603362971086,"Wnt receptor signaling pathway involved in kidney development"
"24199","GO:0061290",1,2,0.29603362971086,"canonical Wnt receptor signaling pathway involved in metanephric kidney development"
"25859","GO:0072204",1,2,0.29603362971086,"cell-cell signaling involved in metanephros development"
"13896","GO:0040017",4,247,0.296360284192847,"positive regulation of locomotion"
"23510","GO:0060284",6,515,0.296965151180242,"regulation of cell development"
"23933","GO:0060741",1,3,0.297639008839174,"prostate gland stromal morphogenesis"
"6813","GO:0010941",9,1141,0.302613841572441,"regulation of cell death"
"20625","GO:0050789",37,8153,0.303029519369464,"regulation of biological process"
"7938","GO:0019222",25,4860,0.3048595045796,"regulation of metabolic process"
"26188","GO:0080090",23,4341,0.30526716564137,"regulation of primary metabolic process"
"11585","GO:0032849",1,3,0.30579734623743,"positive regulation of cellular pH reduction"
"21317","GO:0051130",6,545,0.30579734623743,"positive regulation of cellular component organization"
"28225","GO:1901164",1,3,0.30579734623743,"negative regulation of trophoblast cell migration"
"7028","GO:0014834",1,3,0.305922125278823,"satellite cell maintenance involved in skeletal muscle regeneration"
"12289","GO:0033619",2,44,0.305922125278823,"membrane protein proteolysis"
"12722","GO:0034504",4,252,0.305922125278823,"protein localization to nucleus"
"14846","GO:0042631",1,2,0.305922125278823,"cellular response to water deprivation"
"16124","GO:0044236",3,125,0.305922125278823,"multicellular organismal metabolic process"
"19983","GO:0048608",4,252,0.305922125278823,"reproductive structure development"
"23795","GO:0060553",1,3,0.305922125278823,"activation of necroptosis"
"23799","GO:0060555",1,3,0.305922125278823,"activation of necroptosis by extracellular signals"
"24270","GO:0061458",4,254,0.305922125278823,"reproductive system development"
"1122","GO:0002025",1,3,0.306976804010375,"vasodilation by norepinephrine-epinephrine involved in regulation of systemic arterial blood pressure"
"16128","GO:0044238",38,8688,0.310819021806687,"primary metabolic process"
"21250","GO:0051093",6,558,0.310819021806687,"negative regulation of developmental process"
"30676","GO:2000343",1,4,0.310819021806687,"positive regulation of chemokine (C-X-C motif) ligand 2 production"
