"","category","numDEInCat","numInCat","padj","Term"
"227","GO:0001075",0,1,1,"RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly"
"228","GO:0001076",0,88,1,"RNA polymerase II transcription factor binding transcription factor activity"
"229","GO:0001077",0,55,1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription"
"230","GO:0001078",0,31,1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"231","GO:0001082",0,1,1,"RNA polymerase I transcription factor binding transcription factor activity"
"232","GO:0001083",0,1,1,"RNA polymerase II basal transcription factor binding transcription factor activity"
"233","GO:0001085",1,69,1,"RNA polymerase II transcription factor binding"
"234","GO:0001087",0,1,1,"TFIIB-class binding transcription factor activity"
"235","GO:0001091",0,1,1,"RNA polymerase II basal transcription factor binding"
"236","GO:0001093",0,1,1,"TFIIB-class transcription factor binding"
"237","GO:0001098",0,10,1,"basal transcription machinery binding"
"238","GO:0001099",0,10,1,"basal RNA polymerase II transcription machinery binding"
"239","GO:0001102",0,30,1,"RNA polymerase II activating transcription factor binding"
"240","GO:0001103",1,19,1,"RNA polymerase II repressing transcription factor binding"
"241","GO:0001104",0,64,1,"RNA polymerase II transcription cofactor activity"
"247","GO:0001105",0,17,1,"RNA polymerase II transcription coactivator activity"
"248","GO:0001106",0,18,1,"RNA polymerase II transcription corepressor activity"
"249","GO:0001133",0,1,1,"sequence-specific transcription regulatory region DNA binding RNA polymerase II transcription factor recruiting transcription factor activity"
"250","GO:0001134",0,4,1,"transcription factor recruiting transcription factor activity"
"251","GO:0001135",0,1,1,"RNA polymerase II transcription factor recruiting transcription factor activity"
"252","GO:0001156",0,2,1,"TFIIIC-class transcription factor binding"
"253","GO:0001158",0,20,1,"enhancer sequence-specific DNA binding"
"254","GO:0001159",1,36,1,"core promoter proximal region DNA binding"
"255","GO:0001161",0,2,1,"intronic transcription regulatory region sequence-specific DNA binding"
"256","GO:0001162",0,2,1,"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding"
"257","GO:0001163",0,1,1,"RNA polymerase I regulatory region sequence-specific DNA binding"
"258","GO:0001164",0,1,1,"RNA polymerase I CORE element sequence-specific DNA binding"
"260","GO:0001167",0,1,1,"sequence-specific DNA binding RNA polymerase I transcription factor activity"
"261","GO:0001169",0,1,1,"RNA polymerase I CORE element sequence-specific DNA binding transcription factor activity"
"262","GO:0001186",0,1,1,"RNA polymerase I transcription factor recruiting transcription factor activity"
"263","GO:0001187",0,1,1,"RNA polymerase I CORE element sequence-specific DNA binding transcription factor recruiting transcription factor activity"
"264","GO:0001190",0,26,1,"RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription"
"265","GO:0001191",0,27,1,"RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription"
"266","GO:0001205",0,3,1,"RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription"
"267","GO:0001221",0,3,1,"transcription cofactor binding"
"268","GO:0001222",0,3,1,"transcription corepressor binding"
"269","GO:0001227",0,33,1,"RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"270","GO:0001228",0,60,1,"RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription"
"271","GO:0001512",0,1,1,"dihydronicotinamide riboside quinone reductase activity"
"282","GO:0001515",0,4,1,"opioid peptide activity"
"283","GO:0001517",0,4,1,"N-acetylglucosamine 6-O-sulfotransferase activity"
"284","GO:0001530",0,10,1,"lipopolysaccharide binding"
"286","GO:0001532",0,1,1,"interleukin-21 receptor activity"
"288","GO:0001537",0,5,1,"N-acetylgalactosamine 4-O-sulfotransferase activity"
"289","GO:0001540",0,24,1,"beta-amyloid binding"
"290","GO:0001567",0,1,1,"cholesterol 25-hydroxylase activity"
"292","GO:0001588",0,1,1,"dopamine neurotransmitter receptor activity, coupled via Gs"
"296","GO:0001591",0,2,1,"dopamine neurotransmitter receptor activity, coupled via Gi/Go"
"302","GO:0001595",0,3,1,"angiotensin receptor activity"
"303","GO:0001596",0,1,1,"angiotensin type I receptor activity"
"304","GO:0001601",0,4,1,"peptide YY receptor activity"
"305","GO:0001602",0,3,1,"pancreatic polypeptide receptor activity"
"306","GO:0001605",0,1,1,"adrenomedullin receptor activity"
"307","GO:0001607",0,2,1,"neuromedin U receptor activity"
"308","GO:0001608",0,23,1,"G-protein coupled nucleotide receptor activity"
"312","GO:0001609",0,8,1,"G-protein coupled adenosine receptor activity"
"339","GO:0001614",0,29,1,"purinergic nucleotide receptor activity"
"340","GO:0001618",0,4,1,"viral receptor activity"
"341","GO:0001621",0,1,1,"ADP receptor activity"
"343","GO:0001626",0,1,1,"nociceptin receptor activity"
"348","GO:0001631",0,1,1,"cysteinyl leukotriene receptor activity"
"349","GO:0001632",0,1,1,"leukotriene B4 receptor activity"
"350","GO:0001635",0,2,1,"calcitonin gene-related polypeptide receptor activity"
"351","GO:0001637",0,24,1,"G-protein coupled chemoattractant receptor activity"
"353","GO:0001640",0,6,1,"adenylate cyclase inhibiting G-protein coupled glutamate receptor activity"
"355","GO:0001641",0,2,1,"group II metabotropic glutamate receptor activity"
"356","GO:0001642",0,2,1,"group III metabotropic glutamate receptor activity"
"357","GO:0001653",1,91,1,"peptide receptor activity"
"359","GO:0001664",3,173,1,"G-protein coupled receptor binding"
"363","GO:0001665",0,3,1,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity"
"365","GO:0001671",0,7,1,"ATPase activator activity"
"366","GO:0001681",0,1,1,"sialate O-acetylesterase activity"
"369","GO:0001716",0,1,1,"L-amino-acid oxidase activity"
"371","GO:0001727",0,6,1,"lipid kinase activity"
"372","GO:0001729",0,2,1,"ceramide kinase activity"
"374","GO:0001730",0,3,1,"2'-5'-oligoadenylate synthetase activity"
"378","GO:0001733",0,4,1,"galactosylceramide sulfotransferase activity"
"387","GO:0001735",0,1,1,"prenylcysteine oxidase activity"
"389","GO:0001758",1,6,1,"retinal dehydrogenase activity"
"391","GO:0001760",0,1,1,"aminocarboxymuconate-semialdehyde decarboxylase activity"
"398","GO:0001784",1,11,1,"phosphotyrosine binding"
"399","GO:0001785",0,2,1,"prostaglandin J receptor activity"
"401","GO:0001786",0,15,1,"phosphatidylserine binding"
"402","GO:0001846",0,6,1,"opsonin binding"
"403","GO:0001847",0,2,1,"opsonin receptor activity"
"404","GO:0001848",0,8,1,"complement binding"
"405","GO:0001849",0,3,1,"complement component C1q binding"
"406","GO:0001851",0,1,1,"complement component C3b binding"
"407","GO:0001855",0,1,1,"complement component C4b binding"
"408","GO:0001856",0,1,1,"complement component C5a binding"
"409","GO:0001861",0,1,1,"complement component C4b receptor activity"
"410","GO:0001871",0,15,1,"pattern binding"
"411","GO:0001872",0,1,1,"(1->3)-beta-D-glucan binding"
"415","GO:0001875",0,5,1,"lipopolysaccharide receptor activity"
"417","GO:0001882",5,1777,1,"nucleoside binding"
"418","GO:0001883",5,1766,1,"purine nucleoside binding"
"419","GO:0001884",0,2,1,"pyrimidine nucleoside binding"
"420","GO:0001888",0,2,1,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity"
"426","GO:0001918",0,1,1,"farnesylated protein binding"
"427","GO:0001948",0,56,1,"glycoprotein binding"
"428","GO:0001965",0,11,1,"G-protein alpha-subunit binding"
"429","GO:0001968",1,15,1,"fibronectin binding"
"430","GO:0001972",0,13,1,"retinoic acid binding"
"431","GO:0002020",0,57,1,"protease binding"
"432","GO:0002039",0,49,1,"p53 binding"
"433","GO:0002046",0,2,1,"opsin binding"
"435","GO:0002054",0,4,1,"nucleobase binding"
"436","GO:0002055",0,1,1,"adenine binding"
"437","GO:0002058",0,1,1,"uracil binding"
"438","GO:0002059",0,1,1,"thymine binding"
"439","GO:0002060",0,3,1,"purine nucleobase binding"
"441","GO:0002061",0,1,1,"pyrimidine nucleobase binding"
"444","GO:0002083",0,1,1,"4-hydroxybenzoate decaprenyltransferase activity"
"445","GO:0002094",0,1,1,"polyprenyltransferase activity"
"446","GO:0002113",0,1,1,"interleukin-33 binding"
"447","GO:0002114",0,1,1,"interleukin-33 receptor activity"
"449","GO:0002134",0,2,1,"UTP binding"
"450","GO:0002135",0,1,1,"CTP binding"
"451","GO:0002151",0,2,1,"G-quadruplex RNA binding"
"455","GO:0002153",0,1,1,"steroid receptor RNA activator RNA binding"
"456","GO:0002161",0,7,1,"aminoacyl-tRNA editing activity"
"458","GO:0002162",0,6,1,"dystroglycan binding"
"462","GO:0003674",57,13645,1,"molecular_function"
"465","GO:0003676",4,3037,1,"nucleic acid binding"
"466","GO:0003677",4,2124,1,"DNA binding"
"468","GO:0003678",0,41,1,"DNA helicase activity"
"469","GO:0003680",0,7,1,"AT DNA binding"
"470","GO:0003681",0,1,1,"bent DNA binding"
"471","GO:0003682",1,307,1,"chromatin binding"
"474","GO:0003684",0,45,1,"damaged DNA binding"
"476","GO:0003688",0,6,1,"DNA replication origin binding"
"477","GO:0003689",0,2,1,"DNA clamp loader activity"
"480","GO:0003690",0,122,1,"double-stranded DNA binding"
"481","GO:0003691",0,5,1,"double-stranded telomeric DNA binding"
"482","GO:0003692",0,1,1,"left-handed Z-DNA binding"
"483","GO:0003696",0,7,1,"satellite DNA binding"
"484","GO:0003697",0,61,1,"single-stranded DNA binding"
"487","GO:0003700",4,862,1,"sequence-specific DNA binding transcription factor activity"
"489","GO:0003705",0,81,1,"RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity"
"490","GO:0003707",1,47,1,"steroid hormone receptor activity"
"491","GO:0003708",0,7,1,"retinoic acid receptor activity"
"492","GO:0003712",1,449,1,"transcription cofactor activity"
"494","GO:0003713",1,256,1,"transcription coactivator activity"
"495","GO:0003714",0,180,1,"transcription corepressor activity"
"496","GO:0003720",0,3,1,"telomerase activity"
"497","GO:0003723",0,829,1,"RNA binding"
"498","GO:0003724",0,28,1,"RNA helicase activity"
"499","GO:0003725",0,42,1,"double-stranded RNA binding"
"500","GO:0003726",0,3,1,"double-stranded RNA adenosine deaminase activity"
"502","GO:0003727",0,40,1,"single-stranded RNA binding"
"504","GO:0003729",0,93,1,"mRNA binding"
"505","GO:0003730",0,25,1,"mRNA 3'-UTR binding"
"506","GO:0003735",0,154,1,"structural constituent of ribosome"
"515","GO:0003743",0,48,1,"translation initiation factor activity"
"517","GO:0003746",0,16,1,"translation elongation factor activity"
"519","GO:0003747",0,6,1,"translation release factor activity"
"521","GO:0003755",0,39,1,"peptidyl-prolyl cis-trans isomerase activity"
"538","GO:0003756",0,13,1,"protein disulfide isomerase activity"
"548","GO:0003774",0,124,1,"motor activity"
"549","GO:0003777",0,72,1,"microtubule motor activity"
"555","GO:0003779",1,340,1,"actin binding"
"556","GO:0003785",0,13,1,"actin monomer binding"
"557","GO:0003796",0,7,1,"lysozyme activity"
"568","GO:0003810",0,7,1,"protein-glutamine gamma-glutamyltransferase activity"
"578","GO:0003823",0,33,1,"antigen binding"
"582","GO:0003824",23,5069,1,"catalytic activity"
"583","GO:0003826",0,2,1,"alpha-ketoacid dehydrogenase activity"
"584","GO:0003827",0,1,1,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
"595","GO:0003828",0,4,1,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity"
"605","GO:0003829",0,3,1,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity"
"613","GO:0003830",0,1,1,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
"621","GO:0003831",0,4,1,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity"
"636","GO:0003834",0,1,1,"beta-carotene 15,15'-monooxygenase activity"
"640","GO:0003835",0,2,1,"beta-galactoside alpha-2,6-sialyltransferase activity"
"643","GO:0003836",0,4,1,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity"
"645","GO:0003837",0,1,1,"beta-ureidopropionase activity"
"646","GO:0003839",0,2,1,"gamma-glutamylcyclotransferase activity"
"650","GO:0003840",0,9,1,"gamma-glutamyltransferase activity"
"661","GO:0003841",1,8,1,"1-acylglycerol-3-phosphate O-acyltransferase activity"
"671","GO:0003842",0,1,1,"1-pyrroline-5-carboxylate dehydrogenase activity"
"677","GO:0003844",0,1,1,"1,4-alpha-glucan branching enzyme activity"
"693","GO:0003845",1,2,1,"11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity"
"699","GO:0003846",0,5,1,"2-acylglycerol O-acyltransferase activity"
"704","GO:0003847",0,5,1,"1-alkyl-2-acetylglycerophosphocholine esterase activity"
"715","GO:0003851",0,1,1,"2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity"
"723","GO:0003854",0,5,1,"3-beta-hydroxy-delta5-steroid dehydrogenase activity"
"738","GO:0003857",0,8,1,"3-hydroxyacyl-CoA dehydrogenase activity"
"747","GO:0003858",0,2,1,"3-hydroxybutyrate dehydrogenase activity"
"748","GO:0003860",0,1,1,"3-hydroxyisobutyryl-CoA hydrolase activity"
"751","GO:0003863",0,2,1,"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"
"774","GO:0003865",0,2,1,"3-oxo-5-alpha-steroid 4-dehydrogenase activity"
"792","GO:0003867",0,1,1,"4-aminobutyrate transaminase activity"
"810","GO:0003868",0,2,1,"4-hydroxyphenylpyruvate dioxygenase activity"
"819","GO:0003869",0,1,1,"4-nitrophenylphosphatase activity"
"828","GO:0003870",0,2,1,"5-aminolevulinate synthase activity"
"847","GO:0003872",0,3,1,"6-phosphofructokinase activity"
"860","GO:0003873",0,4,1,"6-phosphofructo-2-kinase activity"
"866","GO:0003874",0,1,1,"6-pyruvoyltetrahydropterin synthase activity"
"870","GO:0003875",0,2,1,"ADP-ribosylarginine hydrolase activity"
"878","GO:0003876",0,3,1,"AMP deaminase activity"
"894","GO:0003878",0,2,1,"ATP citrate synthase activity"
"908","GO:0003880",0,2,1,"protein C-terminal carboxyl O-methyltransferase activity"
"909","GO:0003881",0,1,1,"CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity"
"922","GO:0003882",0,1,1,"CDP-diacylglycerol-serine O-phosphatidyltransferase activity"
"936","GO:0003883",0,2,1,"CTP synthase activity"
"942","GO:0003884",0,2,1,"D-amino-acid oxidase activity"
"945","GO:0003886",0,4,1,"DNA (cytosine-5-)-methyltransferase activity"
"965","GO:0003887",0,27,1,"DNA-directed DNA polymerase activity"
"1016","GO:0003896",0,3,1,"DNA primase activity"
"1018","GO:0003899",0,41,1,"DNA-directed RNA polymerase activity"
"1034","GO:0003905",0,1,1,"alkylbase DNA N-glycosylase activity"
"1043","GO:0003906",0,12,1,"DNA-(apurinic or apyrimidinic site) lyase activity"
"1058","GO:0003908",0,1,1,"methylated-DNA-[protein]-cysteine S-methyltransferase activity"
"1065","GO:0003909",0,3,1,"DNA ligase activity"
"1066","GO:0003910",0,3,1,"DNA ligase (ATP) activity"
"1083","GO:0003912",0,1,1,"DNA nucleotidylexotransferase activity"
"1094","GO:0003916",0,6,1,"DNA topoisomerase activity"
"1095","GO:0003917",0,4,1,"DNA topoisomerase type I activity"
"1105","GO:0003918",0,4,1,"DNA topoisomerase type II (ATP-hydrolyzing) activity"
"1116","GO:0003919",0,1,1,"FMN adenylyltransferase activity"
"1126","GO:0003920",0,2,1,"GMP reductase activity"
"1135","GO:0003921",0,1,1,"GMP synthase activity"
"1141","GO:0003922",0,1,1,"GMP synthase (glutamine-hydrolyzing) activity"
"1150","GO:0003923",0,5,1,"GPI-anchor transamidase activity"
"1151","GO:0003924",1,226,1,"GTPase activity"
"1171","GO:0003933",0,1,1,"GTP cyclohydrolase activity"
"1172","GO:0003934",0,1,1,"GTP cyclohydrolase I activity"
"1177","GO:0003937",0,1,1,"IMP cyclohydrolase activity"
"1181","GO:0003938",0,2,1,"IMP dehydrogenase activity"
"1189","GO:0003939",0,1,1,"L-iditol 2-dehydrogenase activity"
"1198","GO:0003940",0,1,1,"L-iduronidase activity"
"1200","GO:0003941",0,3,1,"L-serine ammonia-lyase activity"
"1206","GO:0003943",0,2,1,"N-acetylgalactosamine-4-sulfatase activity"
"1212","GO:0003944",0,1,1,"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity"
"1218","GO:0003945",0,4,1,"N-acetyllactosamine synthase activity"
"1244","GO:0003947",0,1,1,"(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity"
"1258","GO:0003948",0,1,1,"N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity"
"1269","GO:0003950",0,22,1,"NAD+ ADP-ribosyltransferase activity"
"1276","GO:0003951",0,2,1,"NAD+ kinase activity"
"1282","GO:0003952",0,1,1,"NAD+ synthase (glutamine-hydrolyzing) activity"
"1291","GO:0003953",0,3,1,"NAD+ nucleosidase activity"
"1302","GO:0003954",0,43,1,"NADH dehydrogenase activity"
"1321","GO:0003955",0,2,1,"NAD(P)H dehydrogenase (quinone) activity"
"1349","GO:0003956",0,6,1,"NAD(P)+-protein-arginine ADP-ribosyltransferase activity"
"1361","GO:0003957",0,1,1,"NAD(P)+ transhydrogenase (B-specific) activity"
"1375","GO:0003958",0,5,1,"NADPH-hemoprotein reductase activity"
"1407","GO:0003960",0,4,1,"NADPH:quinone reductase activity"
"1410","GO:0003963",0,2,1,"RNA-3'-phosphate cyclase activity"
"1413","GO:0003964",0,3,1,"RNA-directed DNA polymerase activity"
"1424","GO:0003968",0,1,1,"RNA-directed RNA polymerase activity"
"1444","GO:0003972",0,1,1,"RNA ligase (ATP) activity"
"1448","GO:0003973",0,1,1,"(S)-2-hydroxy-acid oxidase activity"
"1455","GO:0003975",0,1,1,"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity"
"1467","GO:0003976",0,1,1,"UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity"
"1475","GO:0003977",0,1,1,"UDP-N-acetylglucosamine diphosphorylase activity"
"1486","GO:0003978",0,1,1,"UDP-glucose 4-epimerase activity"
"1499","GO:0003979",0,1,1,"UDP-glucose 6-dehydrogenase activity"
"1500","GO:0003980",0,2,1,"UDP-glucose:glycoprotein glucosyltransferase activity"
"1501","GO:0003983",0,1,1,"UTP:glucose-1-phosphate uridylyltransferase activity"
"1513","GO:0003985",0,3,1,"acetyl-CoA C-acetyltransferase activity"
"1522","GO:0003986",0,3,1,"acetyl-CoA hydrolase activity"
"1528","GO:0003987",0,3,1,"acetate-CoA ligase activity"
"1544","GO:0003988",0,6,1,"acetyl-CoA C-acyltransferase activity"
"1569","GO:0003989",0,2,1,"acetyl-CoA carboxylase activity"
"1571","GO:0003990",0,2,1,"acetylcholinesterase activity"
"1578","GO:0003993",0,9,1,"acid phosphatase activity"
"1588","GO:0003994",0,2,1,"aconitate hydratase activity"
"1593","GO:0003995",0,15,1,"acyl-CoA dehydrogenase activity"
"1607","GO:0003996",0,1,1,"acyl-CoA ligase activity"
"1608","GO:0003997",0,6,1,"acyl-CoA oxidase activity"
"1612","GO:0003998",0,2,1,"acylphosphatase activity"
"1618","GO:0003999",0,1,1,"adenine phosphoribosyltransferase activity"
"1628","GO:0004000",0,9,1,"adenosine deaminase activity"
"1630","GO:0004001",0,1,1,"adenosine kinase activity"
"1633","GO:0004003",0,31,1,"ATP-dependent DNA helicase activity"
"1634","GO:0004004",0,21,1,"ATP-dependent RNA helicase activity"
"1635","GO:0004008",0,2,1,"copper-exporting ATPase activity"
"1640","GO:0004012",0,15,1,"phospholipid-translocating ATPase activity"
"1649","GO:0004013",0,3,1,"adenosylhomocysteinase activity"
"1656","GO:0004014",0,1,1,"adenosylmethionine decarboxylase activity"
"1661","GO:0004016",0,11,1,"adenylate cyclase activity"
"1669","GO:0004017",0,7,1,"adenylate kinase activity"
"1674","GO:0004018",0,1,1,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
"1679","GO:0004019",0,2,1,"adenylosuccinate synthase activity"
"1684","GO:0004020",0,2,1,"adenylylsulfate kinase activity"
"1696","GO:0004021",0,2,1,"L-alanine:2-oxoglutarate aminotransferase activity"
"1713","GO:0004022",0,9,1,"alcohol dehydrogenase (NAD) activity"
"1726","GO:0004024",0,4,1,"alcohol dehydrogenase activity, zinc-dependent"
"1727","GO:0004027",0,1,1,"alcohol sulfotransferase activity"
"1744","GO:0004028",0,4,1,"3-chloroallyl aldehyde dehydrogenase activity"
"1745","GO:0004029",1,10,1,"aldehyde dehydrogenase (NAD) activity"
"1754","GO:0004030",0,6,1,"aldehyde dehydrogenase [NAD(P)+] activity"
