"","feature","seqnames","start","end","width","strand","peak","start_position.x","end_position.x","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","hgnc_symbol","start_position.y","end_position.y"
"65","ENSG00000008256","7",6296367,6296875,509,"-","6766",6167939,6278800,"upstream",-17567,17567,"NearestStart","CYTH3",6167939,6278800
"66","ENSG00000008323","12",6257832,6258478,647,"+","1483",6289863,6307910,"upstream",-32031,31385,"NearestStart","PLEKHG6",6289863,6307910
"67","ENSG00000008517","16",3048223,3048745,523,"+","2647",3055314,3059669,"upstream",-7091,6569,"NearestStart","IL32",3055314,3059669
"68","ENSG00000008853","8",22907663,22908329,667,"+","7242",22913059,22933655,"upstream",-5396,4730,"NearestStart","RHOBTB2",22913059,22933655
"69","ENSG00000008853","8",22909040,22909501,462,"+","7243",22913059,22933655,"upstream",-4019,3558,"NearestStart","RHOBTB2",22913059,22933655
"70","ENSG00000008853","8",22936109,22936535,427,"+","7244",22913059,22933655,"downstream",23050,2454,"NearestStart","RHOBTB2",22913059,22933655
"71","ENSG00000009709","1",18867772,18868199,428,"+","0085",18830087,18944010,"inside",37685,37685,"NearestStart","PAX7",18830087,18944010
"72","ENSG00000009709","1",18869198,18869913,716,"+","0086",18830087,18944010,"inside",39111,39111,"NearestStart","PAX7",18830087,18944010
"73","ENSG00000009709","1",18925444,18925842,399,"+","0087",18830087,18944010,"inside",95357,18168,"NearestStart","PAX7",18830087,18944010
"74","ENSG00000009950","7",72664920,72665643,724,"-","6910",72645460,72676806,"inside",11886,11163,"NearestStart","MLXIPL",72645460,72676806
"75","ENSG00000009950","7",72665855,72666178,324,"-","6911",72645460,72676806,"inside",10951,10628,"NearestStart","MLXIPL",72645460,72676806
"76","ENSG00000009950","7",72666627,72667049,423,"-","6912",72645460,72676806,"inside",10179,9757,"NearestStart","MLXIPL",72645460,72676806
"77","ENSG00000010361","19",54986033,54986378,346,"-","3878",55001987,55008339,"downstream",22306,15609,"NearestStart","FUZ",55001987,55008339
"78","ENSG00000010818","6",143208595,143209140,546,"-","6673",143114297,143308031,"inside",99436,94298,"NearestStart","HIVEP2",143114297,143308031
"79","ENSG00000011105","12",3148087,3148692,606,"+","1480",3056818,3265990,"inside",91269,91269,"NearestStart","TSPAN9",3056818,3265990
"80","ENSG00000011198","3",43764622,43764959,338,"+","5258",43707379,43735295,"downstream",57243,29327,"NearestStart","ABHD5",43707379,43735295
"81","ENSG00000011198","3",43882902,43883547,646,"+","5259",43707379,43735295,"downstream",175523,147607,"NearestStart","ABHD5",43707379,43735295
"82","ENSG00000011304","19",732942,733894,953,"+","3664",748411,763327,"upstream",-15469,14517,"NearestStart","PTBP1",748411,763327
"83","ENSG00000011347","11",61127071,61127382,312,"-","1269",61039369,61104874,"upstream",-22197,22197,"NearestStart","",61039369,61104874
"84","ENSG00000011422","19",48863528,48864202,675,"-","3840",48842111,48866342,"inside",2814,2140,"NearestStart","PLAUR",48842111,48866342
"85","ENSG00000011523","2",65145637,65146175,539,"+","4137",65136999,65167618,"inside",8638,8638,"NearestStart","CEP68",65136999,65167618
"86","ENSG00000011566","2",39460389,39460708,320,"-","4040",39329930,39517797,"inside",57408,57089,"NearestStart","MAP4K3",39329930,39517797
"87","ENSG00000012048","17",38519668,38520023,356,"-","3181",38449840,38530994,"inside",11326,10971,"NearestStart","BRCA1",38449840,38530994
"88","ENSG00000013297","3",171684963,171685369,407,"+","5510",171619359,171634577,"downstream",65604,50386,"NearestStart","CLDN11",171619359,171634577
"89","ENSG00000013297","3",171693446,171693772,327,"+","5511",171619359,171634577,"downstream",74087,58869,"NearestStart","CLDN11",171619359,171634577
"90","ENSG00000013297","3",171694176,171694428,253,"+","5512",171619359,171634577,"downstream",74817,59599,"NearestStart","CLDN11",171619359,171634577
"91","ENSG00000013588","12",12927395,12928248,854,"+","1514",12934983,12957833,"upstream",-7588,6735,"NearestStart","GPRC5A",12934983,12957833
"92","ENSG00000014257","3",133469161,133469556,396,"+","5426",133518941,133569831,"upstream",-49780,49385,"NearestStart","ACPP",133518941,133569831
"93","ENSG00000015133","14",90910551,90910892,342,"-","2258",90807422,90953886,"inside",43335,42994,"NearestStart","CCDC88C",90807422,90953886
"94","ENSG00000015413","16",88226901,88227450,550,"+","2919",88214501,88232365,"inside",12400,4915,"NearestStart","DPEP1",88214501,88232365
"95","ENSG00000015475","22",16649278,16649895,618,"-","4985",16596908,16637263,"upstream",-12015,12015,"NearestStart","BID",16596908,16637263
"96","ENSG00000015592","8",27195991,27196292,302,"-","7269",27149738,27171843,"upstream",-24148,24148,"NearestStart","STMN4",27149738,27171843
"97","ENSG00000017427","12",101451883,101452282,400,"-","1757",101313809,101398546,"upstream",-53337,53337,"NearestStart","IGF1",101313809,101398546
"98","ENSG00000018408","3",150775963,150776525,563,"-","5459",150717713,150858472,"inside",82509,58250,"NearestStart","WWTR1",150717713,150858472
"99","ENSG00000018408","3",150857903,150859996,2094,"-","5460",150717713,150858472,"overlapStart",569,569,"NearestStart","WWTR1",150717713,150858472
"100","ENSG00000018625","1",158368365,158368870,506,"+","0421",158349930,158379996,"inside",18435,11126,"NearestStart","ATP1A2",158349930,158379996
"101","ENSG00000019991","7",81152155,81152613,459,"-","6966",81169274,81237388,"downstream",85233,16661,"NearestStart","HGF",81169274,81237388
"102","ENSG00000020577","14",54206203,54206848,646,"+","2147",54104387,54325595,"inside",101816,101816,"NearestStart","SAMD4A",54104387,54325595
"103","ENSG00000020633","1",25191981,25192392,412,"-","0139",25098589,25164088,"upstream",-27893,27893,"NearestStart","RUNX3",25098589,25164088
"104","ENSG00000021355","6",2798989,2799188,200,"-","6347",2778735,2787095,"upstream",-11894,11894,"NearestStart","SERPINB1",2778735,2787095
"105","ENSG00000021461","7",99262808,99263115,308,"+","7000",99263572,99302109,"upstream",-764,457,"NearestStart","CYP3A43",99263572,99302109
"106","ENSG00000021826","2",211114288,211114648,361,"+","4457",211129583,211252074,"upstream",-15295,14935,"NearestStart","CPS1",211129583,211252074
"107","ENSG00000021826","2",211121773,211122307,535,"+","4458",211129583,211252074,"upstream",-7810,7276,"NearestStart","CPS1",211129583,211252074
"108","ENSG00000021826","2",211126433,211126722,290,"+","4459",211129583,211252074,"upstream",-3150,2861,"NearestStart","CPS1",211129583,211252074
"109","ENSG00000022567","8",142306779,142308352,1574,"-","7582",142290052,142307855,"overlapStart",1076,497,"NearestStart","SLC45A4",142290052,142307855
"110","ENSG00000022567","8",142318556,142319230,675,"-","7583",142290052,142307855,"upstream",-10701,10701,"NearestStart","SLC45A4",142290052,142307855
"111","ENSG00000022567","8",142336331,142337358,1028,"-","7584",142290052,142307855,"upstream",-28476,28476,"NearestStart","SLC45A4",142290052,142307855
"112","ENSG00000022567","8",142343443,142343885,443,"-","7585",142290052,142307855,"upstream",-35588,35588,"NearestStart","SLC45A4",142290052,142307855
"113","ENSG00000023171","11",122829836,122830639,804,"+","1448",122901738,122998728,"upstream",-71902,71099,"NearestStart","GRAMD1B",122901738,122998728
"114","ENSG00000023171","11",122881875,122882254,380,"+","1449",122901738,122998728,"upstream",-19863,19484,"NearestStart","GRAMD1B",122901738,122998728
"115","ENSG00000023171","11",122963925,122964429,505,"+","1450",122901738,122998728,"inside",62187,34299,"NearestStart","GRAMD1B",122901738,122998728
"116","ENSG00000023287","8",53770367,53770886,520,"-","7366",53697569,53789579,"inside",19212,18693,"NearestStart","RB1CC1",53697569,53789579
"117","ENSG00000023445","11",101693117,101693688,572,"+","1399",101693404,101713658,"overlapStart",-287,284,"NearestStart","BIRC3",101693404,101713658
"118","ENSG00000023445","11",101696645,101697021,377,"+","1400",101693404,101713658,"inside",3241,3241,"NearestStart","BIRC3",101693404,101713658
"119","ENSG00000023697","12",15980952,15981396,445,"+","1528",16000968,16081581,"upstream",-20016,19572,"NearestStart","DERA",16000968,16081581
"120","ENSG00000023697","12",16074886,16075261,376,"+","1529",16000968,16081581,"inside",73918,6320,"NearestStart","DERA",16000968,16081581
"121","ENSG00000023839","10",101532125,101532528,404,"+","1011",101532493,101601571,"overlapStart",-368,35,"NearestStart","ABCC2",101532493,101601571
"122","ENSG00000025293","20",33822967,33823805,839,"+","4749",33823337,34001702,"overlapStart",-370,370,"NearestStart","PHF20",33823337,34001702
"123","ENSG00000026508","11",35039661,35040010,350,"+","1226",35116993,35210522,"upstream",-77332,76983,"NearestStart","CD44",35116993,35210522
"124","ENSG00000026508","11",35146730,35147155,426,"+","1227",35116993,35210522,"inside",29737,29737,"NearestStart","CD44",35116993,35210522
"125","ENSG00000027075","14",60863420,60863739,320,"+","2161",60858186,61087443,"inside",5234,5234,"NearestStart","PRKCH",60858186,61087443
"126","ENSG00000027075","14",61002583,61003121,539,"+","2162",60858186,61087443,"inside",144397,84322,"NearestStart","PRKCH",60858186,61087443
"127","ENSG00000027075","14",61003275,61003686,412,"+","2163",60858186,61087443,"inside",145089,83757,"NearestStart","PRKCH",60858186,61087443
"128","ENSG00000027075","14",61012854,61013709,856,"+","2164",60858186,61087443,"inside",154668,73734,"NearestStart","PRKCH",60858186,61087443
"129","ENSG00000027697","6",137604277,137604871,595,"-","6652",137560322,137582239,"upstream",-22038,22038,"NearestStart","IFNGR1",137560322,137582239
"130","ENSG00000027697","6",137624119,137624605,487,"-","6653",137560322,137582239,"upstream",-41880,41880,"NearestStart","IFNGR1",137560322,137582239
"131","ENSG00000028116","2",57962753,57963196,444,"+","4120",58127224,58240505,"upstream",-164471,164028,"NearestStart","VRK2",58127224,58240505
"132","ENSG00000028137","1",12171270,12171921,652,"+","0063",12149647,12191863,"inside",21623,19942,"NearestStart","TNFRSF1B",12149647,12191863
"133","ENSG00000030066","11",47836097,47836708,612,"-","1248",47756246,47826633,"upstream",-9464,9464,"NearestStart","NUP160",47756246,47826633
"134","ENSG00000030066","11",47839902,47840260,359,"-","1249",47756246,47826633,"upstream",-13269,13269,"NearestStart","NUP160",47756246,47826633
"135","ENSG00000032389","2",3269473,3270027,555,"-","3900",3171703,3360617,"inside",91144,90590,"NearestStart","TSSC1",3171703,3360617
"136","ENSG00000033170","14",64885581,64885929,349,"+","2180",64947063,65279714,"upstream",-61482,61134,"NearestStart","FUT8",64947063,65279714
"137","ENSG00000033800","15",66034009,66034610,602,"+","2481",66133622,66267456,"upstream",-99613,99012,"NearestStart","PIAS1",66133622,66267456
"138","ENSG00000033800","15",66098605,66099273,669,"+","2482",66133622,66267456,"upstream",-35017,34349,"NearestStart","PIAS1",66133622,66267456
"139","ENSG00000033800","15",66101342,66101880,539,"+","2483",66133622,66267456,"upstream",-32280,31742,"NearestStart","PIAS1",66133622,66267456
"140","ENSG00000033800","15",66121560,66122371,812,"+","2484",66133622,66267456,"upstream",-12062,11251,"NearestStart","PIAS1",66133622,66267456
"141","ENSG00000034063","19",4884489,4884859,371,"+","3720",4860510,4913162,"inside",23979,23979,"NearestStart","UHRF1",4860510,4913162
"142","ENSG00000034239","8",49703625,49704093,469,"-","7361",49798533,49810344,"downstream",106719,94440,"NearestStart","EFCAB1",49798533,49810344
"143","ENSG00000034239","8",49771281,49771738,458,"-","7362",49798533,49810344,"downstream",39063,26795,"NearestStart","EFCAB1",49798533,49810344
"144","ENSG00000034239","8",49889439,49889726,288,"-","7363",49798533,49810344,"upstream",-79095,79095,"NearestStart","EFCAB1",49798533,49810344
"145","ENSG00000034510","2",84985295,84986710,1416,"+","4173",84986274,84987310,"overlapStart",-979,436,"NearestStart","TMSB10",84986274,84987310
"146","ENSG00000035403","10",75485779,75486694,916,"+","0907",75427878,75549916,"inside",57901,57901,"NearestStart","VCL",75427878,75549916
"147","ENSG00000035403","10",75502359,75502707,349,"+","0908",75427878,75549916,"inside",74481,47209,"NearestStart","VCL",75427878,75549916
"148","ENSG00000035664","15",62083856,62084198,343,"-","2460",61986288,62125574,"inside",41718,41376,"NearestStart","DAPK2",61986288,62125574
"149","ENSG00000036672","11",118743547,118744031,485,"-","1434",118732163,118757575,"inside",14028,11384,"NearestStart","USP2",118732163,118757575
"150","ENSG00000036672","11",118744635,118744977,343,"-","1435",118732163,118757575,"inside",12940,12472,"NearestStart","USP2",118732163,118757575
"151","ENSG00000038219","4",13518050,13518571,522,"-","5635",13179464,13238426,"upstream",-279624,279624,"NearestStart","BOD1L",13179464,13238426
"152","ENSG00000038382","5",14236636,14237045,410,"+","5902",14196829,14563310,"inside",39807,39807,"NearestStart","TRIO",14196829,14563310
"153","ENSG00000038382","5",14314186,14314644,459,"+","5903",14196829,14563310,"inside",117357,117357,"NearestStart","TRIO",14196829,14563310
"154","ENSG00000038382","5",14321317,14321805,489,"+","5904",14196829,14563310,"inside",124488,124488,"NearestStart","TRIO",14196829,14563310
"155","ENSG00000038382","5",14325307,14325635,329,"+","5905",14196829,14563310,"inside",128478,128478,"NearestStart","TRIO",14196829,14563310
"156","ENSG00000038382","5",14358134,14358489,356,"+","5906",14196829,14563310,"inside",161305,161305,"NearestStart","TRIO",14196829,14563310
"157","ENSG00000038532","16",10948500,10948842,343,"+","2664",10945846,11183547,"inside",2654,2654,"NearestStart","CLEC16A",10945846,11183547
"158","ENSG00000038532","16",11012171,11012567,397,"+","2665",10945846,11183547,"inside",66325,66325,"NearestStart","CLEC16A",10945846,11183547
"159","ENSG00000038532","16",11017914,11019013,1100,"+","2666",10945846,11183547,"inside",72068,72068,"NearestStart","CLEC16A",10945846,11183547
"160","ENSG00000039068","16",67298985,67299514,530,"+","2818",67328696,67426943,"upstream",-29711,29182,"NearestStart","CDH1",67328696,67426943
"161","ENSG00000039068","16",67306824,67307350,527,"+","2819",67328696,67426943,"upstream",-21872,21346,"NearestStart","CDH1",67328696,67426943
"162","ENSG00000039139","5",14061808,14062662,855,"-","5901",13745039,13997589,"upstream",-64219,64219,"NearestStart","DNAH5",13745039,13997589
"163","ENSG00000039650","19",55057397,55058586,1190,"-","3879",55056274,55062630,"inside",5233,1123,"NearestStart","PNKP",55056274,55062630
"164","ENSG00000039987","19",12721837,12722634,798,"+","3744",12724407,12730269,"upstream",-2570,1773,"NearestStart","BEST2",12724407,12730269
"165","ENSG00000041353","18",50583487,50583816,330,"+","3602",50646706,50708124,"upstream",-63219,62890,"NearestStart","RAB27B",50646706,50708124
"166","ENSG00000041353","18",50595376,50595765,390,"+","3603",50646706,50708124,"upstream",-51330,50941,"NearestStart","RAB27B",50646706,50708124
"167","ENSG00000041515","13",108155430,108155752,323,"+","2047",108046501,108658356,"inside",108929,108929,"NearestStart","MYO16",108046501,108658356
"168","ENSG00000042062","20",48711327,48712006,680,"-","4852",48636052,48741472,"inside",30145,29466,"NearestStart","FAM65C",48636052,48741472
"169","ENSG00000042304","2",228230150,228230586,437,"-","4536",228183051,228206280,"upstream",-23870,23870,"NearestStart","C2orf83",228183051,228206280
"170","ENSG00000042753","19",52024784,52025336,553,"-","3858",52033263,52046043,"downstream",21259,7927,"NearestStart","AP2S1",52033263,52046043
"171","ENSG00000042753","19",52025648,52025849,202,"-","3859",52033263,52046043,"downstream",20395,7414,"NearestStart","AP2S1",52033263,52046043
"172","ENSG00000042832","8",133958682,133959139,458,"+","7552",133948387,134216325,"inside",10295,10295,"NearestStart","TG",133948387,134216325
"173","ENSG00000042832","8",133980199,133980864,666,"+","7553",133948387,134216325,"inside",31812,31812,"NearestStart","TG",133948387,134216325
"174","ENSG00000042832","8",134060432,134060813,382,"+","7554",133948387,134216325,"inside",112045,112045,"NearestStart","TG",133948387,134216325
"175","ENSG00000042980","8",24118226,24118689,464,"+","7249",24207525,24273005,"upstream",-89299,88836,"NearestStart","ADAM28",24207525,24273005
"176","ENSG00000042980","8",24119368,24119858,491,"+","7250",24207525,24273005,"upstream",-88157,87667,"NearestStart","ADAM28",24207525,24273005
"177","ENSG00000042980","8",24131827,24132632,806,"+","7251",24207525,24273005,"upstream",-75698,74893,"NearestStart","ADAM28",24207525,24273005
"178","ENSG00000043093","3",184090385,184090732,348,"-","5532",184143269,184181020,"downstream",90635,52537,"NearestStart","DCUN1D1",184143269,184181020
"179","ENSG00000043093","3",184162646,184162872,227,"-","5533",184143269,184181020,"inside",18374,18148,"NearestStart","DCUN1D1",184143269,184181020
"180","ENSG00000047346","15",50732808,50733477,670,"-","2407",50660822,50709156,"upstream",-23652,23652,"NearestStart","KIAA1370",50660822,50709156
"181","ENSG00000047457","3",150380498,150381063,566,"-","5449",150373220,150422519,"inside",42021,7278,"NearestStart","CP",150373220,150422519
"182","ENSG00000047457","3",150422392,150422745,354,"-","5450",150373220,150422519,"overlapStart",127,127,"NearestStart","CP",150373220,150422519
"183","ENSG00000047457","3",150425542,150426063,522,"-","5451",150373220,150422519,"upstream",-3023,3023,"NearestStart","CP",150373220,150422519
"184","ENSG00000047644","X",9958637,9958985,349,"+","8015",9943795,10072515,"inside",14842,14842,"NearestStart","WWC3",9943795,10072515
"185","ENSG00000047644","X",9964302,9964705,404,"+","8016",9943795,10072515,"inside",20507,20507,"NearestStart","WWC3",9943795,10072515
"186","ENSG00000047936","6",117842712,117843179,468,"-","6603",117716223,117853711,"inside",10999,10532,"NearestStart","ROS1",117716223,117853711
"187","ENSG00000047936","6",117851625,117852010,386,"-","6604",117716223,117853711,"inside",2086,1701,"NearestStart","ROS1",117716223,117853711
"188","ENSG00000048471","16",12038336,12038828,493,"+","2675",12053556,12575646,"upstream",-15220,14728,"NearestStart","SNX29",12053556,12575646
"189","ENSG00000048544","6",42336681,42337102,422,"-","6504",42282517,42293581,"upstream",-43100,43100,"NearestStart","MRPS10",42282517,42293581
"190","ENSG00000048544","6",42390334,42390655,322,"-","6505",42282517,42293581,"upstream",-96753,96753,"NearestStart","MRPS10",42282517,42293581
"191","ENSG00000048545","6",42229029,42229703,675,"+","6503",42231152,42255770,"upstream",-2123,1449,"NearestStart","GUCA1A",42231152,42255770
"192","ENSG00000049130","12",87471743,87472220,478,"-","1713",87410697,87498369,"inside",26626,26149,"NearestStart","KITLG",87410697,87498369
"193","ENSG00000049245","1",7631485,7632010,526,"+","0018",7753916,7770120,"upstream",-122431,121906,"NearestStart","VAMP3",7753916,7770120
"194","ENSG00000049319","2",31636879,31637675,797,"-","4012",31601054,31659640,"inside",22761,21965,"NearestStart","SRD5A2",31601054,31659640
"195","ENSG00000049540","7",73074788,73076468,1681,"+","6917",73080363,73122173,"upstream",-5575,3895,"NearestStart","ELN",73080363,73122173
"196","ENSG00000049618","6",157179295,157179664,370,"+","6705",157140756,157572093,"inside",38539,38539,"NearestStart","ARID1B",157140756,157572093
"197","ENSG00000049618","6",157190260,157190705,446,"+","6706",157140756,157572093,"inside",49504,49504,"NearestStart","ARID1B",157140756,157572093
