"","category","numDEInCat","numInCat","padj","Term"
"168","GO:0000406",0,2,1,"double-strand/single-strand DNA junction binding"
"169","GO:0000700",0,3,1,"mismatch base pair DNA N-glycosylase activity"
"170","GO:0000701",0,1,1,"purine-specific mismatch base pair DNA N-glycosylase activity"
"171","GO:0000702",0,1,1,"oxidized base lesion DNA N-glycosylase activity"
"172","GO:0000773",0,1,1,"phosphatidyl-N-methylethanolamine N-methyltransferase activity"
"180","GO:0000774",0,2,1,"adenyl-nucleotide exchange factor activity"
"181","GO:0000822",0,1,1,"inositol hexakisphosphate binding"
"183","GO:0000823",0,1,1,"inositol-1,4,5-trisphosphate 6-kinase activity"
"187","GO:0000824",0,1,1,"inositol tetrakisphosphate 3-kinase activity"
"192","GO:0000827",0,3,1,"inositol-1,3,4,5,6-pentakisphosphate kinase activity"
"193","GO:0000828",0,5,1,"inositol hexakisphosphate kinase activity"
"194","GO:0000832",0,5,1,"inositol hexakisphosphate 5-kinase activity"
"195","GO:0000900",0,3,1,"translation repressor activity, nucleic acid binding"
"196","GO:0000975",1,254,1,"regulatory region DNA binding"
"197","GO:0000976",0,89,1,"transcription regulatory region sequence-specific DNA binding"
"198","GO:0000977",0,60,1,"RNA polymerase II regulatory region sequence-specific DNA binding"
"199","GO:0000978",0,19,1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"200","GO:0000979",0,19,1,"RNA polymerase II core promoter sequence-specific DNA binding"
"201","GO:0000980",0,8,1,"RNA polymerase II distal enhancer sequence-specific DNA binding"
"202","GO:0000981",2,170,1,"sequence-specific DNA binding RNA polymerase II transcription factor activity"
"203","GO:0000982",0,65,1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity"
"204","GO:0000983",0,7,1,"RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity"
"205","GO:0000987",0,25,1,"core promoter proximal region sequence-specific DNA binding"
"206","GO:0000988",1,459,1,"protein binding transcription factor activity"
"207","GO:0000989",1,447,1,"transcription factor binding transcription factor activity"
"208","GO:0000993",0,9,1,"RNA polymerase II core binding"
"209","GO:0001010",0,2,1,"sequence-specific DNA binding transcription factor recruiting transcription factor activity"
"210","GO:0001011",0,1,1,"sequence-specific DNA binding RNA polymerase recruiting transcription factor activity"
"211","GO:0001012",0,64,1,"RNA polymerase II regulatory region DNA binding"
"212","GO:0001013",0,1,1,"RNA polymerase I regulatory region DNA binding"
"213","GO:0001016",0,4,1,"RNA polymerase III regulatory region DNA binding"
"214","GO:0001025",0,2,1,"RNA polymerase III transcription factor binding"
"215","GO:0001030",0,3,1,"RNA polymerase III type 1 promoter DNA binding"
"216","GO:0001031",0,3,1,"RNA polymerase III type 2 promoter DNA binding"
"217","GO:0001032",0,3,1,"RNA polymerase III type 3 promoter DNA binding"
"218","GO:0001042",0,1,1,"RNA polymerase I core binding"
"219","GO:0001046",0,26,1,"core promoter sequence-specific DNA binding"
"220","GO:0001047",0,41,1,"core promoter binding"
"221","GO:0001067",1,254,1,"regulatory region nucleic acid binding"
"222","GO:0001071",2,736,1,"nucleic acid binding transcription factor activity"
"223","GO:0001075",0,1,1,"RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly"
"224","GO:0001076",0,78,1,"RNA polymerase II transcription factor binding transcription factor activity"
"225","GO:0001077",0,39,1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription"
"226","GO:0001078",0,23,1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"227","GO:0001082",0,1,1,"RNA polymerase I transcription factor binding transcription factor activity"
"228","GO:0001083",0,1,1,"RNA polymerase II basal transcription factor binding transcription factor activity"
"229","GO:0001085",1,59,1,"RNA polymerase II transcription factor binding"
"230","GO:0001087",0,1,1,"TFIIB-class binding transcription factor activity"
"231","GO:0001091",0,1,1,"RNA polymerase II basal transcription factor binding"
"232","GO:0001093",0,1,1,"TFIIB-class transcription factor binding"
"233","GO:0001098",0,10,1,"basal transcription machinery binding"
"234","GO:0001099",0,10,1,"basal RNA polymerase II transcription machinery binding"
"235","GO:0001102",0,24,1,"RNA polymerase II activating transcription factor binding"
"236","GO:0001103",0,18,1,"RNA polymerase II repressing transcription factor binding"
"237","GO:0001104",0,59,1,"RNA polymerase II transcription cofactor activity"
"243","GO:0001105",0,11,1,"RNA polymerase II transcription coactivator activity"
"244","GO:0001106",0,16,1,"RNA polymerase II transcription corepressor activity"
"245","GO:0001133",0,1,1,"sequence-specific transcription regulatory region DNA binding RNA polymerase II transcription factor recruiting transcription factor activity"
"246","GO:0001134",0,4,1,"transcription factor recruiting transcription factor activity"
"247","GO:0001135",0,1,1,"RNA polymerase II transcription factor recruiting transcription factor activity"
"248","GO:0001156",0,2,1,"TFIIIC-class transcription factor binding"
"249","GO:0001158",0,12,1,"enhancer sequence-specific DNA binding"
"250","GO:0001159",0,25,1,"core promoter proximal region DNA binding"
"251","GO:0001161",0,3,1,"intronic transcription regulatory region sequence-specific DNA binding"
"252","GO:0001162",0,3,1,"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding"
"253","GO:0001163",0,1,1,"RNA polymerase I regulatory region sequence-specific DNA binding"
"254","GO:0001164",0,1,1,"RNA polymerase I CORE element sequence-specific DNA binding"
"256","GO:0001167",0,1,1,"sequence-specific DNA binding RNA polymerase I transcription factor activity"
"257","GO:0001169",0,1,1,"RNA polymerase I CORE element sequence-specific DNA binding transcription factor activity"
"258","GO:0001186",0,1,1,"RNA polymerase I transcription factor recruiting transcription factor activity"
"259","GO:0001187",0,1,1,"RNA polymerase I CORE element sequence-specific DNA binding transcription factor recruiting transcription factor activity"
"260","GO:0001190",0,19,1,"RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription"
"261","GO:0001191",0,21,1,"RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription"
"262","GO:0001205",0,2,1,"RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription"
"263","GO:0001221",0,3,1,"transcription cofactor binding"
"264","GO:0001222",0,3,1,"transcription corepressor binding"
"265","GO:0001227",0,24,1,"RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"266","GO:0001228",0,43,1,"RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription"
"267","GO:0001512",0,1,1,"dihydronicotinamide riboside quinone reductase activity"
"278","GO:0001515",1,2,0.779744383914407,"opioid peptide activity"
"279","GO:0001517",0,3,1,"N-acetylglucosamine 6-O-sulfotransferase activity"
"280","GO:0001530",0,9,1,"lipopolysaccharide binding"
"282","GO:0001537",0,3,1,"N-acetylgalactosamine 4-O-sulfotransferase activity"
"283","GO:0001540",0,18,1,"beta-amyloid binding"
"284","GO:0001595",0,2,1,"angiotensin receptor activity"
"285","GO:0001596",0,1,1,"angiotensin type I receptor activity"
"286","GO:0001601",0,2,1,"peptide YY receptor activity"
"287","GO:0001602",0,2,1,"pancreatic polypeptide receptor activity"
"288","GO:0001605",0,1,1,"adrenomedullin receptor activity"
"289","GO:0001607",0,1,1,"neuromedin U receptor activity"
"290","GO:0001608",0,13,1,"G-protein coupled nucleotide receptor activity"
"294","GO:0001609",0,6,1,"G-protein coupled adenosine receptor activity"
"321","GO:0001614",0,18,1,"purinergic nucleotide receptor activity"
"322","GO:0001618",0,3,1,"viral receptor activity"
"323","GO:0001621",0,1,1,"ADP receptor activity"
"325","GO:0001626",0,1,1,"nociceptin receptor activity"
"330","GO:0001632",0,1,1,"leukotriene B4 receptor activity"
"331","GO:0001635",0,2,1,"calcitonin gene-related polypeptide receptor activity"
"332","GO:0001637",0,18,1,"G-protein coupled chemoattractant receptor activity"
"334","GO:0001640",0,3,1,"adenylate cyclase inhibiting G-protein coupled glutamate receptor activity"
"336","GO:0001641",0,1,1,"group II metabotropic glutamate receptor activity"
"337","GO:0001642",0,1,1,"group III metabotropic glutamate receptor activity"
"338","GO:0001653",0,47,1,"peptide receptor activity"
"340","GO:0001664",1,115,1,"G-protein coupled receptor binding"
"344","GO:0001665",0,2,1,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity"
"346","GO:0001671",0,5,1,"ATPase activator activity"
"347","GO:0001681",0,1,1,"sialate O-acetylesterase activity"
"350","GO:0001716",0,1,1,"L-amino-acid oxidase activity"
"352","GO:0001727",0,7,1,"lipid kinase activity"
"353","GO:0001729",0,3,1,"ceramide kinase activity"
"355","GO:0001730",0,3,1,"2'-5'-oligoadenylate synthetase activity"
"359","GO:0001733",0,1,1,"galactosylceramide sulfotransferase activity"
"368","GO:0001735",0,1,1,"prenylcysteine oxidase activity"
"370","GO:0001758",0,6,1,"retinal dehydrogenase activity"
"372","GO:0001760",0,1,1,"aminocarboxymuconate-semialdehyde decarboxylase activity"
"379","GO:0001784",0,10,1,"phosphotyrosine binding"
"380","GO:0001785",0,1,1,"prostaglandin J receptor activity"
"382","GO:0001786",0,12,1,"phosphatidylserine binding"
"383","GO:0001846",0,6,1,"opsonin binding"
"384","GO:0001847",0,2,1,"opsonin receptor activity"
"385","GO:0001848",0,14,1,"complement binding"
"386","GO:0001849",0,3,1,"complement component C1q binding"
"387","GO:0001851",0,1,1,"complement component C3b binding"
"388","GO:0001855",0,1,1,"complement component C4b binding"
"389","GO:0001856",0,1,1,"complement component C5a binding"
"390","GO:0001861",0,1,1,"complement component C4b receptor activity"
"391","GO:0001871",0,14,1,"pattern binding"
"392","GO:0001872",0,1,1,"(1->3)-beta-D-glucan binding"
"396","GO:0001875",0,5,1,"lipopolysaccharide receptor activity"
"398","GO:0001882",7,1691,1,"nucleoside binding"
"399","GO:0001883",7,1683,1,"purine nucleoside binding"
"400","GO:0001884",0,2,1,"pyrimidine nucleoside binding"
"401","GO:0001888",0,2,1,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity"
"407","GO:0001918",0,1,1,"farnesylated protein binding"
"408","GO:0001948",2,46,1,"glycoprotein binding"
"409","GO:0001965",0,7,1,"G-protein alpha-subunit binding"
"410","GO:0001968",0,14,1,"fibronectin binding"
"411","GO:0001972",0,6,1,"retinoic acid binding"
"412","GO:0002020",0,51,1,"protease binding"
"413","GO:0002039",0,53,1,"p53 binding"
"414","GO:0002046",0,1,1,"opsin binding"
"416","GO:0002054",0,3,1,"nucleobase binding"
"417","GO:0002055",0,1,1,"adenine binding"
"418","GO:0002060",0,3,1,"purine nucleobase binding"
"420","GO:0002083",0,1,1,"4-hydroxybenzoate decaprenyltransferase activity"
"421","GO:0002094",0,1,1,"polyprenyltransferase activity"
"422","GO:0002134",0,2,1,"UTP binding"
"423","GO:0002135",0,1,1,"CTP binding"
"424","GO:0002151",0,2,1,"G-quadruplex RNA binding"
"428","GO:0002153",0,1,1,"steroid receptor RNA activator RNA binding"
"429","GO:0002161",0,18,1,"aminoacyl-tRNA editing activity"
"431","GO:0002162",0,4,1,"dystroglycan binding"
"435","GO:0003674",62,12209,1,"molecular_function"
"438","GO:0003676",7,2846,1,"nucleic acid binding"
"439","GO:0003677",4,1912,1,"DNA binding"
"441","GO:0003678",0,40,1,"DNA helicase activity"
"442","GO:0003680",0,7,1,"AT DNA binding"
"443","GO:0003681",0,1,1,"bent DNA binding"
"444","GO:0003682",1,300,1,"chromatin binding"
"447","GO:0003684",0,41,1,"damaged DNA binding"
"449","GO:0003688",0,6,1,"DNA replication origin binding"
"450","GO:0003689",0,2,1,"DNA clamp loader activity"
"453","GO:0003690",0,101,1,"double-stranded DNA binding"
"454","GO:0003691",0,5,1,"double-stranded telomeric DNA binding"
"455","GO:0003696",0,7,1,"satellite DNA binding"
"456","GO:0003697",0,58,1,"single-stranded DNA binding"
"459","GO:0003700",2,734,1,"sequence-specific DNA binding transcription factor activity"
"461","GO:0003705",0,55,1,"RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity"
"462","GO:0003707",1,40,1,"steroid hormone receptor activity"
"463","GO:0003708",0,12,1,"retinoic acid receptor activity"
"464","GO:0003712",1,432,1,"transcription cofactor activity"
"466","GO:0003713",1,251,1,"transcription coactivator activity"
"467","GO:0003714",0,168,1,"transcription corepressor activity"
"468","GO:0003720",0,3,1,"telomerase activity"
"469","GO:0003723",3,851,1,"RNA binding"
"470","GO:0003724",0,46,1,"RNA helicase activity"
"471","GO:0003725",0,41,1,"double-stranded RNA binding"
"472","GO:0003726",0,2,1,"double-stranded RNA adenosine deaminase activity"
"474","GO:0003727",0,37,1,"single-stranded RNA binding"
"476","GO:0003729",1,84,1,"mRNA binding"
"477","GO:0003730",1,22,1,"mRNA 3'-UTR binding"
"478","GO:0003735",0,170,1,"structural constituent of ribosome"
"487","GO:0003743",0,50,1,"translation initiation factor activity"
"489","GO:0003746",0,15,1,"translation elongation factor activity"
"491","GO:0003747",0,6,1,"translation release factor activity"
"493","GO:0003755",0,41,1,"peptidyl-prolyl cis-trans isomerase activity"
"510","GO:0003756",0,12,1,"protein disulfide isomerase activity"
"520","GO:0003774",1,101,1,"motor activity"
"521","GO:0003777",0,58,1,"microtubule motor activity"
"527","GO:0003779",2,308,1,"actin binding"
"528","GO:0003785",0,11,1,"actin monomer binding"
"529","GO:0003796",0,1,1,"lysozyme activity"
"540","GO:0003810",0,4,1,"protein-glutamine gamma-glutamyltransferase activity"
"550","GO:0003823",1,57,1,"antigen binding"
"554","GO:0003824",26,4702,1,"catalytic activity"
"555","GO:0003826",0,2,1,"alpha-ketoacid dehydrogenase activity"
"556","GO:0003827",0,1,1,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
"567","GO:0003828",0,2,1,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity"
"577","GO:0003829",0,2,1,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity"
"585","GO:0003830",0,1,1,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
"593","GO:0003831",0,4,1,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity"
"608","GO:0003835",0,1,1,"beta-galactoside alpha-2,6-sialyltransferase activity"
"611","GO:0003836",0,4,1,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity"
"613","GO:0003837",0,1,1,"beta-ureidopropionase activity"
"614","GO:0003839",0,2,1,"gamma-glutamylcyclotransferase activity"
"618","GO:0003840",0,5,1,"gamma-glutamyltransferase activity"
"629","GO:0003841",0,14,1,"1-acylglycerol-3-phosphate O-acyltransferase activity"
"639","GO:0003842",0,1,1,"1-pyrroline-5-carboxylate dehydrogenase activity"
"645","GO:0003844",0,1,1,"1,4-alpha-glucan branching enzyme activity"
"661","GO:0003845",0,2,1,"11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity"
"667","GO:0003846",0,3,1,"2-acylglycerol O-acyltransferase activity"
"672","GO:0003847",0,3,1,"1-alkyl-2-acetylglycerophosphocholine esterase activity"
"683","GO:0003851",0,1,1,"2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity"
"691","GO:0003854",0,2,1,"3-beta-hydroxy-delta5-steroid dehydrogenase activity"
"706","GO:0003857",1,13,1,"3-hydroxyacyl-CoA dehydrogenase activity"
"715","GO:0003858",0,2,1,"3-hydroxybutyrate dehydrogenase activity"
"716","GO:0003860",0,1,1,"3-hydroxyisobutyryl-CoA hydrolase activity"
"719","GO:0003863",0,2,1,"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"
"742","GO:0003865",0,2,1,"3-oxo-5-alpha-steroid 4-dehydrogenase activity"
"760","GO:0003867",0,1,1,"4-aminobutyrate transaminase activity"
"778","GO:0003869",0,1,1,"4-nitrophenylphosphatase activity"
"787","GO:0003870",0,1,1,"5-aminolevulinate synthase activity"
"806","GO:0003872",0,3,1,"6-phosphofructokinase activity"
"819","GO:0003873",0,4,1,"6-phosphofructo-2-kinase activity"
"825","GO:0003874",0,1,1,"6-pyruvoyltetrahydropterin synthase activity"
"829","GO:0003875",0,2,1,"ADP-ribosylarginine hydrolase activity"
"837","GO:0003876",0,2,1,"AMP deaminase activity"
"853","GO:0003878",0,3,1,"ATP citrate synthase activity"
"867","GO:0003880",0,2,1,"protein C-terminal carboxyl O-methyltransferase activity"
"868","GO:0003881",0,1,1,"CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity"
"881","GO:0003882",0,1,1,"CDP-diacylglycerol-serine O-phosphatidyltransferase activity"
"895","GO:0003883",0,2,1,"CTP synthase activity"
"901","GO:0003884",0,1,1,"D-amino-acid oxidase activity"
"904","GO:0003886",0,4,1,"DNA (cytosine-5-)-methyltransferase activity"
"924","GO:0003887",0,27,1,"DNA-directed DNA polymerase activity"
"975","GO:0003896",0,3,1,"DNA primase activity"
"977","GO:0003899",0,50,1,"DNA-directed RNA polymerase activity"
"993","GO:0003905",0,1,1,"alkylbase DNA N-glycosylase activity"
"1002","GO:0003906",0,11,1,"DNA-(apurinic or apyrimidinic site) lyase activity"
"1017","GO:0003908",0,1,1,"methylated-DNA-[protein]-cysteine S-methyltransferase activity"
"1024","GO:0003909",0,3,1,"DNA ligase activity"
"1025","GO:0003910",0,3,1,"DNA ligase (ATP) activity"
"1042","GO:0003912",0,1,1,"DNA nucleotidylexotransferase activity"
"1053","GO:0003916",0,5,1,"DNA topoisomerase activity"
"1054","GO:0003917",0,4,1,"DNA topoisomerase type I activity"
"1064","GO:0003918",0,3,1,"DNA topoisomerase type II (ATP-hydrolyzing) activity"
"1075","GO:0003919",0,1,1,"FMN adenylyltransferase activity"
"1085","GO:0003920",0,2,1,"GMP reductase activity"
"1094","GO:0003921",0,1,1,"GMP synthase activity"
"1100","GO:0003922",0,1,1,"GMP synthase (glutamine-hydrolyzing) activity"
"1109","GO:0003923",0,6,1,"GPI-anchor transamidase activity"
"1110","GO:0003924",0,220,1,"GTPase activity"
"1130","GO:0003933",0,1,1,"GTP cyclohydrolase activity"
"1131","GO:0003934",0,1,1,"GTP cyclohydrolase I activity"
"1136","GO:0003937",0,1,1,"IMP cyclohydrolase activity"
"1140","GO:0003938",0,2,1,"IMP dehydrogenase activity"
"1148","GO:0003939",0,1,1,"L-iditol 2-dehydrogenase activity"
"1157","GO:0003940",0,1,1,"L-iduronidase activity"
"1159","GO:0003941",0,3,1,"L-serine ammonia-lyase activity"
"1165","GO:0003943",0,2,1,"N-acetylgalactosamine-4-sulfatase activity"
"1171","GO:0003944",0,1,1,"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity"
"1177","GO:0003945",0,4,1,"N-acetyllactosamine synthase activity"
"1203","GO:0003947",0,1,1,"(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity"
"1217","GO:0003948",0,1,1,"N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity"
"1228","GO:0003950",0,20,1,"NAD+ ADP-ribosyltransferase activity"
"1235","GO:0003951",0,2,1,"NAD+ kinase activity"
"1241","GO:0003952",0,1,1,"NAD+ synthase (glutamine-hydrolyzing) activity"
"1250","GO:0003953",0,2,1,"NAD+ nucleosidase activity"
"1261","GO:0003954",0,45,1,"NADH dehydrogenase activity"
"1280","GO:0003955",0,2,1,"NAD(P)H dehydrogenase (quinone) activity"
"1308","GO:0003956",0,4,1,"NAD(P)+-protein-arginine ADP-ribosyltransferase activity"
"1320","GO:0003957",0,1,1,"NAD(P)+ transhydrogenase (B-specific) activity"
"1334","GO:0003958",0,4,1,"NADPH-hemoprotein reductase activity"
"1366","GO:0003960",0,4,1,"NADPH:quinone reductase activity"
"1369","GO:0003963",0,2,1,"RNA-3'-phosphate cyclase activity"
"1372","GO:0003964",0,3,1,"RNA-directed DNA polymerase activity"
"1383","GO:0003968",0,1,1,"RNA-directed RNA polymerase activity"
"1403","GO:0003972",0,1,1,"RNA ligase (ATP) activity"
"1407","GO:0003975",0,1,1,"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity"
"1419","GO:0003976",0,1,1,"UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity"
"1427","GO:0003977",0,1,1,"UDP-N-acetylglucosamine diphosphorylase activity"
"1438","GO:0003978",0,1,1,"UDP-glucose 4-epimerase activity"
"1451","GO:0003979",0,1,1,"UDP-glucose 6-dehydrogenase activity"
"1452","GO:0003980",0,2,1,"UDP-glucose:glycoprotein glucosyltransferase activity"
"1453","GO:0003983",0,1,1,"UTP:glucose-1-phosphate uridylyltransferase activity"
"1465","GO:0003985",0,3,1,"acetyl-CoA C-acetyltransferase activity"
"1474","GO:0003986",0,2,1,"acetyl-CoA hydrolase activity"
"1480","GO:0003987",0,3,1,"acetate-CoA ligase activity"
"1496","GO:0003988",0,6,1,"acetyl-CoA C-acyltransferase activity"
"1521","GO:0003989",0,2,1,"acetyl-CoA carboxylase activity"
"1523","GO:0003990",0,1,1,"acetylcholinesterase activity"
"1530","GO:0003993",0,7,1,"acid phosphatase activity"
"1540","GO:0003994",0,2,1,"aconitate hydratase activity"
"1545","GO:0003995",0,15,1,"acyl-CoA dehydrogenase activity"
"1559","GO:0003997",0,6,1,"acyl-CoA oxidase activity"
"1563","GO:0003998",0,2,1,"acylphosphatase activity"
"1569","GO:0003999",0,1,1,"adenine phosphoribosyltransferase activity"
"1579","GO:0004000",0,6,1,"adenosine deaminase activity"
"1581","GO:0004001",0,1,1,"adenosine kinase activity"
"1584","GO:0004003",0,30,1,"ATP-dependent DNA helicase activity"
"1585","GO:0004004",0,32,1,"ATP-dependent RNA helicase activity"
"1586","GO:0004008",0,2,1,"copper-exporting ATPase activity"
"1591","GO:0004012",0,12,1,"phospholipid-translocating ATPase activity"
"1600","GO:0004013",0,3,1,"adenosylhomocysteinase activity"
"1607","GO:0004014",0,1,1,"adenosylmethionine decarboxylase activity"
"1612","GO:0004016",0,9,1,"adenylate cyclase activity"
"1620","GO:0004017",0,6,1,"adenylate kinase activity"
"1625","GO:0004018",0,1,1,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
"1630","GO:0004019",0,2,1,"adenylosuccinate synthase activity"
"1635","GO:0004020",1,2,0.758532056073391,"adenylylsulfate kinase activity"
"1647","GO:0004021",0,2,1,"L-alanine:2-oxoglutarate aminotransferase activity"
"1664","GO:0004022",0,7,1,"alcohol dehydrogenase (NAD) activity"
"1677","GO:0004024",0,3,1,"alcohol dehydrogenase activity, zinc-dependent"
"1678","GO:0004028",0,2,1,"3-chloroallyl aldehyde dehydrogenase activity"
"1679","GO:0004029",0,9,1,"aldehyde dehydrogenase (NAD) activity"
"1688","GO:0004030",0,4,1,"aldehyde dehydrogenase [NAD(P)+] activity"
"1690","GO:0004031",0,1,1,"aldehyde oxidase activity"
"1692","GO:0004032",0,11,1,"alditol:NADP+ 1-oxidoreductase activity"
"1694","GO:0004033",0,19,1,"aldo-keto reductase (NADP) activity"
"1698","GO:0004034",0,1,1,"aldose 1-epimerase activity"
"1700","GO:0004035",0,1,1,"alkaline phosphatase activity"
"1707","GO:0004043",0,1,1,"L-aminoadipate-semialdehyde dehydrogenase activity"
"1718","GO:0004044",0,1,1,"amidophosphoribosyltransferase activity"
"1731","GO:0004045",0,4,1,"aminoacyl-tRNA hydrolase activity"
"1739","GO:0004046",0,5,1,"aminoacylase activity"
"1752","GO:0004047",1,5,1,"aminomethyltransferase activity"
"1759","GO:0004051",0,3,1,"arachidonate 5-lipoxygenase activity"
"1772","GO:0004052",0,1,1,"arachidonate 12-lipoxygenase activity"
"1780","GO:0004053",0,1,1,"arginase activity"
"1785","GO:0004055",0,1,1,"argininosuccinate synthase activity"
"1791","GO:0004056",0,1,1,"argininosuccinate lyase activity"
"1798","GO:0004057",0,1,1,"arginyltransferase activity"
"1806","GO:0004061",0,1,1,"arylformamidase activity"
"1813","GO:0004062",0,4,1,"aryl sulfotransferase activity"
"1826","GO:0004063",0,2,1,"aryldialkylphosphatase activity"
"1841","GO:0004064",0,4,1,"arylesterase activity"
"1845","GO:0004065",0,8,1,"arylsulfatase activity"
"1857","GO:0004066",0,2,1,"asparagine synthase (glutamine-hydrolyzing) activity"
"1865","GO:0004067",0,1,1,"asparaginase activity"
"1873","GO:0004069",0,2,1,"L-aspartate:2-oxoglutarate aminotransferase activity"
