"","category","numDEInCat","numInCat","padj","Term"
"11818","GO:0033273",2,56,0.251454346821726,"response to vitamin"
"12035","GO:0033686",1,1,0.251454346821726,"positive regulation of luteinizing hormone secretion"
"12436","GO:0034589",1,1,0.251454346821726,"hydroxyproline transport"
"15847","GO:0044343",1,1,0.251454346821726,"canonical Wnt receptor signaling pathway involved in regulation of type B pancreatic cell proliferation"
"15852","GO:0044345",1,1,0.251454346821726,"stromal-epithelial cell signaling involved in prostate gland development"
"19474","GO:0048534",4,521,0.251454346821726,"hematopoietic or lymphoid organ development"
"19552","GO:0048608",3,231,0.251454346821726,"reproductive structure development"
"23733","GO:0061458",3,231,0.251454346821726,"reproductive system development"
"23735","GO:0061469",1,1,0.251454346821726,"regulation of type B pancreatic cell proliferation"
"23770","GO:0070093",1,1,0.251454346821726,"negative regulation of glucagon secretion"
"24613","GO:0071298",1,1,0.251454346821726,"cellular response to L-ascorbic acid"
"25807","GO:0090246",1,1,0.251454346821726,"convergent extension involved in somitogenesis"
"28588","GO:2000079",1,1,0.251454346821726,"regulation of canonical Wnt receptor signaling pathway involved in controlling type B pancreatic cell proliferation"
"28592","GO:2000080",1,1,0.251454346821726,"negative regulation of canonical Wnt receptor signaling pathway involved in controlling type B pancreatic cell proliferation"
"28753","GO:2000271",1,1,0.251454346821726,"positive regulation of fibroblast apoptotic process"
"29089","GO:2000485",1,1,0.251454346821726,"regulation of glutamine transport"
"29090","GO:2000486",1,1,0.251454346821726,"negative regulation of glutamine transport"
"28636","GO:2000117",2,62,0.261278268638693,"negative regulation of cysteine-type endopeptidase activity"
"6208","GO:0009991",3,260,0.27902736730577,"response to extracellular stimulus"
"895","GO:0001927",1,2,0.314719167549307,"exocyst assembly"
"896","GO:0001928",1,2,0.314719167549307,"regulation of exocyst assembly"
"15902","GO:0044710",8,2928,0.330559026293791,"single-organism metabolic process"
"7038","GO:0015808",1,2,0.340612049494744,"L-alanine transport"
"8644","GO:0022602",2,73,0.340612049494744,"ovulation cycle process"
"12030","GO:0033684",1,2,0.340612049494744,"regulation of luteinizing hormone secretion"
"12397","GO:0034439",1,2,0.340612049494744,"lipoprotein lipid oxidation"
"19531","GO:0048584",5,1079,0.340612049494744,"positive regulation of response to stimulus"
"23319","GO:0060587",1,2,0.340612049494744,"regulation of lipoprotein lipid oxidation"
"23769","GO:0070092",1,2,0.340612049494744,"regulation of glucagon secretion"
"29091","GO:2000489",1,2,0.340612049494744,"regulation of hepatic stellate cell activation"
"29092","GO:2000491",1,2,0.340612049494744,"positive regulation of hepatic stellate cell activation"
"19960","GO:0050680",2,74,0.348005032390751,"negative regulation of epithelial cell proliferation"
"12874","GO:0035524",1,2,0.348263068132591,"proline transmembrane transport"
"5161","GO:0008585",2,78,0.35535488183791,"female gonad development"
"14499","GO:0042698",2,78,0.35535488183791,"ovulation cycle"
"28527","GO:2000054",1,2,0.35535488183791,"negative regulation of Wnt receptor signaling pathway involved in dorsal/ventral axis specification"
"91","GO:0000101",1,4,0.376070778597971,"sulfur amino acid transport"
"1748","GO:0002695",2,101,0.376070778597971,"negative regulation of leukocyte activation"
"2715","GO:0006114",1,3,0.376070778597971,"glycerol biosynthetic process"
"5043","GO:0008203",2,107,0.376070778597971,"cholesterol metabolic process"
"6186","GO:0009967",4,767,0.376070778597971,"positive regulation of signal transduction"
"6346","GO:0010466",2,111,0.376070778597971,"negative regulation of peptidase activity"
"6695","GO:0010951",2,108,0.376070778597971,"negative regulation of endopeptidase activity"
"6773","GO:0014034",1,4,0.376070778597971,"neural crest cell fate commitment"
"7041","GO:0015811",1,4,0.376070778597971,"L-cystine transport"
"7051","GO:0015825",1,3,0.376070778597971,"L-serine transport"
"7951","GO:0019401",1,3,0.376070778597971,"alditol biosynthetic process"
"8943","GO:0030300",1,4,0.376070778597971,"regulation of intestinal cholesterol absorption"
"10414","GO:0032275",1,3,0.376070778597971,"luteinizing hormone secretion"
"10421","GO:0032278",1,4,0.376070778597971,"positive regulation of gonadotropin secretion"
"10486","GO:0032328",1,4,0.376070778597971,"alanine transport"
"10487","GO:0032329",1,4,0.376070778597971,"serine transport"
"11799","GO:0033210",1,4,0.376070778597971,"leptin-mediated signaling pathway"
"11963","GO:0033591",1,4,0.376070778597971,"response to L-ascorbic acid"
"12400","GO:0034442",1,3,0.376070778597971,"regulation of lipoprotein oxidation"
"12968","GO:0035630",1,4,0.376070778597971,"bone mineralization involved in bone maturation"
"13031","GO:0035733",1,3,0.376070778597971,"hepatic stellate cell activation"
"13512","GO:0040011",5,1176,0.376070778597971,"locomotion"
"13755","GO:0042160",1,4,0.376070778597971,"lipoprotein modification"
"13756","GO:0042161",1,4,0.376070778597971,"lipoprotein oxidation"
"15853","GO:0044346",1,4,0.376070778597971,"fibroblast apoptotic process"
"16820","GO:0045619",2,94,0.376070778597971,"regulation of lymphocyte differentiation"
"17628","GO:0045906",1,4,0.376070778597971,"negative regulation of vasoconstriction"
"18582","GO:0046545",2,94,0.376070778597971,"development of primary female sexual characteristics"
"18583","GO:0046546",2,103,0.376070778597971,"development of primary male sexual characteristics"
"18749","GO:0046660",2,98,0.376070778597971,"female sex differentiation"
"18935","GO:0046881",1,4,0.376070778597971,"positive regulation of follicle-stimulating hormone secretion"
"19583","GO:0048638",2,99,0.376070778597971,"regulation of developmental growth"
"20378","GO:0050865",3,340,0.376070778597971,"regulation of cell activation"
"20379","GO:0050866",2,110,0.376070778597971,"negative regulation of cell activation"
"21020","GO:0051179",9,3966,0.376070778597971,"localization"
"21143","GO:0051250",2,88,0.376070778597971,"negative regulation of lymphocyte activation"
"23768","GO:0070091",1,3,0.376070778597971,"glucagon secretion"
"28505","GO:2000040",1,3,0.376070778597971,"regulation of planar cell polarity pathway involved in axis elongation"
"28506","GO:2000041",1,3,0.376070778597971,"negative regulation of planar cell polarity pathway involved in axis elongation"
"28526","GO:2000053",1,3,0.376070778597971,"regulation of Wnt receptor signaling pathway involved in dorsal/ventral axis specification"
"28751","GO:2000269",1,3,0.376070778597971,"regulation of fibroblast apoptotic process"
"28752","GO:2000270",1,3,0.376070778597971,"negative regulation of fibroblast apoptotic process"
"28911","GO:2000364",1,3,0.376070778597971,"regulation of STAT protein import into nucleus"
"28912","GO:2000366",1,3,0.376070778597971,"positive regulation of STAT protein import into nucleus"
"18750","GO:0046661",2,111,0.376736935673505,"male sex differentiation"
"543","GO:0001660",1,6,0.37763461501811,"fever generation"
"2239","GO:0003006",3,382,0.37763461501811,"developmental process involved in reproduction"
"2455","GO:0003402",1,5,0.37763461501811,"planar cell polarity pathway involved in axis elongation"
"2669","GO:0006089",1,5,0.37763461501811,"lactate metabolic process"
"3748","GO:0006694",2,128,0.37763461501811,"steroid biosynthetic process"
"5129","GO:0008343",1,5,0.37763461501811,"adult feeding behavior"
"6453","GO:0010647",4,809,0.37763461501811,"positive regulation of cell communication"
"6769","GO:0014029",1,5,0.37763461501811,"neural crest formation"
"7028","GO:0015802",1,5,0.37763461501811,"basic amino acid transport"
"7308","GO:0016125",2,113,0.37763461501811,"sterol metabolic process"
"7344","GO:0016199",1,4,0.37763461501811,"axon midline choice point recognition"
"7405","GO:0016477",4,790,0.37763461501811,"cell migration"
"8643","GO:0022601",1,5,0.37763461501811,"menstrual cycle phase"
"8689","GO:0023056",4,807,0.37763461501811,"positive regulation of signaling"
"9949","GO:0031620",1,6,0.37763461501811,"regulation of fever generation"
"9950","GO:0031622",1,6,0.37763461501811,"positive regulation of fever generation"
"11163","GO:0032787",3,403,0.37763461501811,"monocarboxylic acid metabolic process"
"15823","GO:0044283",3,428,0.37763461501811,"small molecule biosynthetic process"
"15843","GO:0044340",1,4,0.37763461501811,"canonical Wnt receptor signaling pathway involved in regulation of cell proliferation"
"16664","GO:0045578",1,5,0.37763461501811,"negative regulation of B cell differentiation"
"18181","GO:0046165",2,125,0.37763461501811,"alcohol biosynthetic process"
"18933","GO:0046880",1,5,0.37763461501811,"regulation of follicle-stimulating hormone secretion"
"20729","GO:0051046",3,396,0.37763461501811,"regulation of secretion"
"20735","GO:0051048",2,114,0.37763461501811,"negative regulation of secretion"
"23256","GO:0060526",1,5,0.37763461501811,"prostate glandular acinus morphogenesis"
"23257","GO:0060527",1,5,0.37763461501811,"prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis"
"24655","GO:0071345",3,390,0.37763461501811,"cellular response to cytokine stimulus"
"24753","GO:0071481",1,5,0.37763461501811,"cellular response to X-ray"
"24781","GO:0071504",1,5,0.37763461501811,"cellular response to heparin"
"25453","GO:0072537",1,5,0.37763461501811,"fibroblast activation"
"28522","GO:2000051",1,5,0.37763461501811,"negative regulation of non-canonical Wnt receptor signaling pathway"
"28524","GO:2000052",1,5,0.37763461501811,"positive regulation of non-canonical Wnt receptor signaling pathway"
"10415","GO:0032276",1,6,0.385064771776186,"regulation of gonadotropin secretion"
"15903","GO:0044711",3,440,0.393722381682344,"single-organism biosynthetic process"
"25806","GO:0090245",1,5,0.393722381682344,"axis elongation involved in somitogenesis"
"18648","GO:0046628",1,6,0.399826610046167,"positive regulation of insulin receptor signaling pathway"
"18947","GO:0046884",1,6,0.399826610046167,"follicle-stimulating hormone secretion"
"24780","GO:0071503",1,6,0.400238999072605,"response to heparin"
"23376","GO:0060687",1,6,0.406395357481473,"regulation of branching involved in prostate gland morphogenesis"
"16880","GO:0045637",2,136,0.411538498370228,"regulation of myeloid cell differentiation"
"17728","GO:0045927",2,130,0.411538498370228,"positive regulation of growth"
"19396","GO:0048468",5,1366,0.411538498370228,"cell development"
"19818","GO:0048870",4,855,0.411538498370228,"cell motility"
"20080","GO:0050746",1,7,0.411538498370228,"regulation of lipoprotein metabolic process"
"20204","GO:0050796",2,130,0.411538498370228,"regulation of insulin secretion"
"22023","GO:0051674",4,855,0.411538498370228,"localization of cell"
"22417","GO:0051956",1,7,0.411538498370228,"negative regulation of amino acid transport"
"7343","GO:0016198",1,6,0.418945630319835,"axon choice point recognition"
"10413","GO:0032274",1,7,0.420200057014547,"gonadotropin secretion"
"15826","GO:0044320",1,7,0.422031533240289,"cellular response to leptin stimulus"
"15833","GO:0044332",1,6,0.422031533240289,"Wnt receptor signaling pathway involved in dorsal/ventral axis specification"
"20070","GO:0050730",2,139,0.422031533240289,"regulation of peptidyl-tyrosine phosphorylation"
"22779","GO:0060028",1,7,0.422031533240289,"convergent extension involved in axis elongation"
"6860","GO:0014070",3,469,0.427660934965374,"response to organic cyclic compound"
"10001","GO:0031652",1,8,0.427660934965374,"positive regulation of heat generation"
"10229","GO:0032096",1,8,0.427660934965374,"negative regulation of response to food"
"10239","GO:0032099",1,8,0.427660934965374,"negative regulation of appetite"
"16762","GO:0045597",3,454,0.427660934965374,"positive regulation of cell differentiation"
"23584","GO:0061037",1,8,0.427660934965374,"negative regulation of cartilage development"
"24683","GO:0071380",1,7,0.427660934965374,"cellular response to prostaglandin E stimulus"
"25805","GO:0090244",1,7,0.427660934965374,"Wnt receptor signaling pathway involved in somitogenesis"
"25826","GO:0090276",2,140,0.427660934965374,"regulation of peptide hormone secretion"
"28025","GO:1901617",2,148,0.427660934965374,"organic hydroxy compound biosynthetic process"
"1974","GO:0002791",2,142,0.428913413108026,"regulation of peptide secretion"
"25706","GO:0090087",2,142,0.428913413108026,"regulation of peptide transport"
"4062","GO:0006811",4,912,0.431446516793052,"ion transport"
"3424","GO:0006546",1,8,0.43303569088238,"glycine catabolic process"
"7050","GO:0015824",1,7,0.43303569088238,"proline transport"
"15827","GO:0044321",1,8,0.43303569088238,"response to leptin stimulus"
"24688","GO:0071392",1,8,0.43303569088238,"cellular response to estradiol stimulus"
"8738","GO:0030073",2,145,0.436444118703582,"insulin secretion"
"4766","GO:0007262",1,8,0.44329426968499,"STAT protein import into nucleus"
"8818","GO:0030182",4,888,0.447749437433618,"neuron differentiation"
"4524","GO:0007166",6,2150,0.451524307246492,"cell surface receptor signaling pathway"
"5079","GO:0008285",3,490,0.451524307246492,"negative regulation of cell proliferation"
"8942","GO:0030299",1,9,0.451524307246492,"intestinal cholesterol absorption"
"9996","GO:0031650",1,9,0.451524307246492,"regulation of heat generation"
"11788","GO:0033197",1,9,0.451524307246492,"response to vitamin E"
"12042","GO:0033689",1,8,0.451524307246492,"negative regulation of osteoblast proliferation"
"15737","GO:0044241",1,9,0.451524307246492,"lipid digestion"
"16757","GO:0045595",4,939,0.451524307246492,"regulation of cell differentiation"
"18900","GO:0046851",1,9,0.451524307246492,"negative regulation of bone remodeling"
"20445","GO:0050901",1,9,0.451524307246492,"leukocyte tethering or rolling"
"20810","GO:0051093",3,485,0.451524307246492,"negative regulation of developmental process"
"26228","GO:1900078",1,9,0.451524307246492,"positive regulation of cellular response to insulin stimulus"
"9964","GO:0031639",1,11,0.453380083916073,"plasminogen activation"
"10228","GO:0032095",1,10,0.453380083916073,"regulation of response to food"
"14721","GO:0042987",1,10,0.453380083916073,"amyloid precursor protein catabolic process"
"1697","GO:0002683",2,166,0.457872052588102,"negative regulation of immune system process"
"19530","GO:0048583",6,2180,0.457872052588102,"regulation of response to stimulus"
"25710","GO:0090092",2,159,0.457872052588102,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"
"28634","GO:2000116",2,168,0.457872052588102,"regulation of cysteine-type endopeptidase activity"
"5149","GO:0008406",2,164,0.460466951412994,"gonad development"
"6036","GO:0009719",4,978,0.460466951412994,"response to endogenous stimulus"
"15630","GO:0043931",1,9,0.460466951412994,"ossification involved in bone maturation"
"19418","GO:0048511",2,160,0.460466951412994,"rhythmic process"
"18946","GO:0046883",2,163,0.461401356430925,"regulation of hormone secretion"
"479","GO:0001542",1,9,0.461485943165567,"ovulation from ovarian follicle"
"23089","GO:0060346",1,9,0.461485943165567,"bone trabecula formation"
"8737","GO:0030072",2,162,0.462551172849848,"peptide hormone secretion"
"24619","GO:0071305",1,10,0.462551172849848,"cellular response to vitamin D"
"10238","GO:0032098",1,11,0.463010224370908,"regulation of appetite"
"27980","GO:1901564",5,1619,0.46594941010873,"organonitrogen compound metabolic process"
"22954","GO:0060218",1,10,0.467032910847876,"hematopoietic stem cell differentiation"
"12131","GO:0034104",1,11,0.468222323138544,"negative regulation of tissue remodeling"
"1973","GO:0002790",2,166,0.47019469829471,"peptide secretion"
"24682","GO:0071379",1,10,0.475084943921611,"cellular response to prostaglandin stimulus"
"23255","GO:0060525",1,10,0.480195631402776,"prostate glandular acinus development"
"28596","GO:2000095",1,10,0.480195631402776,"regulation of Wnt receptor signaling pathway, planar cell polarity pathway"
"5203","GO:0008610",3,540,0.483571740412925,"lipid biosynthetic process"
"24471","GO:0070977",1,10,0.483571740412925,"bone maturation"
"19690","GO:0048699",4,969,0.493343934250237,"generation of neurons"
"7055","GO:0015833",2,175,0.500611437033658,"peptide transport"
"7231","GO:0016054",2,192,0.500945387572105,"organic acid catabolic process"
"9995","GO:0031649",1,12,0.500945387572105,"heat generation"
"12499","GO:0034695",1,12,0.500945387572105,"response to prostaglandin E stimulus"
"15439","GO:0043508",1,12,0.500945387572105,"negative regulation of JUN kinase activity"
"18410","GO:0046395",2,192,0.500945387572105,"carboxylic acid catabolic process"
"28520","GO:2000050",1,11,0.500945387572105,"regulation of non-canonical Wnt receptor signaling pathway"
"1083","GO:0002021",1,12,0.502831723267448,"response to dietary excess"
"4841","GO:0007399",5,1577,0.502899028540486,"nervous system development"
"7569","GO:0018108",2,180,0.502899028540486,"peptidyl-tyrosine phosphorylation"
"7615","GO:0018212",2,182,0.504276536929032,"peptidyl-tyrosine modification"
"14661","GO:0042886",2,181,0.504276536929032,"amide transport"
"14875","GO:0043066",3,552,0.504276536929032,"negative regulation of apoptotic process"
"1374","GO:0002376",5,1695,0.505387742611896,"immune system process"
"6514","GO:0010719",1,12,0.505387742611896,"negative regulation of epithelial to mesenchymal transition"
"13715","GO:0042127",4,1065,0.505387742611896,"regulation of cell proliferation"
"14893","GO:0043069",3,559,0.505387742611896,"negative regulation of programmed cell death"
"23191","GO:0060442",1,12,0.505387742611896,"branching involved in prostate gland morphogenesis"
"23719","GO:0061430",1,11,0.505387742611896,"bone trabecula morphogenesis"
"28501","GO:2000026",4,1033,0.505387742611896,"regulation of multicellular organismal development"
"19954","GO:0050678",2,183,0.506535456560906,"regulation of epithelial cell proliferation"
"22286","GO:0051894",1,11,0.506535456560906,"positive regulation of focal adhesion assembly"
"28329","GO:1901890",1,11,0.506535456560906,"positive regulation of cell junction assembly"
"23428","GO:0060766",1,13,0.508516007329799,"negative regulation of androgen receptor signaling pathway"
"10263","GO:0032105",1,13,0.510813628892797,"negative regulation of response to extracellular stimulus"
"10273","GO:0032108",1,13,0.510813628892797,"negative regulation of response to nutrient levels"
"3419","GO:0006544",1,14,0.51958136682263,"glycine metabolic process"
"8605","GO:0022008",4,1032,0.51958136682263,"neurogenesis"
"11402","GO:0032891",1,14,0.51958136682263,"negative regulation of organic acid transport"
"18932","GO:0046879",2,191,0.51958136682263,"hormone secretion"
"19722","GO:0048731",7,3071,0.51958136682263,"system development"
"21120","GO:0051239",5,1667,0.51958136682263,"regulation of multicellular organismal process"
"23271","GO:0060548",3,579,0.51958136682263,"negative regulation of cell death"
"24687","GO:0071391",1,14,0.51958136682263,"cellular response to estrogen stimulus"
"24802","GO:0071559",2,193,0.51958136682263,"response to transforming growth factor beta stimulus"
"24804","GO:0071560",2,192,0.51958136682263,"cellular response to transforming growth factor beta stimulus"
"25349","GO:0072337",1,15,0.51958136682263,"modified amino acid transport"
"2537","GO:0006006",2,202,0.524852276077403,"glucose metabolic process"
"5315","GO:0009071",1,15,0.524852276077403,"serine family amino acid catabolic process"
"9963","GO:0031638",1,16,0.524852276077403,"zymogen activation"
"6168","GO:0009914",2,197,0.526428255200245,"hormone transport"
"6038","GO:0009725",3,584,0.53105705033285,"response to hormone stimulus"
"14570","GO:0042755",1,16,0.537837880138535,"eating behavior"
"25758","GO:0090177",1,14,0.537837880138535,"establishment of planar polarity involved in neural tube closure"
"6183","GO:0009966",5,1684,0.5402709616876,"regulation of signal transduction"
"24692","GO:0071396",2,204,0.5402709616876,"cellular response to lipid"
"15783","GO:0044262",2,206,0.540521572625499,"cellular carbohydrate metabolic process"
"6238","GO:0010033",5,1744,0.540526195038828,"response to organic substance"
"2432","GO:0003333",1,14,0.54263351528011,"amino acid transmembrane transport"
"24973","GO:0071772",1,14,0.54263351528011,"response to BMP stimulus"
"24974","GO:0071773",1,14,0.54263351528011,"cellular response to BMP stimulus"
"546","GO:0001666",2,210,0.543520541351336,"response to hypoxia"
"10227","GO:0032094",1,16,0.543520541351336,"response to food"
"13840","GO:0042249",1,15,0.543520541351336,"establishment of planar polarity of embryonic epithelium"
"13941","GO:0042326",2,210,0.543520541351336,"negative regulation of phosphorylation"
"15900","GO:0044707",9,4841,0.543520541351336,"single-multicellular organism process"
"15917","GO:0044767",7,3155,0.543520541351336,"single-organism developmental process"
"21407","GO:0051346",2,215,0.543520541351336,"negative regulation of hydrolase activity"
"22416","GO:0051955",1,17,0.543520541351336,"regulation of amino acid transport"
"22615","GO:0052548",2,221,0.543520541351336,"regulation of endopeptidase activity"
"27997","GO:1901575",5,1786,0.543520541351336,"organic substance catabolic process"
"13300","GO:0036293",2,212,0.546656478994121,"response to decreased oxygen levels"
"16982","GO:0045671",1,16,0.546656478994121,"negative regulation of osteoclast differentiation"
"7045","GO:0015813",1,16,0.54767815823563,"L-glutamate transport"
"8747","GO:0030098",2,214,0.54767815823563,"lymphocyte differentiation"
"8772","GO:0030154",6,2415,0.54767815823563,"cell differentiation"
"9085","GO:0030522",2,209,0.54767815823563,"intracellular receptor mediated signaling pathway"
"25759","GO:0090178",1,15,0.54767815823563,"regulation of establishment of planar polarity involved in neural tube closure"
"25760","GO:0090179",1,15,0.54767815823563,"planar cell polarity pathway involved in neural tube closure"
"4245","GO:0006928",4,1119,0.55143794580214,"cellular component movement"
"6113","GO:0009888",4,1116,0.55143794580214,"tissue development"
"12498","GO:0034694",1,17,0.55143794580214,"response to prostaglandin stimulus"
"19946","GO:0050673",2,211,0.55143794580214,"epithelial cell proliferation"
"22614","GO:0052547",2,229,0.552270816210728,"regulation of peptidase activity"
"20435","GO:0050892",1,17,0.560853486635973,"intestinal absorption"
"24694","GO:0071398",1,17,0.560853486635973,"cellular response to fatty acid"
"9091","GO:0030539",1,18,0.562065740473389,"male genitalia development"
"15681","GO:0044058",1,19,0.562618776079598,"regulation of digestive system process"
"14685","GO:0042982",1,19,0.563368469805099,"amyloid precursor protein metabolic process"
"23084","GO:0060341",3,626,0.563368469805099,"regulation of cellular localization"
"24184","GO:0070482",2,223,0.564162979453193,"response to oxygen levels"
"16685","GO:0045581",1,19,0.569227748187533,"negative regulation of T cell differentiation"
"17548","GO:0045880",1,17,0.569227748187533,"positive regulation of smoothened signaling pathway"
"11535","GO:0032940",3,634,0.572035190136016,"secretion by cell"
"13801","GO:0042221",6,2540,0.574521817163614,"response to chemical stimulus"
"7026","GO:0015800",1,18,0.576484440798572,"acidic amino acid transport"
"11823","GO:0033280",1,19,0.579097939678365,"response to vitamin D"
"12041","GO:0033688",1,18,0.579097939678365,"regulation of osteoblast proliferation"
"22777","GO:0060026",1,18,0.579097939678365,"convergent extension"
"6568","GO:0010771",1,19,0.58511314048687,"negative regulation of cell morphogenesis involved in differentiation"
"20814","GO:0051094",3,637,0.58511314048687,"positive regulation of developmental process"
"15822","GO:0044282",2,244,0.58590909293988,"small molecule catabolic process"
"15904","GO:0044712",2,244,0.58590909293988,"single-organism catabolic process"
"16660","GO:0045577",1,19,0.586250668269157,"regulation of B cell differentiation"
"22407","GO:0051953",1,20,0.586250668269157,"negative regulation of amine transport"
"7866","GO:0019318",2,237,0.58929825583844,"hexose metabolic process"
"20279","GO:0050850",1,22,0.58929825583844,"positive regulation of calcium-mediated signaling"
"10759","GO:0032501",9,5017,0.589326315417732,"multicellular organismal process"
"24948","GO:0071702",5,1874,0.589326315417732,"organic substance transport"
"2650","GO:0006071",1,21,0.590707427201033,"glycerol metabolic process"
"1679","GO:0002675",1,21,0.590858067470346,"positive regulation of acute inflammatory response"
"5042","GO:0008202",2,249,0.596822328291059,"steroid metabolic process"
"15915","GO:0044765",6,2580,0.596822328291059,"single-organism transport"
"15682","GO:0044060",1,22,0.601061682401381,"regulation of endocrine process"
"7950","GO:0019400",1,22,0.609758327036348,"alditol metabolic process"
"12040","GO:0033687",1,21,0.621113454728741,"osteoblast proliferation"
"14297","GO:0042517",1,21,0.621113454728741,"positive regulation of tyrosine phosphorylation of Stat3 protein"
"2712","GO:0006111",1,21,0.624192589301707,"regulation of gluconeogenesis"
"3011","GO:0006309",1,23,0.624192589301707,"apoptotic DNA fragmentation"
"5271","GO:0009056",5,1933,0.624192589301707,"catabolic process"
"6172","GO:0009950",1,21,0.624192589301707,"dorsal/ventral axis specification"
"6391","GO:0010563",2,249,0.624192589301707,"negative regulation of phosphorus metabolic process"
"9043","GO:0030511",1,21,0.624192589301707,"positive regulation of transforming growth factor beta receptor signaling pathway"
"9133","GO:0030728",1,21,0.624192589301707,"ovulation"
"11750","GO:0033144",1,22,0.624192589301707,"negative regulation of intracellular steroid hormone receptor signaling pathway"
"17768","GO:0045936",2,249,0.624192589301707,"negative regulation of phosphate metabolic process"
"18198","GO:0046173",1,22,0.624192589301707,"polyol biosynthetic process"
"23338","GO:0060612",1,21,0.624192589301707,"adipose tissue development"
"23427","GO:0060765",1,22,0.624192589301707,"regulation of androgen receptor signaling pathway"
"24774","GO:0071495",3,664,0.624192589301707,"cellular response to endogenous stimulus"
"23542","GO:0060986",1,23,0.624287777591843,"endocrine hormone secretion"
"8105","GO:0019674",1,24,0.625193728215273,"NAD metabolic process"
"19817","GO:0048869",6,2584,0.625193728215273,"cellular developmental process"
"23085","GO:0060343",1,22,0.625193728215273,"trabecula formation"
"375","GO:0000737",1,24,0.628127536745965,"DNA catabolic process, endonucleolytic"
"19176","GO:0048147",1,23,0.628127536745965,"negative regulation of fibroblast proliferation"
"25355","GO:0072348",1,23,0.628127536745965,"sulfur compound transport"
"24623","GO:0071310",4,1251,0.636053372364683,"cellular response to organic substance"
"393","GO:0000904",3,652,0.64345198094061,"cell morphogenesis involved in differentiation"
"2521","GO:0005996",2,264,0.645383897633354,"monosaccharide metabolic process"
"6272","GO:0010165",1,23,0.645383897633354,"response to X-ray"
"16170","GO:0045123",1,23,0.647060823783963,"cellular extravasation"
"19541","GO:0048589",2,251,0.647060823783963,"developmental growth"
"455","GO:0001503",2,259,0.649407848485193,"ossification"
"4559","GO:0007178",2,260,0.652165984465136,"transmembrane receptor protein serine/threonine kinase signaling pathway"
"27981","GO:1901565",3,716,0.652165984465136,"organonitrogen compound catabolic process"
"630","GO:0001775",3,721,0.659357417534331,"cell activation"
"6452","GO:0010646",5,1915,0.659357417534331,"regulation of cell communication"
"8682","GO:0023051",5,1910,0.659357417534331,"regulation of signaling"
"8684","GO:0023052",8,4314,0.659357417534331,"signaling"
"8935","GO:0030279",1,23,0.659357417534331,"negative regulation of ossification"
"14296","GO:0042516",1,25,0.659357417534331,"regulation of tyrosine phosphorylation of Stat3 protein"
"15895","GO:0044700",8,4314,0.659357417534331,"single organism signaling"
"21142","GO:0051249",2,276,0.659357417534331,"regulation of lymphocyte activation"
"22072","GO:0051726",3,717,0.659357417534331,"regulation of cell cycle"
"20395","GO:0050869",1,26,0.659402663811197,"negative regulation of B cell activation"
"20745","GO:0051051",2,272,0.659402663811197,"negative regulation of transport"
