seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr15	92165844	92166343	500	*	Intron (ENSMUST00000141187.7/12805, intron 1 of 8)	15	92161357	92340114	178758	1	12805	ENSMUST00000068378.5	4487	ENSMUSG00000055022	Cntn1	contactin 1
chr9	6264776	6265275	500	*	3' UTR	9	6262733	6269846	7114	2	71829	ENSMUST00000051706.5	4571	ENSMUSG00000047619	Ddi1	DNA-damage inducible 1
chr15	52707251	52707750	500	*	Distal Intergenic	15	52712408	52715272	2865	1	69790	ENSMUST00000228053.1	-4658	ENSMUSG00000038622	Med30	mediator complex subunit 30
chr7	110116853	110117352	500	*	Intron (ENSMUST00000185931.6/69781, intron 2 of 3)	7	110122046	110143286	21241	1	22390	ENSMUST00000033326.9	-4694	ENSMUSG00000031016	Wee1	WEE 1 homolog 1 (S. pombe)
chr12	36308657	36309156	500	*	Distal Intergenic	12	36314139	36318452	4314	1	66042	ENSMUST00000041407.6	-4983	ENSMUSG00000036169	Sostdc1	sclerostin domain containing 1
chr9	123579997	123580496	500	*	Intron (ENSMUST00000026270.8/83493, intron 13 of 19)	9	123586238	123591136	4899	1	83493	ENSMUST00000217089.1	-5742	ENSMUSG00000025240	Sacm1l	SAC1 suppressor of actin mutations 1-like (yeast)
chr3	79494216	79494715	500	*	Intron (ENSMUST00000133154.6/329679, intron 9 of 17)	3	79459593	79500522	40930	2	329679	ENSMUST00000154645.1	5807	ENSMUSG00000061175	Fnip2	folliculin interacting protein 2
chr13	34910638	34911137	500	*	Exon (ENSMUST00000021851.7/71864, exon 8 of 8)	13	34913614	34916981	3368	2	71864	ENSMUST00000224613.1	5844	ENSMUSG00000021414	Fam217a	family with sequence similarity 217, member A
chr5	38537897	38538396	500	*	Intron (ENSMUST00000005234.12/22388, intron 8 of 14)	5	38529968	38531996	2029	2	22388	ENSMUST00000202496.1	-5901	ENSMUSG00000005103	Wdr1	WD repeat domain 1
chr7	82663803	82664302	500	*	Intron (ENSMUST00000141726.7/101592, intron 4 of 6)	7	82670229	82674544	4316	1	101592	ENSMUST00000153265.1	-5927	ENSMUSG00000038563	Efl1	elongation factor like GTPase 1
chr14	12816616	12817115	500	*	Intron (ENSMUST00000224882.1/27062, intron 1 of 28)	14	12372586	12823045	450460	2	27062	ENSMUST00000067491.13	5930	ENSMUSG00000054423	Cadps	Ca2+-dependent secretion activator
chr2	94059094	94059593	500	*	Intron (ENSMUST00000145967.7/56348, intron 2 of 5)	2	94032689	94066469	33781	2	56348	ENSMUST00000145967.7	6876	ENSMUSG00000027195	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12
chr6	108136651	108137150	500	*	Intron (ENSMUST00000032191.15/58911, intron 7 of 8)	6	108118203	108144695	26493	2	58911	ENSMUST00000169446.1	7545	ENSMUSG00000030101	Sumf1	sulfatase modifying factor 1
chr4	143220774	143221273	500	*	Distal Intergenic	4	143179345	143212995	33651	2	110593	ENSMUST00000156909.1	-7779	ENSMUSG00000057637	Prdm2	PR domain containing 2, with ZNF domain
chr12	4672391	4672890	500	*	Exon (ENSMUST00000062580.7/20403, exon 27 of 39)	12	4664535	4674167	9633	1	20403	ENSMUST00000218985.1	7856	ENSMUSG00000020640	Itsn2	intersectin 2
chr4	32409020	32409519	500	*	Intron (ENSMUST00000108180.8/12014, intron 2 of 6)	4	32417435	32586108	168674	1	12014	ENSMUST00000171600.1	-7916	ENSMUSG00000040270	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2
chr18	25242515	25243014	500	*	Intron (ENSMUST00000159605.7/225289, intron 4 of 8)	18	25233915	25464092	230178	1	225289	ENSMUST00000100131.4	8600	ENSMUSG00000033632	AW554918	expressed sequence AW554918
chr9	105969555	105970054	500	*	Distal Intergenic	9	105858668	105960643	101976	2	665033	ENSMUST00000165165.2	-8912	ENSMUSG00000091345	Col6a5	collagen, type VI, alpha 5
chr10	91229992	91230491	500	*	Distal Intergenic	10	91208258	91220642	12385	2	102633753	ENSMUST00000216311.1	-9350	ENSMUSG00000111544	4930534H03Rik	RIKEN cDNA 4930534H03 gene
chr2	113695087	113695586	500	*	Exon (ENSMUST00000123377.1/75166, exon 4 of 6)	2	113685105	113709852	24748	1	14260	ENSMUST00000152255.1	9982	ENSMUSG00000044042	Fmn1	formin 1
chr13	21907454	21907953	500	*	Distal Intergenic	13	21896918	21897049	132	2	100316716	ENSMUST00000157523.1	-10405	ENSMUSG00000088148	Mir1983	microRNA 1983
chr3	123256338	123256837	500	*	Distal Intergenic	3	123267455	123365641	98187	1	69608	ENSMUST00000047923.11	-10618	ENSMUSG00000039234	Sec24d	SEC24 homolog D, COPII coat complex component
chr3	109352298	109352797	500	*	Intron (ENSMUST00000046864.13/57257, intron 1 of 26)	3	109341106	109442212	101107	1	57257	ENSMUST00000137871.1	11192	ENSMUSG00000033721	Vav3	vav guanine nucleotide exchange factor 3
chr5	103643458	103643957	500	*	Distal Intergenic	5	103648587	103655723	7137	2	74218	ENSMUST00000031261.10	11766	ENSMUSG00000029320	1700016H13Rik	RIKEN cDNA 1700016H13 gene
chr10	115328432	115328931	500	*	Distal Intergenic	10	115287084	115315591	28508	2	216344	ENSMUST00000020343.8	-12841	ENSMUSG00000020132	Rab21	RAB21, member RAS oncogene family
chr17	63909109	63909608	500	*	Intron (ENSMUST00000233225.1/14158, intron 2 of 4)	17	63896022	64139463	243442	1	14158	ENSMUST00000000129.13	13087	ENSMUSG00000000127	Fer	FER tyrosine kinase
chr13	51553236	51553735	500	*	Intron (ENSMUST00000021898.5/20418, intron 1 of 11)	13	51431041	51567084	136044	2	20418	ENSMUST00000021898.5	13349	ENSMUSG00000021448	Shc3	src homology 2 domain-containing transforming protein C3
chr15	39976569	39977068	500	*	Distal Intergenic	15	39962649	39967024	4376	1	105976	ENSMUST00000227886.1	13920	NA	AU022793	expressed sequence AU022793
chr2	12938315	12938814	500	*	Intron (ENSMUST00000154269.6/19212, intron 1 of 5)	2	12924101	12981911	57811	1	19212	ENSMUST00000193742.5	14214	ENSMUSG00000026730	Pter	phosphotriesterase related
chr2	43763481	43763980	500	*	Intron (ENSMUST00000112824.7/76117, intron 1 of 14)	2	43748870	44387623	638754	1	76117	ENSMUST00000055776.7	14611	ENSMUSG00000049744	Arhgap15	Rho GTPase activating protein 15
chr8	45522834	45523333	500	*	Intron (ENSMUST00000067065.13/234214, intron 1 of 25)	8	45507918	45827593	319676	1	234214	ENSMUST00000171337.9	14916	ENSMUSG00000031626	Sorbs2	sorbin and SH3 domain containing 2
chr8	60617271	60617770	500	*	Exon (ENSMUST00000210674.1/ENSMUST00000210674.1, exon 3 of 3)	8	60632827	60674933	42107	1	71306	ENSMUST00000161421.1	-15057	ENSMUSG00000031647	Mfap3l	microfibrillar-associated protein 3-like
chr13	67213928	67214427	500	*	Distal Intergenic	13	67226997	67229969	2973	2	238690	ENSMUST00000225201.1	15542	ENSMUSG00000055480	Zfp458	zinc finger protein 458
chr19	12749296	12749795	500	*	Distal Intergenic	19	12763660	12765632	1973	2	12803	ENSMUST00000112933.1	15837	ENSMUSG00000079415	Cntf	ciliary neurotrophic factor
chr5	110083224	110083723	500	*	Intron (ENSMUST00000210052.1/ENSMUST00000210052.1, intron 1 of 3)	5	110099969	110103815	3847	1	403178	ENSMUST00000086687.9	-16246	ENSMUSG00000064247	Plcxd1	phosphatidylinositol-specific phospholipase C, X domain containing 1
chr3	36962795	36963294	500	*	Intron (ENSMUST00000057272.14/229227, intron 37 of 85)	3	36946221	36948149	1929	1	229227	ENSMUST00000139219.1	16574	ENSMUSG00000037270	Bltp1	bridge-like lipid transfer protein family member 1
chr1	57884831	57885330	500	*	Intron (ENSMUST00000172287.7/67198, intron 6 of 6)	1	57902071	57938021	35951	1	67198	ENSMUST00000164353.2	-16741	ENSMUSG00000038305	Spats2l	spermatogenesis associated, serine-rich 2-like
chr5	146268449	146268948	500	*	Intron (ENSMUST00000162494.7/264064, intron 3 of 11)	5	146286176	146292168	5993	1	264064	ENSMUST00000198861.1	-17228	ENSMUSG00000029635	Cdk8	cyclin dependent kinase 8
chr14	35430660	35431159	500	*	Intron (ENSMUST00000043349.6/14803, intron 8 of 15)	14	35450348	35483790	33443	1	14803	ENSMUST00000227253.1	-19189	ENSMUSG00000041078	Grid1	glutamate receptor, ionotropic, delta 1
chr2	10350822	10351321	500	*	Intron (ENSMUST00000137351.1/ENSMUST00000137351.1, intron 1 of 3)	2	10370510	10439137	68628	1	353282	ENSMUST00000114862.7	-19189	ENSMUSG00000061186	Sfmbt2	Scm-like with four mbt domains 2
chr2	172413269	172413768	500	*	Intron (ENSMUST00000099061.8/320664, intron 1 of 4)	2	172393901	172432860	38960	1	320664	ENSMUST00000228775.1	19368	ENSMUSG00000074570	Cass4	Cas scaffolding protein family member 4
chr1	50948799	50949298	500	*	Intron (ENSMUST00000114565.7/56363, intron 9 of 9)	1	50927519	51187270	259752	1	56363	ENSMUST00000081851.3	21280	ENSMUSG00000026109	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2
chr19	29156677	29157176	500	*	Distal Intergenic	19	29135279	29135375	97	1	724062	ENSMUST00000083622.1	21398	ENSMUSG00000065556	Mir101b	microRNA 101b
chr11	115209396	115209895	500	*	Intron (ENSMUST00000061450.6/320534, intron 8 of 9)	11	115184795	115187859	3065	2	66176	ENSMUST00000127419.7	-21537	ENSMUSG00000015542	Nat9	N-acetyltransferase 9 (GCN5-related, putative)
chr9	123238562	123239061	500	*	Distal Intergenic	9	123259053	123260764	1712	2	72309	ENSMUST00000068140.5	21703	ENSMUSG00000054871	Tmem158	transmembrane protein 158
chr14	14780660	14781159	500	*	Intron (ENSMUST00000057015.7/218756, intron 20 of 24)	14	14803415	15012059	208645	1	674895	ENSMUST00000224491.1	-22256	ENSMUSG00000042567	Nek10	NIMA (never in mitosis gene a)- related kinase 10
chr3	152643808	152644307	500	*	Intron (ENSMUST00000045262.10/229949, intron 5 of 13)	3	152666913	152681432	14520	1	99542	ENSMUST00000181093.1	-22606	ENSMUSG00000097745	AI115009	expressed sequence AI115009
chr11	34337629	34338128	500	*	Intron (ENSMUST00000165963.8/574403, intron 1 of 3)	11	34314822	34422639	107818	1	574403	ENSMUST00000093192.3	22807	ENSMUSG00000069911	Insyn2b	inhibitory synaptic factor family member 2B
chr1	125536619	125537118	500	*	Distal Intergenic	1	125560595	125568573	7979	1	74150	ENSMUST00000190037.6	-23477	ENSMUSG00000026342	Slc35f5	solute carrier family 35, member F5
chr13	75994211	75994710	500	*	Intron (ENSMUST00000022081.2/75571, intron 4 of 4)	13	76007219	76018468	11250	2	218341	ENSMUST00000224093.1	23758	ENSMUSG00000043190	Rfesd	Rieske (Fe-S) domain containing
chr18	38475456	38475955	500	*	Distal Intergenic	18	38451310	38464383	13074	1	65113	ENSMUST00000238135.1	24146	ENSMUSG00000024425	Ndfip1	Nedd4 family interacting protein 1
chr12	33455311	33455810	500	*	Distal Intergenic	12	33430069	33436983	6915	1	28071	ENSMUST00000218748.1	25242	ENSMUSG00000020561	Polr1f	RNA polymerase I subunit F
chr16	12837664	12838163	500	*	Intron (ENSMUST00000190074.1/75493, intron 3 of 4)	16	12811390	12848653	37264	1	75493	ENSMUST00000190074.1	26274	ENSMUSG00000101565	1700003L19Rik	RIKEN cDNA 1700003L19 gene
chr2	67472763	67473262	500	*	Intron (ENSMUST00000238912.1/241431, intron 3 of 10)	2	67446004	67508406	62403	1	241431	ENSMUST00000238878.1	26759	ENSMUSG00000027022	Xirp2	xin actin-binding repeat containing 2
chr10	108360361	108360860	500	*	Intron (ENSMUST00000095313.4/114774, intron 2 of 6)	10	108332817	108413754	80938	1	114774	ENSMUST00000218332.1	27544	ENSMUSG00000035873	Pawr	PRKC, apoptosis, WT1, regulator
chr4	109868884	109869383	500	*	Intron (ENSMUST00000102724.4/14084, intron 13 of 18)	4	109840785	109925378	84594	1	14084	ENSMUST00000155204.1	28099	ENSMUSG00000010517	Faf1	Fas-associated factor 1
chrX	72887890	72888389	500	*	Distal Intergenic	20	72913704	72916856	3153	2	26370	ENSMUST00000033713.10	28467	ENSMUSG00000031347	Cetn2	centrin 2
chr10	34453936	34454435	500	*	Distal Intergenic	10	34483399	34611278	127880	1	14302	ENSMUST00000019913.14	-28964	ENSMUSG00000019779	Frk	fyn-related kinase
chr5	13428724	13429223	500	*	Intron (ENSMUST00000195907.4/20346, intron 4 of 8)	5	13399577	13496401	96825	1	20346	ENSMUST00000200073.1	29147	ENSMUSG00000028883	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
chr13	32927509	32928008	500	*	Distal Intergenic	13	32881434	32898211	16778	2	380839	ENSMUST00000021834.10	-29298	ENSMUSG00000079049	Serpinb1c	serine (or cysteine) peptidase inhibitor, clade B, member 1c
chr1	13269601	13270100	500	*	Intron (ENSMUST00000081713.10/17978, intron 2 of 21)	1	13190106	13299722	109617	2	17978	ENSMUST00000145280.1	29622	ENSMUSG00000005886	Ncoa2	nuclear receptor coactivator 2
chr9	57390933	57391432	500	*	Intron (ENSMUST00000215961.1/66812, intron 4 of 4)	9	57415166	57421318	6153	2	66812	ENSMUST00000217255.1	29886	ENSMUSG00000063849	Ppcdc	phosphopantothenoylcysteine decarboxylase
chr7	51975254	51975753	500	*	Intron (ENSMUST00000129604.7/14453, intron 9 of 9)	7	51999612	52005698	6087	2	75744	ENSMUST00000209193.1	29945	ENSMUSG00000074093	Svip	small VCP/p97-interacting protein
chr19	38787567	38788066	500	*	Distal Intergenic	19	38788128	38819237	31110	2	57753	ENSMUST00000025963.7	31171	ENSMUSG00000024999	Noc3l	NOC3 like DNA replication regulator
chr19	38766249	38766748	500	*	Intron (ENSMUST00000182481.7/74055, intron 25 of 32)	19	38734914	38751123	16210	1	74055	ENSMUST00000183131.1	31335	ENSMUSG00000024998	Plce1	phospholipase C, epsilon 1
chr17	17795088	17795587	500	*	Distal Intergenic	17	17827158	17839071	11914	1	75202	ENSMUST00000226899.1	-31571	ENSMUSG00000080316	Spaca6	sperm acrosome associated 6
chr3	9217628	9218127	500	*	Distal Intergenic	3	9250602	9285333	34732	1	229055	ENSMUST00000155203.1	-32475	ENSMUSG00000069114	Zbtb10	zinc finger and BTB domain containing 10
chr1	97943610	97944109	500	*	Intron (ENSMUST00000058762.14/18484, intron 4 of 25)	1	97933471	97977068	43598	2	18484	ENSMUST00000159428.7	32959	ENSMUSG00000026335	Pam	peptidylglycine alpha-amidating monooxygenase
chr8	35730858	35731357	500	*	Exon (ENSMUST00000210289.1/ENSMUST00000210289.1, exon 4 of 5)	8	35765790	35818047	52258	1	100502846	ENSMUST00000207505.1	-34433	ENSMUSG00000109372	Gm19410	predicted gene, 19410
chr13	114866884	114867383	500	*	Intron (ENSMUST00000056117.9/16398, intron 13 of 29)	13	114880657	114901943	21287	2	16398	ENSMUST00000224204.1	34560	ENSMUSG00000015533	Itga2	integrin alpha 2
chrX	9809555	9810054	500	*	Distal Intergenic	20	9846928	9847508	581	1	67334	ENSMUST00000044987.2	-36874	ENSMUSG00000040456	H2ap	H2A.P histone
chr2	92554781	92555280	500	*	Distal Intergenic	2	92592206	92592277	72	1	102466819	ENSMUST00000184009.1	-36926	ENSMUSG00000099223	Mir7221	microRNA 7221
chr8	77763102	77763601	500	*	Intron (ENSMUST00000153937.1/ENSMUST00000153937.1, intron 7 of 7)	8	77669694	77724464	54771	2	13617	ENSMUST00000146561.1	-38638	ENSMUSG00000031616	Ednra	endothelin receptor type A
chr5	76443566	76444065	500	*	Distal Intergenic	5	76484040	76516649	32610	1	639545	ENSMUST00000191515.7	-39975	ENSMUSG00000091204	Exoc1l	exocyst complex component 1 like
chr13	96993463	96993962	500	*	Distal Intergenic	13	97022135	97034333	12199	2	66479	ENSMUST00000221277.1	40371	ENSMUSG00000052075	1700029F12Rik	RIKEN cDNA 1700029F12 gene
chr16	51944716	51945215	500	*	Distal Intergenic	16	51982484	51985785	3302	2	629091	ENSMUST00000231890.1	40570	ENSMUSG00000116725	Gm29686	predicted gene, 29686
chr2	43513836	43514335	500	*	Distal Intergenic	2	43555329	43563496	8168	1	70789	ENSMUST00000138540.1	-40994	ENSMUSG00000026866	Kynu	kynureninase
chr18	57920220	57920719	500	*	Intron (ENSMUST00000115366.2/20496, intron 16 of 26)	18	57878678	57946821	68144	1	20496	ENSMUST00000115366.2	41542	ENSMUSG00000024597	Slc12a2	solute carrier family 12, member 2
chr1	105312035	105312534	500	*	Intron (ENSMUST00000058688.6/320311, intron 2 of 2)	1	105356007	105361630	5624	1	100504568	ENSMUST00000181383.2	-43473	ENSMUSG00000097482	Gm17634	predicted gene, 17634
chr1	156763182	156763681	500	*	Distal Intergenic	1	156678571	156719086	40516	2	215015	ENSMUST00000086153.7	-44096	ENSMUSG00000033557	Fam20b	FAM20B, glycosaminoglycan xylosylkinase
chr5	5334491	5334990	500	*	Intron (ENSMUST00000030763.12/18647, intron 2 of 14)	5	5131876	5380193	248318	2	18647	ENSMUST00000153331.5	45203	ENSMUSG00000028926	Cdk14	cyclin dependent kinase 14
chr8	61639224	61639723	500	*	Intron (ENSMUST00000121493.8/72333, intron 9 of 19)	8	61511433	61591142	79710	2	72333	ENSMUST00000121200.8	-48082	ENSMUSG00000058056	Palld	palladin, cytoskeletal associated protein
chr5	53948511	53949010	500	*	Distal Intergenic	5	53998499	54121057	122559	1	116873	ENSMUST00000117661.8	-49489	ENSMUSG00000039156	Stim2	stromal interaction molecule 2
chr11	28383868	28384367	500	*	Distal Intergenic	11	28388817	28434110	45294	2	216613	ENSMUST00000160016.7	49743	ENSMUSG00000032878	Ccdc85a	coiled-coil domain containing 85A
chrX	164320227	164320726	500	*	Intron (ENSMUST00000145412.7/69656, intron 5 of 8)	20	164269573	164309777	40205	1	69656	ENSMUST00000123343.1	50654	ENSMUSG00000031379	Pir	pirin
chr5	66798417	66798916	500	*	Intron (ENSMUST00000201852.3/77569, intron 1 of 7)	5	66745889	66953678	207790	1	77569	ENSMUST00000130228.1	52528	ENSMUSG00000037736	Limch1	LIM and calponin homology domains 1
chr10	54129744	54130243	500	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-53135	ENSMUSG00000003746	Man1a	mannosidase 1, alpha
chr19	33210489	33210988	500	*	Intron (ENSMUST00000096114.12/67795, intron 4 of 6)	19	33157112	33157201	90	1	100628575	ENSMUST00000199287.1	53377	ENSMUSG00000106278	Mir3970	microRNA 3970
chr10	68190520	68191019	500	*	Intron (ENSMUST00000219238.1/71371, intron 3 of 9)	10	68096454	68136626	40173	2	71371	ENSMUST00000218532.1	-53894	ENSMUSG00000019947	Arid5b	AT-rich interaction domain 5B
chrX	167152534	167153033	500	*	Distal Intergenic	20	167207292	167208827	1536	2	19241	ENSMUST00000112175.1	55794	ENSMUSG00000049775	Tmsb4x	thymosin, beta 4, X chromosome
chr13	98093162	98093661	500	*	Intron (ENSMUST00000109426.2/110596, intron 2 of 35)	13	97928630	98032679	104050	2	110596	ENSMUST00000225663.1	-60483	ENSMUSG00000021662	Arhgef28	Rho guanine nucleotide exchange factor 28
chr17	7696992	7697491	500	*	Distal Intergenic	17	7746641	7761015	14375	2	68655	ENSMUST00000097424.2	63524	ENSMUSG00000071984	Fndc1	fibronectin type III domain containing 1
chr4	22022410	22022909	500	*	Distal Intergenic	4	21958456	21960807	2352	1	76132	ENSMUST00000155220.1	63954	ENSMUSG00000028246	Faxc	failed axon connections homolog
chr2	45181511	45182010	500	*	Distal Intergenic	2	45116441	45117395	955	2	24136	ENSMUST00000238346.1	-64116	ENSMUSG00000026872	Zeb2	zinc finger E-box binding homeobox 2
chr3	4866045	4866544	500	*	Distal Intergenic	3	4799493	4813975	14483	1	100503859	ENSMUST00000183632.1	66552	ENSMUSG00000098659	1110015O18Rik	RIKEN cDNA 1110015O18 gene
chr13	77777218	77777717	500	*	Intron (ENSMUST00000163257.8/68675, intron 4 of 10)	13	77708784	77762091	53308	1	68675	ENSMUST00000224013.1	68434	ENSMUSG00000064138	Arb2a	ARB2 cotranscriptional regulator A
chr3	61072992	61073491	500	*	Distal Intergenic	3	61002795	61008982	6188	1	18441	ENSMUST00000193201.1	70197	ENSMUSG00000027765	P2ry1	purinergic receptor P2Y, G-protein coupled 1
chr3	53784973	53785472	500	*	Distal Intergenic	3	53857822	53863689	5868	2	67890	ENSMUST00000148338.7	78217	ENSMUSG00000027746	Ufm1	ubiquitin-fold modifier 1
chr4	83154206	83154705	500	*	Distal Intergenic	4	83226419	83233170	6752	2	69863	ENSMUST00000143362.1	78465	ENSMUSG00000038172	Ttc39b	tetratricopeptide repeat domain 39B
chr1	127419420	127419919	500	*	Intron (ENSMUST00000038361.10/107895, intron 12 of 17)	1	127491361	127500344	8984	2	72160	ENSMUST00000160111.7	80425	ENSMUSG00000026347	Tmem163	transmembrane protein 163
chr17	44653299	44653798	500	*	Intron (ENSMUST00000162816.7/12393, intron 3 of 5)	17	44639681	44734693	95013	2	12393	ENSMUST00000160199.1	80895	ENSMUSG00000039153	Runx2	runt related transcription factor 2
chr6	103613374	103613873	500	*	Intron (ENSMUST00000203912.2/12661, intron 1 of 26)	6	103697750	103729826	32077	1	12661	ENSMUST00000205098.1	-83877	ENSMUSG00000030077	Chl1	cell adhesion molecule L1-like
chr1	163171768	163172267	500	*	Distal Intergenic	1	163024302	163085670	61369	2	78258	ENSMUST00000096608.4	-86098	ENSMUSG00000071890	Mroh9	maestro heat-like repeat family member 9
chr17	57858185	57858684	500	*	Intron (ENSMUST00000076038.6/620292, intron 1 of 23)	17	57769570	58410355	640786	1	620292	ENSMUST00000076038.6	88615	ENSMUSG00000038048	Cntnap5c	contactin associated protein-like 5C
chr1	109889575	109890074	500	*	Distal Intergenic	1	109982431	109995955	13525	1	241201	ENSMUST00000137092.7	-92357	ENSMUSG00000026312	Cdh7	cadherin 7, type 2
chr14	106011405	106011904	500	*	Distal Intergenic	14	106106198	106109272	3075	1	212085	ENSMUST00000022708.6	-94294	ENSMUSG00000022113	Trim52	tripartite motif-containing 52
chr14	29455676	29456175	500	*	Intron (ENSMUST00000022567.8/12294, intron 4 of 37)	14	29064196	29360834	296639	2	12294	ENSMUST00000225863.1	-94842	ENSMUSG00000021991	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3
chr6	102697589	102698088	500	*	Distal Intergenic	6	102794384	102794485	102	1	102466636	ENSMUST00000183546.1	-96296	ENSMUSG00000098533	Mir6373	microRNA 6373
chr12	90931791	90932290	500	*	Intron (ENSMUST00000181184.1/ENSMUST00000181184.1, intron 1 of 4)	12	90999342	91030078	30737	2	75216	ENSMUST00000123400.7	97788	ENSMUSG00000061533	Cep128	centrosomal protein 128
chr3	24070773	24071272	500	*	Intron (ENSMUST00000203414.1/635702, intron 9 of 13)	3	23804985	23972185	167201	2	635702	ENSMUST00000203997.1	-98588	ENSMUSG00000102758	Naaladl2	N-acetylated alpha-linked acidic dipeptidase-like 2
chr11	57404550	57405049	500	*	Distal Intergenic	11	57505290	57507428	2139	2	67726	ENSMUST00000129596.1	102379	ENSMUSG00000020523	Fam114a2	family with sequence similarity 114, member A2
chr13	17585108	17585607	500	*	Intron (ENSMUST00000068545.5/192136, intron 6 of 13)	13	17684485	17694736	10252	2	192136	ENSMUST00000221467.1	109129	ENSMUSG00000055137	Sugct	succinyl-CoA glutarate-CoA transferase
chr1	25090702	25091201	500	*	Intron (ENSMUST00000126626.7/210933, intron 13 of 15)	1	25131252	25204723	73472	2	210933	ENSMUST00000154102.1	113522	ENSMUSG00000033569	Adgrb3	adhesion G protein-coupled receptor B3
chr4	96899586	96900085	500	*	Distal Intergenic	4	96723647	96785186	61540	2	620779	ENSMUST00000107071.1	-114400	ENSMUSG00000078639	Gm12695	predicted gene 12695
