seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	178416193	178416692	500	*	Intron (ENSMUST00000194861.1/68226, intron 1 of 2)	1	178406103	178484513	78411	1	68226	ENSMUST00000027775.8	10090	ENSMUSG00000026495	Efcab2	EF-hand calcium binding domain 2
chr3	123256338	123256837	500	*	Distal Intergenic	3	123267455	123365641	98187	1	69608	ENSMUST00000047923.11	-10618	ENSMUSG00000039234	Sec24d	SEC24 homolog D, COPII coat complex component
chr3	33093971	33094470	500	*	Intron (ENSMUST00000108226.7/58869, intron 1 of 12)	3	32949408	33083060	133653	2	58869	ENSMUST00000194016.5	-10911	ENSMUSG00000027674	Pex5l	peroxisomal biogenesis factor 5-like
chr3	154722800	154723299	500	*	Intron (ENSMUST00000098496.8/209601, intron 8 of 13)	3	154711865	154714083	2219	1	209601	ENSMUST00000192912.1	10935	ENSMUSG00000078161	Erich3	glutamate rich 3
chr3	109352298	109352797	500	*	Intron (ENSMUST00000046864.13/57257, intron 1 of 26)	3	109341106	109442212	101107	1	57257	ENSMUST00000137871.1	11192	ENSMUSG00000033721	Vav3	vav guanine nucleotide exchange factor 3
chr2	36081684	36082183	500	*	3' UTR	2	36083684	36094273	10590	2	16874	ENSMUST00000136821.8	12090	ENSMUSG00000026890	Lhx6	LIM homeobox protein 6
chr3	89123314	89123813	500	*	Distal Intergenic	3	89136142	89146594	10453	1	18770	ENSMUST00000047111.12	-12329	ENSMUSG00000041237	Pklr	pyruvate kinase liver and red blood cell
chr12	101417596	101418095	500	*	Exon (ENSMUST00000221965.1/271036, exon 3 of 5)	12	101404752	101625854	221103	1	271036	ENSMUST00000221241.1	12844	ENSMUSG00000047014	Catsperb	cation channel sperm associated auxiliary subunit beta
chr17	63909109	63909608	500	*	Intron (ENSMUST00000233225.1/14158, intron 2 of 4)	17	63896022	64139463	243442	1	14158	ENSMUST00000000129.13	13087	ENSMUSG00000000127	Fer	FER tyrosine kinase
chr1	131881256	131881755	500	*	Distal Intergenic	1	131867653	131870979	3327	1	226422	ENSMUST00000187084.1	13603	ENSMUSG00000026433	Rab29	RAB29, member RAS oncogene family
chr12	72056737	72057236	500	*	Distal Intergenic	12	72067976	72071125	3150	2	238252	ENSMUST00000050649.5	13889	ENSMUSG00000043398	Gpr135	G protein-coupled receptor 135
chr19	25013577	25014076	500	*	Intron (ENSMUST00000025831.7/76088, intron 1 of 47)	19	24999544	25067106	67563	1	76088	ENSMUST00000235722.1	14033	ENSMUSG00000052085	Dock8	dedicator of cytokinesis 8
chr15	41158828	41159327	500	*	Distal Intergenic	15	41173487	41173868	382	1	100418302	ENSMUST00000060066.5	-14160	ENSMUSG00000130787	4930555K19Rik	leucine rich repeat and sterile alpha motif containing 1 pseudogene
chr2	12938315	12938814	500	*	Intron (ENSMUST00000154269.6/19212, intron 1 of 5)	2	12924101	12981911	57811	1	19212	ENSMUST00000193742.5	14214	ENSMUSG00000026730	Pter	phosphotriesterase related
chr17	94778889	94779388	500	*	Intron (ENSMUST00000234189.1/100038746, intron 3 of 4)	17	94761250	94764541	3292	2	100038746	ENSMUST00000084298.5	-14348	ENSMUSG00000066057	Gm1976	predicted gene 1976
chr12	70300705	70301204	500	*	Intron (ENSMUST00000110522.9/94090, intron 1 of 13)	12	70292333	70316255	23923	2	94090	ENSMUST00000220557.1	15051	ENSMUSG00000021071	Trim9	tripartite motif-containing 9
chr19	59958919	59959418	500	*	Distal Intergenic	19	59902884	59943654	40771	2	74998	ENSMUST00000171986.7	-15265	ENSMUSG00000040022	Rab11fip2	RAB11 family interacting protein 2 (class I)
chr1	135903306	135903805	500	*	Intron (ENSMUST00000027667.12/18772, intron 2 of 13)	1	135872950	135919120	46171	2	18772	ENSMUST00000163260.7	15315	ENSMUSG00000026413	Pkp1	plakophilin 1
chr5	115686008	115686507	500	*	Intron (ENSMUST00000055408.12/75665, intron 2 of 8)	5	115660206	115670530	10325	2	75665	ENSMUST00000148627.1	-15478	ENSMUSG00000041609	Bicdl1	BICD family like cargo adaptor 1
chr13	67213928	67214427	500	*	Distal Intergenic	13	67226997	67229969	2973	2	238690	ENSMUST00000225201.1	15542	ENSMUSG00000055480	Zfp458	zinc finger protein 458
chr9	88498231	88498730	500	*	Distal Intergenic	9	88479662	88482574	2913	2	56403	ENSMUST00000172508.1	-15657	ENSMUSG00000032423	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein
chr2	33869987	33870486	500	*	Intron (ENSMUST00000041555.9/72543, intron 2 of 9)	2	33787168	33886845	99678	2	72543	ENSMUST00000192765.5	16359	ENSMUSG00000038740	Mvb12b	multivesicular body subunit 12B
chr2	158712553	158713052	500	*	Intron (ENSMUST00000129902.1/228852, intron 3 of 10)	2	158696135	158766334	70200	1	228852	ENSMUST00000145073.1	16418	ENSMUSG00000037754	Ppp1r16b	protein phosphatase 1, regulatory subunit 16B
chr13	55801296	55801795	500	*	Intron (ENSMUST00000021961.11/76856, intron 3 of 7)	13	55784579	55808998	24420	1	76856	ENSMUST00000109898.2	16717	ENSMUSG00000021499	Catsper3	cation channel, sperm associated 3
chr4	104893738	104894237	500	*	Distal Intergenic	4	104815679	104876398	60720	2	230558	ENSMUST00000048947.14	-17340	ENSMUSG00000035031	C8a	complement component 8, alpha polypeptide
chr4	148518423	148518922	500	*	Intron (ENSMUST00000103221.9/56717, intron 30 of 57)	4	148495183	148500460	5278	2	654812	ENSMUST00000030840.3	-17963	ENSMUSG00000028989	Angptl7	angiopoietin-like 7
chr12	40464441	40464940	500	*	Intron (ENSMUST00000037488.7/238130, intron 1 of 52)	12	40446336	40846180	399845	1	238130	ENSMUST00000220912.1	18105	ENSMUSG00000035954	Dock4	dedicator of cytokinesis 4
chr12	91609315	91609814	500	*	Distal Intergenic	12	91558688	91590487	31800	2	83602	ENSMUST00000063314.6	-18828	ENSMUSG00000020962	Gtf2a1	general transcription factor II A, 1
chr19	34119947	34120446	500	*	Intron (ENSMUST00000237637.1/78753, intron 8 of 8)	19	34100940	34112995	12056	1	78753	ENSMUST00000235239.1	19007	ENSMUSG00000056078	Lipm	lipase, family member M
chr2	172413269	172413768	500	*	Intron (ENSMUST00000099061.8/320664, intron 1 of 4)	2	172393901	172432860	38960	1	320664	ENSMUST00000228775.1	19368	ENSMUSG00000074570	Cass4	Cas scaffolding protein family member 4
chr1	81096963	81097462	500	*	Intron (ENSMUST00000137862.7/241134, intron 3 of 6)	1	81077583	81341764	264182	1	241134	ENSMUST00000123285.1	19380	ENSMUSG00000054976	Nyap2	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2
chr6	8059684	8060183	500	*	Intron (ENSMUST00000115537.1/213945, intron 26 of 34)	6	8074822	8079748	4927	2	213945	ENSMUST00000123163.1	19565	ENSMUSG00000068794	Col28a1	collagen, type XXVIII, alpha 1
chr11	55013128	55013627	500	*	Intron (ENSMUST00000102727.2/11749, intron 3 of 24)	11	54990950	55033415	42466	2	11749	ENSMUST00000148298.1	19788	ENSMUSG00000018340	Anxa6	annexin A6
chr19	38460458	38460957	500	*	Distal Intergenic	19	38481121	38783430	302310	1	74055	ENSMUST00000182481.7	-20164	ENSMUSG00000024998	Plce1	phospholipase C, epsilon 1
chr1	50948799	50949298	500	*	Intron (ENSMUST00000114565.7/56363, intron 9 of 9)	1	50927519	51187270	259752	1	56363	ENSMUST00000081851.3	21280	ENSMUSG00000026109	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2
chr19	29156677	29157176	500	*	Distal Intergenic	19	29135279	29135375	97	1	724062	ENSMUST00000083622.1	21398	ENSMUSG00000065556	Mir101b	microRNA 101b
chr9	123238562	123239061	500	*	Distal Intergenic	9	123259053	123260764	1712	2	72309	ENSMUST00000068140.5	21703	ENSMUSG00000054871	Tmem158	transmembrane protein 158
chr12	76466829	76467328	500	*	Distal Intergenic	12	76444560	76451336	6777	1	100041694	ENSMUST00000101281.2	22269	NA	Ppp1r36dn	Ppp1r36 downstream neighbor
chr1	130997000	130997499	500	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	-22346	ENSMUSG00000016529	Il10	interleukin 10
chr3	152643808	152644307	500	*	Intron (ENSMUST00000045262.10/229949, intron 5 of 13)	3	152666913	152681432	14520	1	99542	ENSMUST00000181093.1	-22606	ENSMUSG00000097745	AI115009	expressed sequence AI115009
chr6	98980213	98980712	500	*	Intron (ENSMUST00000113326.8/108655, intron 8 of 17)	6	98952201	99003680	51480	2	108655	ENSMUST00000142164.1	22968	ENSMUSG00000030067	Foxp1	forkhead box P1
chr2	72078041	72078540	500	*	Intron (ENSMUST00000090826.11/56508, intron 4 of 30)	2	72054985	72141477	86493	1	56508	ENSMUST00000124004.1	23056	ENSMUSG00000049044	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4
chr1	125536619	125537118	500	*	Distal Intergenic	1	125560595	125568573	7979	1	74150	ENSMUST00000190037.6	-23477	ENSMUSG00000026342	Slc35f5	solute carrier family 35, member F5
chr13	75994211	75994710	500	*	Intron (ENSMUST00000022081.2/75571, intron 4 of 4)	13	76007219	76018468	11250	2	218341	ENSMUST00000224093.1	23758	ENSMUSG00000043190	Rfesd	Rieske (Fe-S) domain containing
chr12	113210390	113210889	500	*	Distal Intergenic	12	113185930	113189523	3594	1	69195	ENSMUST00000058491.7	24460	ENSMUSG00000049036	Tmem121	transmembrane protein 121
chr16	37110754	37111253	500	*	Distal Intergenic	16	37085915	37095417	9503	1	77782	ENSMUST00000182717.1	24839	ENSMUSG00000034206	Polq	polymerase (DNA directed), theta
chr13	17830545	17831044	500	*	Distal Intergenic	13	17710315	17805097	94783	2	69562	ENSMUST00000223490.1	-25448	ENSMUSG00000041297	Cdk13	cyclin dependent kinase 13
chr1	36118327	36118826	500	*	Distal Intergenic	1	36144252	36144313	62	2	102465540	ENSMUST00000184790.1	25487	ENSMUSG00000098752	Mir6897	microRNA 6897
chr17	69466790	69467289	500	*	Intron (ENSMUST00000169935.1/320722, intron 1 of 1)	17	69439834	69489231	49398	1	320722	ENSMUST00000233983.1	26956	ENSMUSG00000091636	Akain1	A kinase anchor inhibitor 1
chr10	108360361	108360860	500	*	Intron (ENSMUST00000095313.4/114774, intron 2 of 6)	10	108332817	108413754	80938	1	114774	ENSMUST00000218332.1	27544	ENSMUSG00000035873	Pawr	PRKC, apoptosis, WT1, regulator
chr18	33766159	33766658	500	*	Distal Intergenic	18	33794892	33795986	1095	1	69749	ENSMUST00000146010.2	-28234	ENSMUSG00000087590	Epb41l4aos	erythrocyte membrane protein band 4.1 like 4a, opposite strand
chr19	15880972	15881471	500	*	Distal Intergenic	19	15905130	15909712	4583	2	107272	ENSMUST00000161707.1	28241	ENSMUSG00000024640	Psat1	phosphoserine aminotransferase 1
chr4	135655636	135656135	500	*	Distal Intergenic	4	135627253	135627985	733	1	73937	ENSMUST00000148529.1	28383	ENSMUSG00000086788	1700029M20Rik	RIKEN cDNA 1700029M20 gene
chr9	32899814	32900313	500	*	Distal Intergenic	9	32904937	32928966	24030	2	330917	ENSMUST00000185169.1	28653	NA	Gm27162	predicted gene 27162
chr15	30975343	30975842	500	*	Intron (ENSMUST00000081728.6/18163, intron 19 of 22)	15	31004796	31020776	15981	1	18163	ENSMUST00000227029.1	-28954	ENSMUSG00000022240	Ctnnd2	catenin delta 2
chr13	32927509	32928008	500	*	Distal Intergenic	13	32881434	32898211	16778	2	380839	ENSMUST00000021834.10	-29298	ENSMUSG00000079049	Serpinb1c	serine (or cysteine) peptidase inhibitor, clade B, member 1c
chr7	51975254	51975753	500	*	Intron (ENSMUST00000129604.7/14453, intron 9 of 9)	7	51999612	52005698	6087	2	75744	ENSMUST00000209193.1	29945	ENSMUSG00000074093	Svip	small VCP/p97-interacting protein
chr6	125742597	125743096	500	*	Intron (ENSMUST00000159111.7/243634, intron 3 of 15)	6	125711476	125793607	82132	1	243634	ENSMUST00000161293.2	31121	ENSMUSG00000038115	Ano2	anoctamin 2
chr19	18969156	18969655	500	*	Intron (ENSMUST00000040153.14/225998, intron 4 of 9)	19	18975962	19001100	25139	2	225998	ENSMUST00000149635.7	31445	ENSMUSG00000036192	Rorb	RAR-related orphan receptor beta
chr17	12619021	12619520	500	*	Intron (ENSMUST00000046959.8/20518, intron 9 of 10)	17	12648880	12652708	3829	2	20517	ENSMUST00000233601.1	33188	ENSMUSG00000023829	Slc22a1	solute carrier family 22 (organic cation transporter), member 1
chr2	106038478	106038977	500	*	Exon (ENSMUST00000122388.9/ENSMUST00000122388.9, exon 1 of 36)	2	105966709	106003549	36841	2	99349	ENSMUST00000102555.10	-34929	ENSMUSG00000027166	Dnajc24	DnaJ heat shock protein family (Hsp40) member C24
chr14	47863093	47863592	500	*	Distal Intergenic	14	47898851	47915716	16866	1	73961	ENSMUST00000226143.1	-35259	ENSMUSG00000115609	4930447J18Rik	RIKEN cDNA 4930447J18 gene
chr2	92554781	92555280	500	*	Distal Intergenic	2	92592206	92592277	72	1	102466819	ENSMUST00000184009.1	-36926	ENSMUSG00000099223	Mir7221	microRNA 7221
chr2	90517349	90517848	500	*	Intron (ENSMUST00000168621.2/19271, intron 1 of 23)	2	90429756	90479170	49415	2	19271	ENSMUST00000111495.8	-38179	ENSMUSG00000025314	Ptprj	protein tyrosine phosphatase receptor type J
chr17	90127428	90127927	500	*	Intron (ENSMUST00000072671.13/18189, intron 19 of 20)	17	90036270	90088400	52131	2	18189	ENSMUST00000173917.7	-39028	ENSMUSG00000024109	Nrxn1	neurexin I
chr1	84404834	84405333	500	*	Intron (ENSMUST00000049126.12/227325, intron 10 of 12)	1	84107794	84364180	256387	2	98496	ENSMUST00000175996.7	-40654	ENSMUSG00000045658	Pid1	phosphotyrosine interaction domain containing 1
chr8	66342695	66343194	500	*	Intron (ENSMUST00000152320.7/72925, intron 5 of 8)	8	66386294	66470421	84128	1	72925	ENSMUST00000039540.11	-43100	ENSMUSG00000036469	Marchf1	membrane associated ring-CH-type finger 1
chr1	105312035	105312534	500	*	Intron (ENSMUST00000058688.6/320311, intron 2 of 2)	1	105356007	105361630	5624	1	100504568	ENSMUST00000181383.2	-43473	ENSMUSG00000097482	Gm17634	predicted gene, 17634
chr1	156763182	156763681	500	*	Distal Intergenic	1	156678571	156719086	40516	2	215015	ENSMUST00000086153.7	-44096	ENSMUSG00000033557	Fam20b	FAM20B, glycosaminoglycan xylosylkinase
chr8	54122280	54122779	500	*	Intron (ENSMUST00000033919.5/22341, intron 1 of 6)	8	54077779	54180716	102938	1	22341	ENSMUST00000210831.1	44501	ENSMUSG00000031520	Vegfc	vascular endothelial growth factor C
chr7	92514281	92514780	500	*	Distal Intergenic	7	92561149	92564720	3572	1	66365	ENSMUST00000153776.1	-46369	ENSMUSG00000030613	Ccdc90b	coiled-coil domain containing 90B
chr14	18029009	18029508	500	*	Intron (ENSMUST00000091471.11/21834, intron 8 of 9)	14	17981529	18038090	56562	1	21834	ENSMUST00000022304.9	47480	ENSMUSG00000021779	Thrb	thyroid hormone receptor beta
chr8	45556561	45557060	500	*	Intron (ENSMUST00000067065.13/234214, intron 1 of 25)	8	45507918	45827593	319676	1	234214	ENSMUST00000171337.9	48643	ENSMUSG00000031626	Sorbs2	sorbin and SH3 domain containing 2
chr1	10942684	10943183	500	*	Distal Intergenic	1	10993465	11303681	310217	1	109294	ENSMUST00000027056.11	-50282	ENSMUSG00000048960	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
chr12	73635951	73636450	500	*	Intron (ENSMUST00000221153.1/18755, intron 2 of 14)	12	73584843	73761542	176700	1	18755	ENSMUST00000119092.1	51108	ENSMUSG00000021108	Prkch	protein kinase C, eta
chr10	68190520	68191019	500	*	Intron (ENSMUST00000219238.1/71371, intron 3 of 9)	10	68096454	68136626	40173	2	71371	ENSMUST00000218532.1	-53894	ENSMUSG00000019947	Arid5b	AT-rich interaction domain 5B
chr15	68203774	68204273	500	*	Intron (ENSMUST00000162054.8/380993, intron 3 of 15)	15	68084321	68258787	174467	2	380993	ENSMUST00000162173.7	54514	ENSMUSG00000022335	Zfat	zinc finger and AT hook domain containing
chrX	167152534	167153033	500	*	Distal Intergenic	20	167207292	167208827	1536	2	19241	ENSMUST00000112175.1	55794	ENSMUSG00000049775	Tmsb4x	thymosin, beta 4, X chromosome
chr10	60594929	60595428	500	*	Intron (ENSMUST00000073242.10/22295, intron 5 of 66)	10	60628480	60653033	24554	2	22295	ENSMUST00000153677.1	57605	ENSMUSG00000012819	Cdh23	cadherin related 23 (otocadherin)
chr17	42375041	42375540	500	*	Intron (ENSMUST00000048691.5/627626, intron 2 of 3)	17	42316600	42505077	188478	1	627626	ENSMUST00000232968.1	58441	ENSMUSG00000042256	Ptchd4	patched domain containing 4
chr5	95896555	95897054	500	*	Distal Intergenic	5	95956951	95961068	4118	1	55985	ENSMUST00000023840.6	-59897	ENSMUSG00000023078	Cxcl13	C-X-C motif chemokine ligand 13
chr12	77177160	77177659	500	*	Distal Intergenic	12	77238125	77475985	237861	1	53618	ENSMUST00000177595.8	-60466	ENSMUSG00000021065	Fut8	fucosyltransferase 8
chr13	98093162	98093661	500	*	Intron (ENSMUST00000109426.2/110596, intron 2 of 35)	13	97928630	98032679	104050	2	110596	ENSMUST00000225663.1	-60483	ENSMUSG00000021662	Arhgef28	Rho guanine nucleotide exchange factor 28
chr6	137897512	137898011	500	*	Distal Intergenic	6	137836852	137843701	6850	1	232449	ENSMUST00000204723.1	60660	ENSMUSG00000030225	Dera	deoxyribose-phosphate aldolase
chr16	57487626	57488125	500	*	Intron (ENSMUST00000159816.7/78749, intron 1 of 4)	16	57549242	57572804	23563	1	78749	ENSMUST00000159414.1	-61117	ENSMUSG00000043336	Filip1l	filamin A interacting protein 1-like
chr3	55909218	55909717	500	*	Intron (ENSMUST00000199747.1/ENSMUST00000199747.1, intron 1 of 1)	3	55847264	55848400	1137	1	71182	ENSMUST00000199681.1	61954	ENSMUSG00000106572	4933417G07Rik	SEC13 homolog pseudogene
chr17	7696992	7697491	500	*	Distal Intergenic	17	7746641	7761015	14375	2	68655	ENSMUST00000097424.2	63524	ENSMUSG00000071984	Fndc1	fibronectin type III domain containing 1
