seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr15	52303117	52303616	500	*	Intron (ENSMUST00000037240.2/239436, intron 1 of 7)	15	52295553	52335798	40246	1	239436	ENSMUST00000037240.2	7564	ENSMUSG00000022315	Slc30a8	solute carrier family 30 (zinc transporter), member 8
chr10	70196573	70197072	500	*	Distal Intergenic	10	70204664	70215285	10622	1	69563	ENSMUST00000188568.1	-7592	ENSMUSG00000019933	Mrln	myoregulin
chr11	70852701	70853200	500	*	Intron (ENSMUST00000076270.12/54189, intron 1 of 17)	11	70844975	70940483	95509	1	54189	ENSMUST00000178245.1	7726	ENSMUSG00000020817	Rabep1	rabaptin, RAB GTPase binding effector protein 1
chr4	143220774	143221273	500	*	Distal Intergenic	4	143179345	143212995	33651	2	110593	ENSMUST00000156909.1	-7779	ENSMUSG00000057637	Prdm2	PR domain containing 2, with ZNF domain
chr4	32409020	32409519	500	*	Intron (ENSMUST00000108180.8/12014, intron 2 of 6)	4	32417435	32586108	168674	1	12014	ENSMUST00000171600.1	-7916	ENSMUSG00000040270	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2
chr11	60253735	60254234	500	*	Exon (ENSMUST00000142225.1/216810, exon 9 of 9)	11	60229902	60245669	15768	2	216810	ENSMUST00000143124.7	-8066	ENSMUSG00000000538	Tom1l2	target of myb1-like 2 (chicken)
chr18	25242515	25243014	500	*	Intron (ENSMUST00000159605.7/225289, intron 4 of 8)	18	25233915	25464092	230178	1	225289	ENSMUST00000100131.4	8600	ENSMUSG00000033632	AW554918	expressed sequence AW554918
chr6	29685117	29685616	500	*	Distal Intergenic	6	29694222	29718559	24338	1	232670	ENSMUST00000046750.13	-8606	ENSMUSG00000001763	Tspan33	tetraspanin 33
chr8	72561384	72561883	500	*	Distal Intergenic	8	72567487	72571049	3563	2	66818	ENSMUST00000058733.8	9166	ENSMUSG00000044600	Smim7	small integral membrane protein 7
chr7	92417492	92417991	500	*	Intron (ENSMUST00000231777.2/23859, intron 21 of 27)	7	92427669	92438064	10396	1	23859	ENSMUST00000207891.1	-9678	ENSMUSG00000052572	Dlg2	discs large MAGUK scaffold protein 2
chr9	98943901	98944400	500	*	Distal Intergenic	9	98953790	98954284	495	2	768252	ENSMUST00000188093.1	9884	ENSMUSG00000097072	Foxl2os	forkhead box L2, opposite strand
chr6	108862332	108862831	500	*	Distal Intergenic	6	108852391	108855525	3135	1	192193	ENSMUST00000203302.1	9941	ENSMUSG00000030104	Edem1	ER degradation enhancer, mannosidase alpha-like 1
chr1	127296249	127296748	500	*	Intron (ENSMUST00000189427.6/107895, intron 1 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	-10014	ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5
chr14	122572149	122572648	500	*	Intron (ENSMUST00000148172.1/110821, intron 4 of 4)	14	122582684	122889828	307145	1	110821	ENSMUST00000177312.7	-10036	ENSMUSG00000041650	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide
chr15	38717798	38718297	500	*	Exon (ENSMUST00000226763.1/105463124, exon 2 of 3)	15	38713483	38728516	15034	2	105463124	ENSMUST00000226763.1	10219	ENSMUSG00000115620	Gm45924	predicted gene, 45924
chr13	21907454	21907953	500	*	Distal Intergenic	13	21896918	21897049	132	2	100316716	ENSMUST00000157523.1	-10405	ENSMUSG00000088148	Mir1983	microRNA 1983
chr1	84879590	84880089	500	*	Intron (ENSMUST00000097672.3/66153, intron 1 of 3)	1	84869151	84900487	31337	1	66153	ENSMUST00000151737.1	10439	ENSMUSG00000073633	Fbxo36	F-box protein 36
chr7	26675416	26675915	500	*	Intron (ENSMUST00000077356.6/243881, intron 4 of 8)	7	26665227	26686437	21211	2	243881	ENSMUST00000077356.6	10522	ENSMUSG00000040650	Cyp2b23	cytochrome P450, family 2, subfamily b, polypeptide 23
chr1	21090144	21090643	500	*	Distal Intergenic	1	20996299	21079229	82931	2	170829	ENSMUST00000037998.5	-10915	ENSMUSG00000041779	Tram2	translocating chain-associating membrane protein 2
chr3	145821828	145822327	500	*	Intron (ENSMUST00000029845.14/69219, intron 1 of 5)	3	145810479	145889295	78817	1	69219	ENSMUST00000127193.1	11349	ENSMUSG00000028194	Ddah1	dimethylarginine dimethylaminohydrolase 1
chr11	54879000	54879499	500	*	Distal Intergenic	11	54866481	54870307	3827	1	15254	ENSMUST00000117710.1	12519	ENSMUSG00000020267	Hint1	histidine triad nucleotide binding protein 1
chr15	82317756	82318255	500	*	Distal Intergenic	15	82329687	82330922	1236	2	17939	ENSMUST00000230268.1	12667	ENSMUSG00000022453	Naga	N-acetyl galactosaminidase, alpha
chr5	105745023	105745522	500	*	Intron (ENSMUST00000060531.15/231549, intron 2 of 2)	5	105732230	105832436	100207	1	231549	ENSMUST00000140081.7	12793	ENSMUSG00000046079	Lrrc8d	leucine rich repeat containing 8D
chr13	43351713	43352212	500	*	Distal Intergenic	13	43365496	43378304	12809	1	68346	ENSMUST00000222489.1	-13284	ENSMUSG00000054021	Sirt5	sirtuin 5
chr7	24804642	24805141	500	*	Distal Intergenic	7	24818795	24840258	21464	1	545936	ENSMUST00000164057.7	-13654	ENSMUSG00000011350	Gm5893	predicted gene 5893
chr17	71134856	71135355	500	*	Distal Intergenic	17	71120904	71126856	5953	1	17929	ENSMUST00000233790.1	13952	ENSMUSG00000024049	Myom1	myomesin 1
chr14	7900005	7900504	500	*	Intron (ENSMUST00000052678.8/286940, intron 18 of 45)	14	7884741	7887542	2802	1	286940	ENSMUST00000228206.1	15264	ENSMUSG00000025278	Flnb	filamin, beta
chr19	59958919	59959418	500	*	Distal Intergenic	19	59902884	59943654	40771	2	74998	ENSMUST00000171986.7	-15265	ENSMUSG00000040022	Rab11fip2	RAB11 family interacting protein 2 (class I)
chr1	27900213	27900712	500	*	Exon (ENSMUST00000185409.1/433281, exon 2 of 2)	1	27884046	27902396	18351	1	433281	ENSMUST00000185409.1	16167	NA	Gm5524	predicted gene 5524
chr13	58295695	58296194	500	*	Exon (ENSMUST00000180452.7/ENSMUST00000180452.7, exon 6 of 7)	13	58313044	58313149	106	2	102465191	ENSMUST00000183772.1	16955	ENSMUSG00000098258	Mir6369	microRNA 6369
chr12	9047026	9047525	500	*	Distal Intergenic	12	9030028	9036397	6370	1	75516	ENSMUST00000219470.1	16998	ENSMUSG00000066637	Ttc32	tetratricopeptide repeat domain 32
chr6	37852876	37853375	500	*	Distal Intergenic	6	37870811	37921505	50695	1	21848	ENSMUST00000153004.7	-17436	ENSMUSG00000029833	Trim24	tripartite motif-containing 24
chr17	69364752	69365251	500	*	Distal Intergenic	17	69383050	69390750	7701	1	22666	ENSMUST00000112674.7	-17799	ENSMUSG00000049672	Zbtb14	zinc finger and BTB domain containing 14
chr10	18336789	18337288	500	*	Exon (ENSMUST00000213578.1/ENSMUST00000213578.1, exon 1 of 1)	10	18318985	18531973	212989	1	215819	ENSMUST00000207038.1	17804	ENSMUSG00000039835	Nhsl1	NHS like 1
chrX	13306433	13306932	500	*	Distal Intergenic	20	13287785	13289915	2131	1	13205	ENSMUST00000149639.1	18648	ENSMUSG00000000787	Ddx3x	DEAD box helicase 3, X-linked
chr14	35430660	35431159	500	*	Intron (ENSMUST00000043349.6/14803, intron 8 of 15)	14	35450348	35483790	33443	1	14803	ENSMUST00000227253.1	-19189	ENSMUSG00000041078	Grid1	glutamate receptor, ionotropic, delta 1
chr17	46964608	46965107	500	*	3' UTR	17	46941104	46945369	4266	2	224826	ENSMUST00000223860.1	-19239	ENSMUSG00000023977	Ubr2	ubiquitin protein ligase E3 component n-recognin 2
chr10	115270877	115271376	500	*	Distal Intergenic	10	115197872	115251467	53596	2	66687	ENSMUST00000020339.9	-19410	ENSMUSG00000020130	Tbc1d15	TBC1 domain family, member 15
chr6	56341646	56342145	500	*	Exon (ENSMUST00000203492.1/18575, exon 2 of 2)	6	56072311	56361855	289545	2	18575	ENSMUST00000203967.2	19710	ENSMUSG00000004347	Pde1c	phosphodiesterase 1C
chr11	55013128	55013627	500	*	Intron (ENSMUST00000102727.2/11749, intron 3 of 24)	11	54990950	55033415	42466	2	11749	ENSMUST00000148298.1	19788	ENSMUSG00000018340	Anxa6	annexin A6
chr19	38460458	38460957	500	*	Distal Intergenic	19	38481121	38783430	302310	1	74055	ENSMUST00000182481.7	-20164	ENSMUSG00000024998	Plce1	phospholipase C, epsilon 1
chr1	66721426	66721925	500	*	Exon (ENSMUST00000129190.7/68691, exon 13 of 14)	1	66700907	66718019	17113	1	66646	ENSMUST00000190404.1	20519	ENSMUSG00000026005	Rpe	ribulose-5-phosphate-3-epimerase
chr6	73587540	73588039	500	*	Exon (ENSMUST00000204638.1/102634075, exon 4 of 4)	6	73586109	73608673	22565	2	102634075	ENSMUST00000204638.1	20634	ENSMUSG00000107441	Gm31747	predicted gene, 31747
chr14	14780660	14781159	500	*	Intron (ENSMUST00000057015.7/218756, intron 20 of 24)	14	14803415	15012059	208645	1	674895	ENSMUST00000224491.1	-22256	ENSMUSG00000042567	Nek10	NIMA (never in mitosis gene a)- related kinase 10
chr19	21127141	21127640	500	*	Intron (ENSMUST00000237231.1/ENSMUST00000237231.1, intron 2 of 4)	19	21104710	21105538	829	1	75354	ENSMUST00000237768.1	22431	NA	4930554I06Rik	RIKEN cDNA 4930554I06 gene
chr14	78066048	78066547	500	*	Distal Intergenic	14	78082743	78088981	6239	2	219170	ENSMUST00000173826.1	22434	ENSMUSG00000045655	Fam216b	family with sequence similarity 216, member B
chr17	62858127	62858626	500	*	Intron (ENSMUST00000076840.11/13640, intron 1 of 4)	17	62607319	62881144	273826	2	13640	ENSMUST00000078839.4	22518	ENSMUSG00000048915	Efna5	ephrin A5
chr18	65555769	65556268	500	*	Distal Intergenic	18	65579912	65689443	109532	1	328977	ENSMUST00000235822.1	-23644	ENSMUSG00000042439	Zfp532	zinc finger protein 532
chr1	11017175	11017674	500	*	Intron (ENSMUST00000027056.11/109294, intron 1 of 39)	1	10993465	11303681	310217	1	109294	ENSMUST00000027056.11	23710	ENSMUSG00000048960	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
chr13	17830545	17831044	500	*	Distal Intergenic	13	17710315	17805097	94783	2	69562	ENSMUST00000223490.1	-25448	ENSMUSG00000041297	Cdk13	cyclin dependent kinase 13
chr2	114519928	114520427	500	*	Intron (ENSMUST00000028640.13/66632, intron 6 of 7)	2	114518145	114545891	27747	2	66632	ENSMUST00000138106.7	25464	ENSMUSG00000057147	Dph6	diphthamine biosynthesis 6
chr8	4587061	4587560	500	*	Distal Intergenic	8	4613167	4630231	17065	1	233987	ENSMUST00000202692.4	-25607	ENSMUSG00000058748	Zfp958	zinc finger protein 958
chr3	96479430	96479929	500	*	Distal Intergenic	3	96433788	96452306	18519	2	329716	ENSMUST00000098841.3	-27124	ENSMUSG00000046317	BC107364	cDNA sequence BC107364
chr9	57390933	57391432	500	*	Intron (ENSMUST00000215961.1/66812, intron 4 of 4)	9	57415166	57421318	6153	2	66812	ENSMUST00000217255.1	29886	ENSMUSG00000063849	Ppcdc	phosphopantothenoylcysteine decarboxylase
chr3	101408853	101409352	500	*	Exon (ENSMUST00000197514.1/ENSMUST00000197514.1, exon 1 of 1)	3	101378338	101460156	81819	1	78908	ENSMUST00000195164.1	30515	ENSMUSG00000042035	Igsf3	immunoglobulin superfamily, member 3
chr14	78160147	78160646	500	*	Distal Intergenic	14	78191373	78191478	106	2	100316715	ENSMUST00000157307.1	30832	ENSMUSG00000087932	Mir1971	microRNA 1971
chr19	38787567	38788066	500	*	Distal Intergenic	19	38788128	38819237	31110	2	57753	ENSMUST00000025963.7	31171	ENSMUSG00000024999	Noc3l	NOC3 like DNA replication regulator
chr14	48503650	48504149	500	*	Intron (ENSMUST00000227440.1/218989, intron 12 of 15)	14	48472322	48496376	24055	1	218989	ENSMUST00000228697.1	31328	ENSMUSG00000036339	Tmem260	transmembrane protein 260
chr6	103544336	103544835	500	*	Intron (ENSMUST00000203912.2/12661, intron 1 of 26)	6	103511330	103664748	153419	1	12661	ENSMUST00000204321.1	33006	ENSMUSG00000030077	Chl1	cell adhesion molecule L1-like
chr18	66335862	66336361	500	*	Distal Intergenic	18	66269021	66302741	33721	2	320924	ENSMUST00000151343.2	-33121	ENSMUSG00000046318	Ccbe1	collagen and calcium binding EGF domains 1
chr4	140176451	140176950	500	*	Intron (ENSMUST00000039331.8/230868, intron 1 of 9)	4	140142873	140144633	1761	1	102636673	ENSMUST00000137283.1	33578	ENSMUSG00000086164	Gm13029	predicted gene 13029
chr5	104359136	104359635	500	*	Distal Intergenic	5	104325329	104338611	13283	1	94111	ENSMUST00000066207.3	33807	ENSMUSG00000053863	Mepe	matrix extracellular phosphoglycoprotein with ASARM motif (bone)
chr2	109855566	109856065	500	*	Distal Intergenic	2	109890853	109901003	10151	1	22343	ENSMUST00000028583.7	-34788	ENSMUSG00000027162	Lin7c	lin-7 homolog C, crumbs cell polarity complex component
chr12	76479746	76480245	500	*	Distal Intergenic	12	76444560	76451336	6777	1	100041694	ENSMUST00000101281.2	35186	NA	Ppp1r36dn	Ppp1r36 downstream neighbor
chr8	127263856	127264355	500	*	Intron (ENSMUST00000162309.7/93742, intron 2 of 24)	8	127299585	127402577	102993	1	93742	ENSMUST00000160717.7	-35230	ENSMUSG00000025812	Pard3	par-3 family cell polarity regulator
chr1	44055967	44056466	500	*	Exon (ENSMUST00000238662.1/ENSMUST00000238662.1, exon 4 of 4)	1	44010510	44020034	9525	2	433294	ENSMUST00000159881.1	-35933	ENSMUSG00000047343	Mettl21c	methyltransferase 21C, AARS1 lysine
chr4	95015066	95015565	500	*	Intron (ENSMUST00000149367.1/ENSMUST00000149367.1, intron 3 of 4)	4	94942040	94979100	37061	2	320713	ENSMUST00000075872.3	-35966	ENSMUSG00000062627	Mysm1	myb-like, SWIRM and MPN domains 1
chr19	33355009	33355508	500	*	Intron (ENSMUST00000096114.12/67795, intron 4 of 6)	19	33137747	33392265	254519	2	67795	ENSMUST00000096114.12	36757	ENSMUSG00000071573	Rnls	renalase, FAD-dependent amine oxidase
chr19	24105773	24106272	500	*	Intron (ENSMUST00000233027.1/21873, intron 17 of 22)	19	24131315	24143082	11768	2	21873	ENSMUST00000236570.1	36810	ENSMUSG00000024812	Tjp2	tight junction protein 2
chrX	9809555	9810054	500	*	Distal Intergenic	20	9846928	9847508	581	1	67334	ENSMUST00000044987.2	-36874	ENSMUSG00000040456	H2ap	H2A.P histone
chr3	35703980	35704479	500	*	Distal Intergenic	3	35597152	35666163	69012	2	625963	ENSMUST00000198751.4	-37817	ENSMUSG00000105662	Gm6639	predicted gene 6639
chr1	104807316	104807815	500	*	Intron (ENSMUST00000062528.8/23836, intron 1 of 11)	1	104768529	104995481	226953	1	23836	ENSMUST00000062528.8	38787	ENSMUSG00000050840	Cdh20	cadherin 20
chr14	103234523	103235022	500	*	Intron (ENSMUST00000160758.7/105689, intron 26 of 82)	14	103262814	103275795	12982	2	105689	ENSMUST00000226961.1	40773	ENSMUSG00000033004	Mycbp2	MYC binding protein 2, E3 ubiquitin protein ligase
chr12	64876249	64876748	500	*	Distal Intergenic	12	64917906	64924591	6686	1	217648	ENSMUST00000058135.5	-41158	ENSMUSG00000047227	Gm527	predicted gene 527
chr18	57920220	57920719	500	*	Intron (ENSMUST00000115366.2/20496, intron 16 of 26)	18	57878678	57946821	68144	1	20496	ENSMUST00000115366.2	41542	ENSMUSG00000024597	Slc12a2	solute carrier family 12, member 2
chr10	90619075	90619574	500	*	Intron (ENSMUST00000183156.7/77531, intron 15 of 25)	10	90576992	90969820	392829	1	77531	ENSMUST00000099364.11	42083	ENSMUSG00000058589	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B
chr4	25199791	25200290	500	*	3' UTR	4	25199908	25242876	42969	2	57756	ENSMUST00000029922.13	42586	ENSMUSG00000028259	Fhl5	four and a half LIM domains 5
chr4	16207374	16207873	500	*	Intron (ENSMUST00000151122.1/100415915, intron 2 of 6)	4	16164110	16266225	102116	1	100415915	ENSMUST00000151122.1	43264	ENSMUSG00000085112	Parail	palmitic acid regulated anti-inflammatory lncRNA
chr14	103888609	103889108	500	*	Distal Intergenic	14	103814625	103844402	29778	2	13618	ENSMUST00000022718.10	-44207	ENSMUSG00000022122	Ednrb	endothelin receptor type B
chr16	15932254	15932753	500	*	Intron (ENSMUST00000040248.8/224008, intron 11 of 19)	16	15887286	15891031	3746	1	12609	ENSMUST00000096232.5	44968	ENSMUSG00000071637	Cebpd	CCAAT/enhancer binding protein delta
chr8	45556561	45557060	500	*	Intron (ENSMUST00000067065.13/234214, intron 1 of 25)	8	45507918	45827593	319676	1	234214	ENSMUST00000171337.9	48643	ENSMUSG00000031626	Sorbs2	sorbin and SH3 domain containing 2
chr11	18003016	18003515	500	*	Distal Intergenic	11	17954004	17955098	1095	1	102633673	ENSMUST00000148496.1	49012	ENSMUSG00000086468	Etaa1os	Ewing tumor-associated antigen 1, opposite strand
chr11	28383868	28384367	500	*	Distal Intergenic	11	28388817	28434110	45294	2	216613	ENSMUST00000160016.7	49743	ENSMUSG00000032878	Ccdc85a	coiled-coil domain containing 85A
chr12	73635951	73636450	500	*	Intron (ENSMUST00000221153.1/18755, intron 2 of 14)	12	73584843	73761542	176700	1	18755	ENSMUST00000119092.1	51108	ENSMUSG00000021108	Prkch	protein kinase C, eta
chr8	110566008	110566507	500	*	Intron (ENSMUST00000043141.6/244653, intron 61 of 86)	8	110618585	110720396	101812	1	234729	ENSMUST00000213003.1	-52078	ENSMUSG00000010936	Vac14	Vac14 homolog (S. cerevisiae)
chr5	66798417	66798916	500	*	Intron (ENSMUST00000201852.3/77569, intron 1 of 7)	5	66745889	66953678	207790	1	77569	ENSMUST00000130228.1	52528	ENSMUSG00000037736	Limch1	LIM and calponin homology domains 1
