seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr8	48819206	48819705	500	*	Intron (ENSMUST00000211812.1/23965, intron 1 of 2)	8	48646261	48843951	197691	2	23965	ENSMUST00000211812.1	24246	ENSMUSG00000031561	Tenm3	teneurin transmembrane protein 3
chr3	127099789	127100288	500	*	Intron (ENSMUST00000182078.8/109676, intron 3 of 45)	3	127079898	127124862	44965	2	109676	ENSMUST00000238781.1	24574	ENSMUSG00000032826	Ank2	ankyrin 2, brain
chr3	67490126	67490625	500	*	Intron (ENSMUST00000054825.4/109222, intron 3 of 5)	3	67478972	67515523	36552	2	109222	ENSMUST00000054825.4	24898	ENSMUSG00000049404	Rarres1	retinoic acid receptor responder (tazarotene induced) 1
chr1	170429379	170429878	500	*	Intron (ENSMUST00000160456.7/70729, intron 2 of 9)	1	170338209	170454914	116706	2	70729	ENSMUST00000160816.7	25036	ENSMUSG00000038473	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein
chr8	4587061	4587560	500	*	Distal Intergenic	8	4613167	4630231	17065	1	233987	ENSMUST00000202692.4	-25607	ENSMUSG00000058748	Zfp958	zinc finger protein 958
chr2	103118527	103119026	500	*	Distal Intergenic	2	103091836	103092638	803	1	56369	ENSMUST00000147131.1	26691	ENSMUSG00000010911	Apip	APAF1 interacting protein
chr11	70871930	70872429	500	*	Exon (ENSMUST00000179676.1/ENSMUST00000179676.1, exon 2 of 2)	11	70844975	70940483	95509	1	54189	ENSMUST00000178245.1	26955	ENSMUSG00000020817	Rabep1	rabaptin, RAB GTPase binding effector protein 1
chr3	96479430	96479929	500	*	Distal Intergenic	3	96433788	96452306	18519	2	329716	ENSMUST00000098841.3	-27124	ENSMUSG00000046317	BC107364	cDNA sequence BC107364
chr12	73252269	73252768	500	*	Intron (ENSMUST00000189644.6/17420, intron 6 of 6)	12	73280481	73282671	2191	2	76357	ENSMUST00000220701.1	29903	ENSMUSG00000034442	Trmt5	TRM5 tRNA methyltransferase 5
chr19	38787567	38788066	500	*	Distal Intergenic	19	38788128	38819237	31110	2	57753	ENSMUST00000025963.7	31171	ENSMUSG00000024999	Noc3l	NOC3 like DNA replication regulator
chr10	99297756	99298255	500	*	Distal Intergenic	10	99265641	99266799	1159	1	67603	ENSMUST00000220218.1	32115	ENSMUSG00000019960	Dusp6	dual specificity phosphatase 6
chr2	76305394	76305893	500	*	Intron (ENSMUST00000099992.9/241489, intron 1 of 19)	2	75989912	76338774	348863	2	241489	ENSMUST00000099992.9	32881	ENSMUSG00000075270	Pde11a	phosphodiesterase 11A
chr10	13226312	13226811	500	*	Intron (ENSMUST00000105545.11/215789, intron 11 of 12)	10	13178140	13193168	15029	2	353258	ENSMUST00000019950.5	-33144	ENSMUSG00000019814	Ltv1	LTV1 ribosome biogenesis factor
chr18	16774403	16774902	500	*	Exon (ENSMUST00000025166.13/12558, exon 2 of 16)	18	16771397	16808462	37066	2	12558	ENSMUST00000152779.1	33560	ENSMUSG00000024304	Cdh2	cadherin 2
chr2	106038478	106038977	500	*	Exon (ENSMUST00000122388.9/ENSMUST00000122388.9, exon 1 of 36)	2	105966709	106003549	36841	2	99349	ENSMUST00000102555.10	-34929	ENSMUSG00000027166	Dnajc24	DnaJ heat shock protein family (Hsp40) member C24
chr4	95015066	95015565	500	*	Intron (ENSMUST00000149367.1/ENSMUST00000149367.1, intron 3 of 4)	4	94942040	94979100	37061	2	320713	ENSMUST00000075872.3	-35966	ENSMUSG00000062627	Mysm1	myb-like, SWIRM and MPN domains 1
chr2	92554781	92555280	500	*	Distal Intergenic	2	92592206	92592277	72	1	102466819	ENSMUST00000184009.1	-36926	ENSMUSG00000099223	Mir7221	microRNA 7221
chr8	77763102	77763601	500	*	Intron (ENSMUST00000153937.1/ENSMUST00000153937.1, intron 7 of 7)	8	77669694	77724464	54771	2	13617	ENSMUST00000146561.1	-38638	ENSMUSG00000031616	Ednra	endothelin receptor type A
chr15	13133650	13134149	500	*	Intron (ENSMUST00000036439.5/12563, intron 1 of 11)	15	13028701	13173675	144975	2	12563	ENSMUST00000036439.5	39526	ENSMUSG00000039385	Cdh6	cadherin 6
chr4	101607609	101608108	500	*	Intron (ENSMUST00000154120.8/72685, intron 5 of 11)	4	101647718	101659364	11647	1	230514	ENSMUST00000030254.14	-39610	ENSMUSG00000035212	Leprot	leptin receptor overlapping transcript
chr4	11917972	11918471	500	*	Distal Intergenic	4	11959807	11965821	6015	2	381511	ENSMUST00000108301.7	47350	ENSMUSG00000049225	Pdp1	pyruvate dehydrogenase phosphatase catalytic subunit 1
chr14	103795376	103795875	500	*	Distal Intergenic	14	103814728	103843695	28968	2	13618	ENSMUST00000227824.1	47820	ENSMUSG00000022122	Ednrb	endothelin receptor type B
chr8	61639224	61639723	500	*	Intron (ENSMUST00000121493.8/72333, intron 9 of 19)	8	61511433	61591142	79710	2	72333	ENSMUST00000121200.8	-48082	ENSMUSG00000058056	Palld	palladin, cytoskeletal associated protein
chr7	111730395	111730894	500	*	Intron (ENSMUST00000049430.14/233733, intron 1 of 10)	7	111471661	111779977	308317	2	233733	ENSMUST00000049430.14	49083	ENSMUSG00000038296	Galnt18	polypeptide N-acetylgalactosaminyltransferase 18
chr18	86763604	86764103	500	*	Distal Intergenic	18	86713048	86718283	5236	1	12405	ENSMUST00000169470.1	50556	ENSMUSG00000024647	Cbln2	cerebellin 2 precursor protein
chr7	50522496	50522995	500	*	Intron (ENSMUST00000151721.7/338352, intron 9 of 9)	7	50562585	50574106	11522	2	73515	ENSMUST00000136672.1	51111	ENSMUSG00000085265	Nell1os	NEL-like 1, opposite strand
chr8	110566008	110566507	500	*	Intron (ENSMUST00000043141.6/244653, intron 61 of 86)	8	110618585	110720396	101812	1	234729	ENSMUST00000213003.1	-52078	ENSMUSG00000010936	Vac14	Vac14 homolog (S. cerevisiae)
chr6	18578614	18579113	500	*	Distal Intergenic	6	18501626	18514843	13218	2	30785	ENSMUST00000140416.1	-63771	ENSMUSG00000000416	Cttnbp2	cortactin binding protein 2
chr11	35055645	35056144	500	*	Distal Intergenic	11	35121224	35708507	587284	1	20564	ENSMUST00000069837.3	-65080	ENSMUSG00000056427	Slit3	slit guidance ligand 3
chr17	89450392	89450891	500	*	Distal Intergenic	17	89379241	89384993	5753	1	100043904	ENSMUST00000234513.1	71151	ENSMUSG00000117524	Gm4719	predicted gene 4719
chr10	27140429	27140928	500	*	Intron (ENSMUST00000092639.11/16773, intron 32 of 64)	10	27204801	27212254	7454	2	16773	ENSMUST00000239098.1	71326	ENSMUSG00000019899	Lama2	laminin, alpha 2
chr1	69611147	69611646	500	*	Intron (ENSMUST00000027146.8/22779, intron 3 of 7)	1	69538768	69684157	145390	2	22779	ENSMUST00000188110.6	72511	ENSMUSG00000025997	Ikzf2	IKAROS family zinc finger 2
chr17	68183206	68183705	500	*	Exon (ENSMUST00000233387.1/ENSMUST00000233387.1, exon 3 of 5)	17	68273797	68457858	184062	1	320858	ENSMUST00000150573.7	-90092	ENSMUSG00000041565	L3mbtl4	L3MBTL4 histone methyl-lysine binding protein
chr16	63958268	63958767	500	*	Distal Intergenic	16	63841918	63864175	22258	2	13837	ENSMUST00000232370.1	-94093	ENSMUSG00000052504	Epha3	Eph receptor A3
chr6	102697589	102698088	500	*	Distal Intergenic	6	102794384	102794485	102	1	102466636	ENSMUST00000183546.1	-96296	ENSMUSG00000098533	Mir6373	microRNA 6373
chr12	90931791	90932290	500	*	Intron (ENSMUST00000181184.1/ENSMUST00000181184.1, intron 1 of 4)	12	90999342	91030078	30737	2	75216	ENSMUST00000123400.7	97788	ENSMUSG00000061533	Cep128	centrosomal protein 128
chr1	159128523	159129022	500	*	Distal Intergenic	1	159232320	159250119	17800	1	26374	ENSMUST00000195800.5	-103298	ENSMUSG00000040782	Cop1	COP1, E3 ubiquitin ligase
chr13	118280871	118281370	500	*	Distal Intergenic	13	118378381	118387252	8872	2	59054	ENSMUST00000022245.9	105882	ENSMUSG00000021731	Mrps30	mitochondrial ribosomal protein S30
chr3	91199767	91200266	500	*	Distal Intergenic	3	91088137	91090803	2667	2	229550	ENSMUST00000166173.2	-108964	ENSMUSG00000091175	S100a7l2	S100 calcium binding protein A7 like 2
chr13	82585919	82586418	500	*	Distal Intergenic	13	82698275	82698333	59	2	100628621	ENSMUST00000198795.1	111915	ENSMUSG00000106655	Mir3961	microRNA 3961
chr18	78322565	78323064	500	*	Intron (ENSMUST00000237674.1/27411, intron 3 of 21)	18	78146940	78209094	62155	2	27411	ENSMUST00000025434.13	-113471	ENSMUSG00000024552	Slc14a2	solute carrier family 14 (urea transporter), member 2
chr4	96899586	96900085	500	*	Distal Intergenic	4	96723647	96785186	61540	2	620779	ENSMUST00000107071.1	-114400	ENSMUSG00000078639	Gm12695	predicted gene 12695
chr18	47166087	47166586	500	*	Intron (ENSMUST00000234124.1/69456, intron 6 of 6)	18	47235598	47281195	45598	2	20358	ENSMUST00000123228.7	114609	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
chr17	54158700	54159199	500	*	Distal Intergenic	17	54273594	54279204	5611	2	63993	ENSMUST00000233507.1	120005	ENSMUSG00000023945	Slc5a7	solute carrier family 5 (choline transporter), member 7
chr16	55617720	55618219	500	*	Distal Intergenic	16	55494731	55494797	67	1	100628589	ENSMUST00000175551.1	122989	ENSMUSG00000093292	Mir5118	microRNA 5118
chr12	36509872	36510371	500	*	Intron (ENSMUST00000221452.1/75847, intron 6 of 9)	12	36382180	36688592	306413	1	75847	ENSMUST00000221177.1	127692	ENSMUSG00000043153	Crppa	CDP-L-ribitol pyrophosphorylase A
chr10	28204259	28204758	500	*	Intron (ENSMUST00000166468.1/19272, intron 1 of 31)	10	28075010	28264673	189664	1	19272	ENSMUST00000219761.1	129249	ENSMUSG00000019889	Ptprk	protein tyrosine phosphatase receptor type K
chr1	21721822	21722321	500	*	Intron (ENSMUST00000029667.12/226922, intron 1 of 13)	1	21577644	21855902	278259	2	226922	ENSMUST00000134505.1	133581	ENSMUSG00000028033	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5
chr13	70369560	70370059	500	*	Distal Intergenic	13	70232822	70248122	15301	1	75086	ENSMUST00000222622.1	136738	ENSMUSG00000113463	4930520P13Rik	RIKEN cDNA 4930520P13 gene
chr12	26976343	26976842	500	*	Distal Intergenic	12	27090237	27114995	24759	2	100504347	ENSMUST00000220998.1	138153	ENSMUSG00000094002	Gm20187	predicted gene, 20187
chr8	33186268	33186767	500	*	Distal Intergenic	8	33235684	33330550	94867	2	22427	ENSMUST00000211498.1	143783	ENSMUSG00000031583	Wrn	Werner syndrome RecQ like helicase
chrX	51527234	51527733	500	*	Intron (ENSMUST00000088172.11/50786, intron 2 of 4)	20	51679992	51680565	574	2	50786	ENSMUST00000142983.1	152832	ENSMUSG00000062184	Hs6st2	heparan sulfate 6-O-sulfotransferase 2
chr10	10921455	10921954	500	*	Intron (ENSMUST00000044306.12/14816, intron 3 of 8)	10	10688801	11080956	392156	2	14816	ENSMUST00000105560.1	159002	ENSMUSG00000019828	Grm1	glutamate receptor, metabotropic 1
chr10	98531453	98531952	500	*	Distal Intergenic	10	98299927	98351874	51948	2	667438	ENSMUST00000218457.1	-179579	ENSMUSG00000112896	Gm8633	predicted gene 8633
chr6	96346996	96347495	500	*	Intron (ENSMUST00000122120.7/320265, intron 2 of 4)	6	96164497	96166243	1747	2	78482	ENSMUST00000090061.5	-180753	ENSMUSG00000072878	Nup50l	nucleoporin 50 like
chr13	68807675	68808174	500	*	Intron (ENSMUST00000022013.7/210044, intron 3 of 24)	13	68620043	68999541	379499	2	210044	ENSMUST00000022013.7	191367	ENSMUSG00000021536	Adcy2	adenylate cyclase 2
chr4	47670549	47671048	500	*	Distal Intergenic	4	47474948	47480791	5844	1	66212	ENSMUST00000136685.1	195601	ENSMUSG00000053317	Sec61b	SEC61 translocon subunit beta
chr19	54248470	54248969	500	*	Distal Intergenic	19	54044151	54048982	4832	1	11551	ENSMUST00000036700.6	204319	ENSMUSG00000033717	Adra2a	adrenergic receptor, alpha 2a
chr10	23574804	23575303	500	*	Intron (ENSMUST00000219823.1/ENSMUST00000219823.1, intron 3 of 4)	10	23785347	23785475	129	2	100529074	ENSMUST00000093556.1	210172	ENSMUSG00000070063	Snora33	small nucleolar RNA, H/ACA box 33
chr4	39098783	39099282	500	*	Distal Intergenic	4	38571667	38855483	283817	2	102636968	ENSMUST00000126314.1	-243300	ENSMUSG00000085632	Gm12381	predicted gene 12381
chr3	124076283	124076782	500	*	Distal Intergenic	3	124320855	124324743	3889	1	229801	ENSMUST00000058994.5	-244073	ENSMUSG00000044528	Tram1l1	translocation associated membrane protein 1-like 1
chr2	61238966	61239465	500	*	Distal Intergenic	2	60964376	60975151	10776	2	100038493	ENSMUST00000146034.1	-263815	ENSMUSG00000075325	Gm13582	predicted gene 13582
chr1	20069645	20070144	500	*	Intron (ENSMUST00000088448.11/241035, intron 66 of 66)	1	20356452	20392300	35849	1	75028	ENSMUST00000161509.2	-286308	NA	4930486I03Rik	RIKEN cDNA 4930486I03 gene
chr16	73294611	73295110	500	*	Intron (ENSMUST00000232549.1/ENSMUST00000232549.1, intron 3 of 5)	16	72983755	72989878	6124	1	19876	ENSMUST00000231566.1	310856	ENSMUSG00000022883	Robo1	roundabout guidance receptor 1
chr16	71583029	71583528	500	*	Distal Intergenic	16	71249884	71267176	17293	1	78221	ENSMUST00000231541.1	333145	ENSMUSG00000116982	4930567J20Rik	RIKEN cDNA 4930567J20 gene
chr1	100801174	100801673	500	*	Distal Intergenic	1	101155809	101175202	19394	1	100504525	ENSMUST00000187932.1	-354136	ENSMUSG00000100684	Gm20268	predicted gene, 20268
chr2	101206174	101206673	500	*	Distal Intergenic	2	101562125	101576125	14001	2	68170	ENSMUST00000177152.1	369452	ENSMUSG00000027165	Iftap	intraflagellar transport associated protein
chr12	65615076	65615575	500	*	Distal Intergenic	12	65226068	65233359	7292	1	70948	ENSMUST00000222822.1	389008	ENSMUSG00000035560	Wdr20rt	WD repeat domain 20, retrogene
chr6	14267226	14267725	500	*	Distal Intergenic	6	13871569	13896422	24854	1	76311	ENSMUST00000181225.1	395657	ENSMUSG00000097616	1110019D14Rik	RIKEN cDNA 1110019D14 gene
chr3	157121732	157122231	500	*	Intron (ENSMUST00000074015.10/320840, intron 4 of 6)	3	157527515	157534090	6576	2	381498	ENSMUST00000196791.1	411859	NA	4930592C13Rik	RIKEN cDNA 4930592C13 gene
chr3	6003782	6004281	500	*	Distal Intergenic	3	5560500	5576239	15740	2	19302	ENSMUST00000059021.9	-427543	ENSMUSG00000040374	Pex2	peroxisomal biogenesis factor 2
chr10	57046560	57047059	500	*	Distal Intergenic	10	57478381	57486351	7971	2	74928	ENSMUST00000180831.2	439292	ENSMUSG00000097370	4930467K11Rik	RIKEN cDNA 4930467K11 gene
chr14	114351865	114352364	500	*	Distal Intergenic	14	114831965	114861327	29363	1	75822	ENSMUST00000226121.1	-479601	ENSMUSG00000115320	4930524C18Rik	RIKEN cDNA 4930524C18 gene
chr8	28738938	28739437	500	*	Intron (ENSMUST00000168630.3/210801, intron 8 of 17)	8	28652425	29219427	567003	2	210801	ENSMUST00000209401.1	479990	ENSMUSG00000063626	Unc5d	unc-5 netrin receptor D
chr19	19783453	19783952	500	*	Distal Intergenic	19	20324856	20440923	116068	1	68994	ENSMUST00000235940.1	-540904	ENSMUSG00000094732	1500015L24Rik	RIKEN cDNA 1500015L24 gene
chr10	114201535	114202034	500	*	Distal Intergenic	10	114398823	114801364	402542	2	237553	ENSMUST00000061632.7	599330	ENSMUSG00000050663	Trhde	TRH-degrading enzyme
chr3	23063457	23063956	500	*	Distal Intergenic	3	22251374	22251663	290	1	19784	ENSMUST00000157150.1	812083	NA	Rprl2	ribonuclease P RNA-like 2
chr14	92963168	92963667	500	*	Distal Intergenic	14	93173729	93885748	712020	2	211712	ENSMUST00000194129.1	922081	ENSMUSG00000055421	Pcdh9	protocadherin 9
chr16	54264453	54264952	500	*	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	1018285	ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1
chr17	61665221	61665720	500	*	Distal Intergenic	17	62607319	62881144	273826	2	13640	ENSMUST00000078839.4	1215424	ENSMUSG00000048915	Efna5	ephrin A5
