seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr9	74366064	74366563	500	*	Distal Intergenic	9	74274134	74283308	9175	1	546144	ENSMUST00000149439.1	91930	ENSMUSG00000044976	Wdr72	WD repeat domain 72
chr1	109889575	109890074	500	*	Distal Intergenic	1	109982431	109995955	13525	1	241201	ENSMUST00000137092.7	-92357	ENSMUSG00000026312	Cdh7	cadherin 7, type 2
chr6	60296839	60297338	500	*	Intron (ENSMUST00000205153.1/208079, intron 1 of 1)	6	60397165	60403671	6507	2	208079	ENSMUST00000204370.2	106333	ENSMUSG00000046764	A530053G22Rik	RIKEN cDNA A530053G22 gene
chr13	82585919	82586418	500	*	Distal Intergenic	13	82698275	82698333	59	2	100628621	ENSMUST00000198795.1	111915	ENSMUSG00000106655	Mir3961	microRNA 3961
chr2	109558703	109559202	500	*	Distal Intergenic	2	109674700	109727007	52308	1	12064	ENSMUST00000053317.11	-115498	ENSMUSG00000048482	Bdnf	brain derived neurotrophic factor
chr15	68457021	68457520	500	*	Distal Intergenic	15	68341208	68341289	82	2	387228	ENSMUST00000083503.1	-115732	ENSMUSG00000065437	Mir30d	microRNA 30d
chr17	54158700	54159199	500	*	Distal Intergenic	17	54273594	54279204	5611	2	63993	ENSMUST00000233507.1	120005	ENSMUSG00000023945	Slc5a7	solute carrier family 5 (choline transporter), member 7
chr2	18517456	18517955	500	*	Distal Intergenic	2	18316792	18392830	76039	2	13418	ENSMUST00000165793.1	-124626	ENSMUSG00000026740	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1
chr7	40543017	40543516	500	*	Distal Intergenic	7	40674737	40683261	8525	1	71029	ENSMUST00000206289.1	-131221	ENSMUSG00000102004	4933402C06Rik	RIKEN cDNA 4933402C06 gene
chr5	12990710	12991209	500	*	Distal Intergenic	5	13125593	13524707	399115	1	20346	ENSMUST00000195907.4	-134384	ENSMUSG00000028883	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
chr13	70369560	70370059	500	*	Distal Intergenic	13	70232822	70248122	15301	1	75086	ENSMUST00000222622.1	136738	ENSMUSG00000113463	4930520P13Rik	RIKEN cDNA 4930520P13 gene
chr10	98531453	98531952	500	*	Distal Intergenic	10	98299927	98351874	51948	2	667438	ENSMUST00000218457.1	-179579	ENSMUSG00000112896	Gm8633	predicted gene 8633
chr14	111877797	111878296	500	*	Distal Intergenic	14	111675849	111679342	3494	1	75409	ENSMUST00000227891.1	201948	ENSMUSG00000033214	Slitrk5	SLIT and NTRK-like family, member 5
chr17	11510833	11511332	500	*	Intron (ENSMUST00000066658.12/50873, intron 6 of 6)	17	11303647	11610945	307299	1	50873	ENSMUST00000186406.1	207186	ENSMUSG00000023826	Prkn	parkin RBR E3 ubiquitin protein ligase
chr13	32553368	32553867	500	*	Distal Intergenic	13	31819579	32338740	519162	2	218138	ENSMUST00000041859.8	-214628	ENSMUSG00000038372	Gmds	GDP-mannose 4, 6-dehydratase
chr3	148596000	148596499	500	*	Distal Intergenic	3	148815856	148822979	7124	2	99633	ENSMUST00000168352.1	226480	ENSMUSG00000028184	Adgrl2	adhesion G protein-coupled receptor L2
chr17	85363836	85364335	500	*	Intron (ENSMUST00000095188.6/73582, intron 3 of 10)	17	85613608	85625222	11615	1	20473	ENSMUST00000175898.3	-249273	ENSMUSG00000038805	Six3	sine oculis-related homeobox 3
chr13	71373126	71373625	500	*	Distal Intergenic	13	71107089	71107209	121	1	100316804	ENSMUST00000116930.1	266037	ENSMUSG00000080580	Mir466f-4	microRNA 466f-4
chr2	139198451	139198950	500	*	Distal Intergenic	2	139493913	139637056	143144	1	228677	ENSMUST00000110083.7	-294963	ENSMUSG00000039092	Sptlc3	serine palmitoyltransferase, long chain base subunit 3
chr12	92152622	92153121	500	*	Distal Intergenic	12	91806043	91849157	43115	2	20338	ENSMUST00000178462.7	-303465	ENSMUSG00000020964	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
chr17	94393683	94394182	500	*	Distal Intergenic	17	94722590	94749892	27303	2	76781	ENSMUST00000234990.1	355710	ENSMUSG00000055660	Mettl4	methyltransferase 4, N6-adenosine
chr9	90998147	90998646	500	*	Distal Intergenic	9	91362413	91378915	16503	1	22774	ENSMUST00000173342.7	-363767	ENSMUSG00000036972	Zic4	zinc finger protein of the cerebellum 4
chr16	73512572	73513071	500	*	Distal Intergenic	16	73894664	73899885	5222	2	268902	ENSMUST00000149114.1	386814	ENSMUSG00000052516	Robo2	roundabout guidance receptor 2
chr14	114442806	114443305	500	*	Distal Intergenic	14	114831965	114861327	29363	1	75822	ENSMUST00000226121.1	-388660	ENSMUSG00000115320	4930524C18Rik	RIKEN cDNA 4930524C18 gene
chr5	47420559	47421058	500	*	Distal Intergenic	5	47983138	48307733	324596	1	20563	ENSMUST00000173107.7	-562080	ENSMUSG00000031558	Slit2	slit guidance ligand 2
chr18	87399612	87400111	500	*	Distal Intergenic	18	86713048	86718283	5236	1	12405	ENSMUST00000169470.1	686564	ENSMUSG00000024647	Cbln2	cerebellin 2 precursor protein
chr11	10202898	10203397	500	*	Distal Intergenic	11	11114223	11263526	149304	1	319922	ENSMUST00000109681.7	-910826	ENSMUSG00000050830	Vwc2	von Willebrand factor C domain containing 2
chr16	54264453	54264952	500	*	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	1018285	ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1
chr16	82572701	82573200	500	*	Distal Intergenic	16	81465623	81518030	52408	1	17968	ENSMUST00000232550.1	1107078	ENSMUSG00000022762	Ncam2	neural cell adhesion molecule 2
