seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr18	68207954	68208453	500	*	Intron (ENSMUST00000063775.4/52662, intron 3 of 5)	18	68228067	68268630	40564	1	52662	ENSMUST00000236987.1	-19614	ENSMUSG00000024544	Ldlrad4	low density lipoprotein receptor class A domain containing 4
chr19	27260452	27260951	500	*	Exon (ENSMUST00000235357.1/ENSMUST00000235357.1, exon 2 of 2)	19	27238774	27243828	5055	1	22359	ENSMUST00000165761.1	21678	ENSMUSG00000024924	Vldlr	very low density lipoprotein receptor
chr14	14780660	14781159	500	*	Intron (ENSMUST00000057015.7/218756, intron 20 of 24)	14	14803415	15012059	208645	1	674895	ENSMUST00000224491.1	-22256	ENSMUSG00000042567	Nek10	NIMA (never in mitosis gene a)- related kinase 10
chr1	53762284	53762783	500	*	Exon (ENSMUST00000027263.13/98267, exon 6 of 8)	1	53761149	53785157	24009	2	98267	ENSMUST00000185920.1	22374	ENSMUSG00000026094	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)
chr19	21127141	21127640	500	*	Intron (ENSMUST00000237231.1/ENSMUST00000237231.1, intron 2 of 4)	19	21104710	21105538	829	1	75354	ENSMUST00000237768.1	22431	NA	4930554I06Rik	RIKEN cDNA 4930554I06 gene
chr10	90600174	90600673	500	*	Intron (ENSMUST00000183156.7/77531, intron 15 of 25)	10	90576992	90969820	392829	1	77531	ENSMUST00000099364.11	23182	ENSMUSG00000058589	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B
chr8	56519338	56519837	500	*	Distal Intergenic	8	56531522	56545465	13944	2	382010	ENSMUST00000123493.7	25628	ENSMUSG00000038215	Cep44	centrosomal protein 44
chr8	61561151	61561650	500	*	Intron (ENSMUST00000121200.8/72333, intron 1 of 11)	8	61525121	61533841	8721	2	72333	ENSMUST00000136825.1	-27310	ENSMUSG00000058056	Palld	palladin, cytoskeletal associated protein
chr19	38787567	38788066	500	*	Distal Intergenic	19	38788128	38819237	31110	2	57753	ENSMUST00000025963.7	31171	ENSMUSG00000024999	Noc3l	NOC3 like DNA replication regulator
chr2	65072412	65072911	500	*	Distal Intergenic	2	65099158	65105859	6702	2	319876	ENSMUST00000155768.1	32948	ENSMUSG00000034903	Cobll1	Cobl-like 1
chr8	127263856	127264355	500	*	Intron (ENSMUST00000162309.7/93742, intron 2 of 24)	8	127299585	127402577	102993	1	93742	ENSMUST00000160717.7	-35230	ENSMUSG00000025812	Pard3	par-3 family cell polarity regulator
chr9	15396912	15397411	500	*	Distal Intergenic	9	15317097	15357788	40692	2	319675	ENSMUST00000098979.10	-39124	ENSMUSG00000046111	Cep295	centrosomal protein 295
chr19	16997920	16998419	500	*	Intron (ENSMUST00000224145.1/353211, intron 1 of 6)	19	16956118	17223932	267815	1	353211	ENSMUST00000087689.4	41802	ENSMUSG00000039126	Prune2	prune homolog 2
chr6	66848605	66849104	500	*	Distal Intergenic	6	66804415	66805332	918	2	546903	ENSMUST00000226783.1	-43273	ENSMUSG00000093755	Vmn1r39	vomeronasal 1 receptor 39
chr10	54120421	54120920	500	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-43812	ENSMUSG00000003746	Man1a	mannosidase 1, alpha
chr1	156763182	156763681	500	*	Distal Intergenic	1	156678571	156719086	40516	2	215015	ENSMUST00000086153.7	-44096	ENSMUSG00000033557	Fam20b	FAM20B, glycosaminoglycan xylosylkinase
chr14	18029009	18029508	500	*	Intron (ENSMUST00000091471.11/21834, intron 8 of 9)	14	17981529	18038090	56562	1	21834	ENSMUST00000022304.9	47480	ENSMUSG00000021779	Thrb	thyroid hormone receptor beta
chr19	33210489	33210988	500	*	Intron (ENSMUST00000096114.12/67795, intron 4 of 6)	19	33157112	33157201	90	1	100628575	ENSMUST00000199287.1	53377	ENSMUSG00000106278	Mir3970	microRNA 3970
chr6	137897512	137898011	500	*	Distal Intergenic	6	137836852	137843701	6850	1	232449	ENSMUST00000204723.1	60660	ENSMUSG00000030225	Dera	deoxyribose-phosphate aldolase
chr6	59489077	59489576	500	*	Distal Intergenic	6	59347226	59426294	79069	2	243385	ENSMUST00000051065.5	-62783	ENSMUSG00000045441	Gprin3	GPRIN family member 3
chr16	75831282	75831781	500	*	Distal Intergenic	16	75745431	75767104	21674	2	110920	ENSMUST00000232633.1	-64178	ENSMUSG00000032932	Hspa13	heat shock protein 70 family, member 13
chr15	33015343	33015842	500	*	Intron (ENSMUST00000022871.6/15529, intron 1 of 4)	15	33083129	33594552	511424	1	54381	ENSMUST00000042167.9	-67287	ENSMUSG00000039007	Cpq	carboxypeptidase Q
chr2	14534634	14535133	500	*	Intron (ENSMUST00000192745.5/ENSMUST00000192745.5, intron 3 of 3)	2	14604306	14987908	383603	1	12296	ENSMUST00000114723.8	-69173	ENSMUSG00000057914	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit
chr11	26009699	26010198	500	*	Intron (ENSMUST00000125773.7/70626, intron 1 of 5)	11	25849297	26081600	232304	2	70626	ENSMUST00000135168.1	71402	NA	5730522E02Rik	RIKEN cDNA 5730522E02 gene
chr16	27483266	27483765	500	*	Distal Intergenic	16	27389936	27438349	48414	1	67501	ENSMUST00000143823.1	93330	ENSMUSG00000038127	Ccdc50	coiled-coil domain containing 50
chr14	12722760	12723259	500	*	Intron (ENSMUST00000224882.1/27062, intron 1 of 28)	14	12372586	12823045	450460	2	27062	ENSMUST00000067491.13	99786	ENSMUSG00000054423	Cadps	Ca2+-dependent secretion activator
chr1	167131525	167132024	500	*	Distal Intergenic	1	167226227	167236835	10609	2	80914	ENSMUST00000195443.5	104811	ENSMUSG00000026558	Uck2	uridine-cytidine kinase 2
chr6	60296839	60297338	500	*	Intron (ENSMUST00000205153.1/208079, intron 1 of 1)	6	60397165	60403671	6507	2	208079	ENSMUST00000204370.2	106333	ENSMUSG00000046764	A530053G22Rik	RIKEN cDNA A530053G22 gene
chr17	54158700	54159199	500	*	Distal Intergenic	17	54273594	54279204	5611	2	63993	ENSMUST00000233507.1	120005	ENSMUSG00000023945	Slc5a7	solute carrier family 5 (choline transporter), member 7
chr9	92055627	92056126	500	*	Distal Intergenic	9	92192936	92209772	16837	1	100504689	ENSMUST00000179751.2	-136810	ENSMUSG00000095654	Plscr5	phospholipid scramblase family, member 5
chr12	44875491	44875990	500	*	Intron (ENSMUST00000053768.13/217517, intron 4 of 5)	12	44861365	45012964	151600	2	217517	ENSMUST00000130202.1	136974	ENSMUSG00000046314	Stxbp6	syntaxin binding protein 6 (amisyn)
chr13	119268237	119268736	500	*	Distal Intergenic	13	119335528	119408952	73425	2	18115	ENSMUST00000223268.1	140216	ENSMUSG00000116207	Nnt	nicotinamide nucleotide transhydrogenase
chrX	51527234	51527733	500	*	Intron (ENSMUST00000088172.11/50786, intron 2 of 4)	20	51679992	51680565	574	2	50786	ENSMUST00000142983.1	152832	ENSMUSG00000062184	Hs6st2	heparan sulfate 6-O-sulfotransferase 2
chr5	57905891	57906390	500	*	Exon (ENSMUST00000196307.1/ENSMUST00000196307.1, exon 1 of 1)	5	57722209	58129454	407246	1	54216	ENSMUST00000192048.1	183682	ENSMUSG00000029108	Pcdh7	protocadherin 7
chr14	39860066	39860565	500	*	Distal Intergenic	14	39655663	39685293	29631	1	73591	ENSMUST00000185680.1	204403	ENSMUSG00000101261	1700109I08Rik	RIKEN cDNA 1700109I08 gene
chr13	32553368	32553867	500	*	Distal Intergenic	13	31819579	32338740	519162	2	218138	ENSMUST00000041859.8	-214628	ENSMUSG00000038372	Gmds	GDP-mannose 4, 6-dehydratase
chr2	63812581	63813080	500	*	Distal Intergenic	2	63980447	64097988	117542	2	60344	ENSMUST00000126042.1	284908	ENSMUSG00000075324	Fign	fidgetin
chr3	42131617	42132116	500	*	Distal Intergenic	3	41751196	41756492	5297	1	73852	ENSMUST00000195030.1	380421	ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed
chr3	61915341	61915840	500	*	Distal Intergenic	3	62338344	62462221	123878	1	622434	ENSMUST00000079300.12	-422504	ENSMUSG00000036885	Arhgef26	Rho guanine nucleotide exchange factor 26
chr9	93969584	93970083	500	*	Distal Intergenic	9	94517864	94538081	20218	2	68861	ENSMUST00000113028.1	567998	ENSMUSG00000045414	Dipk2a	divergent protein kinase domain 2A
chr5	41044615	41045114	500	*	Distal Intergenic	5	41625733	41627502	1770	2	100972	ENSMUST00000200702.1	582388	ENSMUSG00000029128	Rab28	RAB28, member RAS oncogene family
chr1	145897464	145897963	500	*	Distal Intergenic	1	146494760	146902471	407712	1	215378	ENSMUST00000074622.10	-596797	ENSMUSG00000035131	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3
chr10	114201535	114202034	500	*	Distal Intergenic	10	114398823	114801364	402542	2	237553	ENSMUST00000061632.7	599330	ENSMUSG00000050663	Trhde	TRH-degrading enzyme
chr16	83253054	83253553	500	*	Distal Intergenic	16	84371143	84375505	4363	1	75247	ENSMUST00000231366.1	-1117590	ENSMUSG00000116907	4930553E22Rik	RIKEN cDNA 4930553E22 gene
