seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr12	108158994	108159493	500	*	Intron (ENSMUST00000071095.13/52690, intron 4 of 12)	12	108118297	108163009	44713	2	52690	ENSMUST00000169951.1	3516	ENSMUSG00000056770	Setd3	SET domain containing 3
chr18	78025582	78026081	500	*	Intron (ENSMUST00000044622.6/100502841, intron 39 of 43)	18	78030189	78033230	3042	1	100502841	ENSMUST00000235433.1	-4108	ENSMUSG00000039840	Epg5	ectopic P-granules 5 autophagy tethering factor
chr10	108432033	108432532	500	*	Intron (ENSMUST00000217857.1/102640148, intron 1 of 2)	10	108436665	108453297	16633	1	102640148	ENSMUST00000218418.1	-4133	ENSMUSG00000112532	Gm36283	predicted gene, 36283
chr18	36509787	36510286	500	*	Intron (ENSMUST00000025363.6/15200, intron 3 of 5)	18	36512570	36515367	2798	2	15200	ENSMUST00000237621.1	5081	ENSMUSG00000024486	Hbegf	heparin-binding EGF-like growth factor
chr1	180734971	180735470	500	*	Intron (ENSMUST00000027780.5/170760, intron 3 of 7)	1	180729857	180734494	4638	1	170760	ENSMUST00000192420.1	5114	ENSMUSG00000026499	Acbd3	acyl-Coenzyme A binding domain containing 3
chr9	123579997	123580496	500	*	Intron (ENSMUST00000026270.8/83493, intron 13 of 19)	9	123586238	123591136	4899	1	83493	ENSMUST00000217089.1	-5742	ENSMUSG00000025240	Sacm1l	SAC1 suppressor of actin mutations 1-like (yeast)
chr4	11972475	11972974	500	*	Intron (ENSMUST00000154194.1/100503636, intron 1 of 1)	4	11966574	11993999	27426	1	100503636	ENSMUST00000146154.1	5901	ENSMUSG00000085614	1700123M08Rik	RIKEN cDNA 1700123M08 gene
chr10	88676405	88676904	500	*	3' UTR	10	88674772	88683023	8252	2	20728	ENSMUST00000004473.14	6119	ENSMUSG00000004359	Spic	Spi-C transcription factor (Spi-1/PU.1 related)
chr6	50358096	50358595	500	*	Intron (ENSMUST00000114468.8/71720, intron 2 of 21)	6	50327375	50351957	24583	2	71720	ENSMUST00000203907.2	-6139	ENSMUSG00000029822	Osbpl3	oxysterol binding protein-like 3
chr1	97887467	97887966	500	*	Intron (ENSMUST00000058762.14/18484, intron 12 of 25)	1	97854634	97894396	39763	2	18484	ENSMUST00000159841.1	6430	ENSMUSG00000026335	Pam	peptidylglycine alpha-amidating monooxygenase
chr5	142394497	142394996	500	*	Distal Intergenic	5	142401497	142419620	18124	1	17425	ENSMUST00000198422.1	-6501	ENSMUSG00000056493	Foxk1	forkhead box K1
chr13	32957905	32958404	500	*	Distal Intergenic	13	32965209	32979067	13859	1	20708	ENSMUST00000110293.8	-6805	ENSMUSG00000042842	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b
chr8	18970905	18971404	500	*	Distal Intergenic	8	18974940	18978256	3317	2	360217	ENSMUST00000066258.7	6852	ENSMUSG00000053678	Defb40	defensin beta 40
chr5	52150254	52150753	500	*	3' UTR	5	52153324	52157803	4480	2	13204	ENSMUST00000199343.1	7050	ENSMUSG00000029169	Dhx15	DEAH-box helicase 15
chr13	64359189	64359688	500	*	3' UTR	13	64365092	64367055	1964	2	13039	ENSMUST00000222971.1	7367	ENSMUSG00000021477	Ctsl	cathepsin L
chr10	70196573	70197072	500	*	Distal Intergenic	10	70204664	70215285	10622	1	69563	ENSMUST00000188568.1	-7592	ENSMUSG00000019933	Mrln	myoregulin
chr12	4672391	4672890	500	*	Exon (ENSMUST00000062580.7/20403, exon 27 of 39)	12	4664535	4674167	9633	1	20403	ENSMUST00000218985.1	7856	ENSMUSG00000020640	Itsn2	intersectin 2
chr13	94797487	94797986	500	*	Intron (ENSMUST00000046644.6/21371, intron 1 of 3)	13	94788910	94842922	54013	1	21371	ENSMUST00000220819.1	8577	ENSMUSG00000042043	Tbca	tubulin cofactor A
chr6	29685117	29685616	500	*	Distal Intergenic	6	29694222	29718559	24338	1	232670	ENSMUST00000046750.13	-8606	ENSMUSG00000001763	Tspan33	tetraspanin 33
chr8	72561384	72561883	500	*	Distal Intergenic	8	72567487	72571049	3563	2	66818	ENSMUST00000058733.8	9166	ENSMUSG00000044600	Smim7	small integral membrane protein 7
chr10	91229992	91230491	500	*	Distal Intergenic	10	91208258	91220642	12385	2	102633753	ENSMUST00000216311.1	-9350	ENSMUSG00000111544	4930534H03Rik	RIKEN cDNA 4930534H03 gene
chr5	76373481	76373980	500	*	Distal Intergenic	5	76333495	76363788	30294	2	56183	ENSMUST00000031146.2	-9693	ENSMUSG00000029236	Nmu	neuromedin U
chr14	122572149	122572648	500	*	Intron (ENSMUST00000148172.1/110821, intron 4 of 4)	14	122582684	122889828	307145	1	110821	ENSMUST00000177312.7	-10036	ENSMUSG00000041650	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide
chr13	21907454	21907953	500	*	Distal Intergenic	13	21896918	21897049	132	2	100316716	ENSMUST00000157523.1	-10405	ENSMUSG00000088148	Mir1983	microRNA 1983
chr1	84879590	84880089	500	*	Intron (ENSMUST00000097672.3/66153, intron 1 of 3)	1	84869151	84900487	31337	1	66153	ENSMUST00000151737.1	10439	ENSMUSG00000073633	Fbxo36	F-box protein 36
chr5	37196496	37196995	500	*	Intron (ENSMUST00000232332.2/381634, intron 33 of 33)	5	37185897	37193021	7125	1	381634	ENSMUST00000094840.4	10599	ENSMUSG00000117286	Gm1043	predicted gene 1043
chr4	115659003	115659502	500	*	Distal Intergenic	4	115624725	115647723	22999	2	13120	ENSMUST00000102707.9	-11280	ENSMUSG00000028713	Cyp4b1	cytochrome P450, family 4, subfamily b, polypeptide 1
chr3	145821828	145822327	500	*	Intron (ENSMUST00000029845.14/69219, intron 1 of 5)	3	145810479	145889295	78817	1	69219	ENSMUST00000127193.1	11349	ENSMUSG00000028194	Ddah1	dimethylarginine dimethylaminohydrolase 1
chr15	82317756	82318255	500	*	Distal Intergenic	15	82329687	82330922	1236	2	17939	ENSMUST00000230268.1	12667	ENSMUSG00000022453	Naga	N-acetyl galactosaminidase, alpha
chr13	43351713	43352212	500	*	Distal Intergenic	13	43365496	43378304	12809	1	68346	ENSMUST00000222489.1	-13284	ENSMUSG00000054021	Sirt5	sirtuin 5
chr8	45644144	45644643	500	*	Intron (ENSMUST00000067065.13/234214, intron 1 of 25)	8	45658292	45821141	162850	1	234214	ENSMUST00000153798.7	-13649	ENSMUSG00000031626	Sorbs2	sorbin and SH3 domain containing 2
chr1	123636125	123636624	500	*	Intron (ENSMUST00000112606.7/269109, intron 5 of 25)	1	123608107	123650360	42254	2	269109	ENSMUST00000187202.1	13736	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
chr9	41490057	41490556	500	*	Intron (ENSMUST00000233562.1/73144, intron 6 of 6)	9	41475060	41590167	115108	1	73144	ENSMUST00000233563.1	14997	ENSMUSG00000074415	Mir100hg	Mir100 Mirlet7a-2 Mir125b-1 cluster host gene
chr6	90348657	90349156	500	*	Exon (ENSMUST00000046128.11/243537, exon 14 of 20)	6	90333289	90364546	31258	1	243537	ENSMUST00000164761.5	15368	ENSMUSG00000034456	Uroc1	urocanase domain containing 1
chr15	90935328	90935827	500	*	Exon (ENSMUST00000100304.10/16564, exon 36 of 37)	15	90938984	90951306	12323	2	16564	ENSMUST00000230487.1	15479	ENSMUSG00000022629	Kif21a	kinesin family member 21A
chr13	67213928	67214427	500	*	Distal Intergenic	13	67226997	67229969	2973	2	238690	ENSMUST00000225201.1	15542	ENSMUSG00000055480	Zfp458	zinc finger protein 458
chr5	92881947	92882446	500	*	Intron (ENSMUST00000113055.8/27428, intron 2 of 10)	5	92897993	92965308	67316	1	27428	ENSMUST00000113051.8	-15547	ENSMUSG00000029381	Shroom3	shroom family member 3
chr6	114058379	114058878	500	*	Distal Intergenic	6	113842549	114042613	200065	2	11941	ENSMUST00000154738.1	-15766	ENSMUSG00000030302	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2
chr5	37753285	37753784	500	*	Distal Intergenic	5	37737280	37739815	2536	1	231162	ENSMUST00000201048.1	16005	ENSMUSG00000062329	Cytl1	cytokine-like 1
chr3	36962795	36963294	500	*	Intron (ENSMUST00000057272.14/229227, intron 37 of 85)	3	36946221	36948149	1929	1	229227	ENSMUST00000139219.1	16574	ENSMUSG00000037270	Bltp1	bridge-like lipid transfer protein family member 1
chr13	108636472	108636971	500	*	Intron (ENSMUST00000133929.7/238871, intron 1 of 3)	13	108654177	109951474	1297298	1	238871	ENSMUST00000122041.7	-17206	ENSMUSG00000021699	Pde4d	phosphodiesterase 4D, cAMP specific
chr14	122424260	122424759	500	*	Distal Intergenic	14	122365239	122406743	41505	2	328479	ENSMUST00000228409.1	-17517	ENSMUSG00000115263	Gm5089	predicted gene 5089
chr17	69364752	69365251	500	*	Distal Intergenic	17	69383050	69390750	7701	1	22666	ENSMUST00000112674.7	-17799	ENSMUSG00000049672	Zbtb14	zinc finger and BTB domain containing 14
chr10	116529624	116530123	500	*	Intron (ENSMUST00000220305.1/ENSMUST00000220305.1, intron 2 of 2)	10	116485165	116549163	63999	2	72068	ENSMUST00000164088.7	19040	ENSMUSG00000020166	Cnot2	CCR4-NOT transcription complex, subunit 2
chr2	10350822	10351321	500	*	Intron (ENSMUST00000137351.1/ENSMUST00000137351.1, intron 1 of 3)	2	10370510	10439137	68628	1	353282	ENSMUST00000114862.7	-19189	ENSMUSG00000061186	Sfmbt2	Scm-like with four mbt domains 2
chr1	81096963	81097462	500	*	Intron (ENSMUST00000137862.7/241134, intron 3 of 6)	1	81077583	81341764	264182	1	241134	ENSMUST00000123285.1	19380	ENSMUSG00000054976	Nyap2	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2
chr16	57251881	57252380	500	*	Distal Intergenic	16	57168862	57231504	62643	2	67581	ENSMUST00000023431.7	-20377	ENSMUSG00000022749	Tbc1d23	TBC1 domain family, member 23
chr1	66721426	66721925	500	*	Exon (ENSMUST00000129190.7/68691, exon 13 of 14)	1	66700907	66718019	17113	1	66646	ENSMUST00000190404.1	20519	ENSMUSG00000026005	Rpe	ribulose-5-phosphate-3-epimerase
chr2	11377273	11377772	500	*	Intron (ENSMUST00000192626.1/77543, intron 1 of 2)	2	11338366	11398501	60136	2	77543	ENSMUST00000192626.1	20729	ENSMUSG00000102674	8030442B05Rik	RIKEN cDNA 8030442B05 gene
chr8	48819206	48819705	500	*	Intron (ENSMUST00000211812.1/23965, intron 1 of 2)	8	48646261	48843951	197691	2	23965	ENSMUST00000211812.1	24246	ENSMUSG00000031561	Tenm3	teneurin transmembrane protein 3
chr3	127099789	127100288	500	*	Intron (ENSMUST00000182078.8/109676, intron 3 of 45)	3	127079898	127124862	44965	2	109676	ENSMUST00000238781.1	24574	ENSMUSG00000032826	Ank2	ankyrin 2, brain
chr5	38904538	38905037	500	*	Distal Intergenic	5	38706462	38876812	170351	2	27278	ENSMUST00000171633.4	-27726	ENSMUSG00000039315	Clnk	cytokine-dependent hematopoietic cell linker
chr17	50480682	50481181	500	*	Distal Intergenic	17	50509403	50688484	179082	1	224860	ENSMUST00000043938.7	-28222	ENSMUSG00000038910	Plcl2	phospholipase C-like 2
chr11	25590040	25590539	500	*	Distal Intergenic	11	25602816	25620098	17283	2	70626	ENSMUST00000144503.1	29559	NA	5730522E02Rik	RIKEN cDNA 5730522E02 gene
chr14	37165012	37165511	500	*	Distal Intergenic	14	37131398	37135272	3875	2	66092	ENSMUST00000223921.1	-29740	ENSMUSG00000041028	Ghitm	growth hormone inducible transmembrane protein
chr9	37317983	37318482	500	*	Intron (ENSMUST00000217440.1/ENSMUST00000217440.1, intron 2 of 2)	9	37312982	37348357	35376	2	245902	ENSMUST00000216060.1	29875	ENSMUSG00000034303	Ccdc15	coiled-coil domain containing 15
chr12	44615374	44615873	500	*	Distal Intergenic	12	44584943	44599667	14725	1	319504	ENSMUST00000218062.1	30431	ENSMUSG00000020598	Nrcam	neuronal cell adhesion molecule
chr10	99297756	99298255	500	*	Distal Intergenic	10	99265641	99266799	1159	1	67603	ENSMUST00000220218.1	32115	ENSMUSG00000019960	Dusp6	dual specificity phosphatase 6
chr3	9217628	9218127	500	*	Distal Intergenic	3	9250602	9285333	34732	1	229055	ENSMUST00000155203.1	-32475	ENSMUSG00000069114	Zbtb10	zinc finger and BTB domain containing 10
chr13	41520119	41520618	500	*	Intron (ENSMUST00000224440.1/ENSMUST00000224440.1, intron 2 of 2)	13	41432303	41487362	55060	2	18003	ENSMUST00000224083.1	-32757	ENSMUSG00000021365	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9
chr13	114866884	114867383	500	*	Intron (ENSMUST00000056117.9/16398, intron 13 of 29)	13	114880657	114901943	21287	2	16398	ENSMUST00000224204.1	34560	ENSMUSG00000015533	Itga2	integrin alpha 2
chr16	37504337	37504836	500	*	Distal Intergenic	16	37532520	37539776	7257	2	74197	ENSMUST00000130350.1	34940	ENSMUSG00000022828	Gtf2e1	general transcription factor II E, polypeptide 1 (alpha subunit)
chr12	76479746	76480245	500	*	Distal Intergenic	12	76444560	76451336	6777	1	100041694	ENSMUST00000101281.2	35186	NA	Ppp1r36dn	Ppp1r36 downstream neighbor
chr1	44055967	44056466	500	*	Exon (ENSMUST00000238662.1/ENSMUST00000238662.1, exon 4 of 4)	1	44010510	44020034	9525	2	433294	ENSMUST00000159881.1	-35933	ENSMUSG00000047343	Mettl21c	methyltransferase 21C, AARS1 lysine
chr19	24105773	24106272	500	*	Intron (ENSMUST00000233027.1/21873, intron 17 of 22)	19	24131315	24143082	11768	2	21873	ENSMUST00000236570.1	36810	ENSMUSG00000024812	Tjp2	tight junction protein 2
chr12	13448809	13449308	500	*	Intron (ENSMUST00000042953.9/71169, intron 38 of 51)	12	13487122	13583803	96682	1	71169	ENSMUST00000221714.1	-37814	ENSMUSG00000020576	Nbas	neuroblastoma amplified sequence
chr15	13133650	13134149	500	*	Intron (ENSMUST00000036439.5/12563, intron 1 of 11)	15	13028701	13173675	144975	2	12563	ENSMUST00000036439.5	39526	ENSMUSG00000039385	Cdh6	cadherin 6
chr6	17800335	17800834	500	*	Intron (ENSMUST00000129105.1/64213, intron 2 of 2)	6	17840537	17848461	7925	1	64213	ENSMUST00000130084.7	-39703	ENSMUSG00000029534	St7	suppression of tumorigenicity 7
chr14	103234523	103235022	500	*	Intron (ENSMUST00000160758.7/105689, intron 26 of 82)	14	103262814	103275795	12982	2	105689	ENSMUST00000226961.1	40773	ENSMUSG00000033004	Mycbp2	MYC binding protein 2, E3 ubiquitin protein ligase
chr3	85275353	85275852	500	*	Intron (ENSMUST00000154148.7/99889, intron 3 of 9)	3	85317519	85332030	14512	1	73283	ENSMUST00000189046.1	-41667	ENSMUSG00000099995	1700036G14Rik	RIKEN cDNA 1700036G14 gene
chr4	16207374	16207873	500	*	Intron (ENSMUST00000151122.1/100415915, intron 2 of 6)	4	16164110	16266225	102116	1	100415915	ENSMUST00000151122.1	43264	ENSMUSG00000085112	Parail	palmitic acid regulated anti-inflammatory lncRNA
chr6	94456056	94456555	500	*	Distal Intergenic	6	94500331	94604672	104342	1	67582	ENSMUST00000061118.10	-43776	ENSMUSG00000045100	Slc25a26	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26
chr19	31812209	31812708	500	*	Distal Intergenic	19	30564489	31765033	1200545	2	19091	ENSMUST00000065067.13	-47176	ENSMUSG00000052920	Prkg1	protein kinase, cGMP-dependent, type I
chr8	61639224	61639723	500	*	Intron (ENSMUST00000121493.8/72333, intron 9 of 19)	8	61511433	61591142	79710	2	72333	ENSMUST00000121200.8	-48082	ENSMUSG00000058056	Palld	palladin, cytoskeletal associated protein
chr1	107657710	107658209	500	*	Distal Intergenic	1	107605880	107607325	1446	1	20725	ENSMUST00000123086.1	51830	ENSMUSG00000026315	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8
chr5	91464785	91465284	500	*	Distal Intergenic	5	91517615	91626894	109280	1	231440	ENSMUST00000040576.9	-52331	ENSMUSG00000034981	Parm1	prostate androgen-regulated mucin-like protein 1
chr9	40631893	40632392	500	*	Distal Intergenic	9	40685962	40761060	75099	1	71566	ENSMUST00000139577.1	-53570	ENSMUSG00000032024	Clmp	CXADR-like membrane protein
chr2	109834911	109835410	500	*	Distal Intergenic	2	109890853	109901003	10151	1	22343	ENSMUST00000028583.7	-55443	ENSMUSG00000027162	Lin7c	lin-7 homolog C, crumbs cell polarity complex component
chr16	93514446	93514945	500	*	Distal Intergenic	16	93396815	93458872	62058	2	72264	ENSMUST00000185803.1	-55574	ENSMUSG00000099968	1700029J03Rik	RIKEN cDNA 1700029J03 gene
chr16	49923273	49923772	500	*	Distal Intergenic	16	49866833	49911091	44259	1	16423	ENSMUST00000229104.1	56440	ENSMUSG00000055447	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
chr8	72959152	72959651	500	*	Intron (ENSMUST00000004497.10/16795, intron 6 of 14)	8	73016512	73016591	80	1	100628574	ENSMUST00000175399.1	-56861	ENSMUSG00000093140	Mir28b	microRNA 28b
chr15	86294095	86294594	500	*	Intron (ENSMUST00000063414.8/223754, intron 5 of 12)	15	86235505	86292162	56658	1	223754	ENSMUST00000229242.1	58590	ENSMUSG00000051864	Tbc1d22a	TBC1 domain family, member 22a
chr15	35774621	35775120	500	*	Intron (ENSMUST00000048646.8/666173, intron 36 of 61)	15	35834215	35843534	9320	1	666173	ENSMUST00000227567.1	-59095	ENSMUSG00000037646	Vps13b	vacuolar protein sorting 13B
chr18	47216084	47216583	500	*	Intron (ENSMUST00000234124.1/69456, intron 6 of 6)	18	47235598	47281195	45598	2	20358	ENSMUST00000123228.7	64612	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
chr13	99830640	99831139	500	*	Distal Intergenic	13	99898489	99900641	2153	2	27220	ENSMUST00000022150.7	69502	ENSMUSG00000021647	Cartpt	CART prepropeptide
chr10	27140429	27140928	500	*	Intron (ENSMUST00000092639.11/16773, intron 32 of 64)	10	27204801	27212254	7454	2	16773	ENSMUST00000239098.1	71326	ENSMUSG00000019899	Lama2	laminin, alpha 2
chr16	78858954	78859453	500	*	Distal Intergenic	16	78930948	78947155	16208	1	246048	ENSMUST00000114216.1	-71495	ENSMUSG00000022860	Chodl	chondrolectin
chr15	25546108	25546607	500	*	Intron (ENSMUST00000228618.1/ENSMUST00000228618.1, intron 3 of 5)	15	25622525	25813673	191149	1	17909	ENSMUST00000110457.7	-75918	ENSMUSG00000022272	Myo10	myosin X
chr4	83154206	83154705	500	*	Distal Intergenic	4	83226419	83233170	6752	2	69863	ENSMUST00000143362.1	78465	ENSMUSG00000038172	Ttc39b	tetratricopeptide repeat domain 39B
chr5	64722024	64722523	500	*	Intron (ENSMUST00000180912.5/ENSMUST00000180912.5, intron 1 of 4)	5	64803388	64832901	29514	1	16599	ENSMUST00000165536.7	-80865	ENSMUSG00000029178	Klf3	Kruppel-like transcription factor 3 (basic)
chr13	47277269	47277768	500	*	Distal Intergenic	13	47193825	47246417	52593	1	218215	ENSMUST00000110111.3	83444	ENSMUSG00000038068	Rnf144b	ring finger protein 144B
chr16	19025437	19025936	500	*	Distal Intergenic	16	18941546	18970276	28731	1	15260	ENSMUST00000232419.1	83891	ENSMUSG00000022702	Hira	histone cell cycle regulator
chr13	114060201	114060700	500	*	Intron (ENSMUST00000091201.6/218639, intron 4 of 4)	13	114124348	114151592	27245	2	319803	ENSMUST00000225044.1	90892	ENSMUSG00000114213	A430090L17Rik	RIKEN cDNA A430090L17 gene
chr14	49405600	49406099	500	*	Intron (ENSMUST00000138884.7/75288, intron 1 of 8)	14	49303306	49314209	10904	2	75288	ENSMUST00000135254.1	-91391	ENSMUSG00000021852	Slc35f4	solute carrier family 35, member F4
chr4	81005917	81006416	500	*	Distal Intergenic	4	80910646	80955628	44983	1	52829	ENSMUST00000055922.3	95271	ENSMUSG00000048706	Lurap1l	leucine rich adaptor protein 1-like
chr14	12722760	12723259	500	*	Intron (ENSMUST00000224882.1/27062, intron 1 of 28)	14	12372586	12823045	450460	2	27062	ENSMUST00000067491.13	99786	ENSMUSG00000054423	Cadps	Ca2+-dependent secretion activator
chr15	43578917	43579416	500	*	Distal Intergenic	15	43477241	43493632	16392	1	66736	ENSMUST00000228864.1	101676	ENSMUSG00000022337	Emc2	ER membrane protein complex subunit 2
chr6	140748674	140749173	500	*	Intron (ENSMUST00000111844.1/ENSMUST00000111844.1, intron 1 of 1)	6	140646817	140648390	1574	1	11569	ENSMUST00000160772.1	101857	ENSMUSG00000030232	Aebp2	AE binding protein 2
chr3	58267518	58268017	500	*	Distal Intergenic	3	58141707	58163807	22101	2	67850	ENSMUST00000188418.1	-103711	ENSMUSG00000100666	1700007F19Rik	RIKEN cDNA 1700007F19 gene
chr6	60296839	60297338	500	*	Intron (ENSMUST00000205153.1/208079, intron 1 of 1)	6	60397165	60403671	6507	2	208079	ENSMUST00000204370.2	106333	ENSMUSG00000046764	A530053G22Rik	RIKEN cDNA A530053G22 gene
chr8	73243980	73244479	500	*	Intron (ENSMUST00000004497.10/16795, intron 1 of 14)	8	72814599	73352556	537958	2	16795	ENSMUST00000004497.10	108077	ENSMUSG00000004383	Large1	LARGE xylosyl- and glucuronyltransferase 1
chr9	116702580	116703079	500	*	Intron (ENSMUST00000111773.9/207181, intron 7 of 14)	9	116577582	116822806	245225	2	207181	ENSMUST00000173429.7	119727	ENSMUSG00000039607	Rbms3	RNA binding motif, single stranded interacting protein
chr17	54158700	54159199	500	*	Distal Intergenic	17	54273594	54279204	5611	2	63993	ENSMUST00000233507.1	120005	ENSMUSG00000023945	Slc5a7	solute carrier family 5 (choline transporter), member 7
chr17	57890104	57890603	500	*	Intron (ENSMUST00000076038.6/620292, intron 2 of 23)	17	57769570	58410355	640786	1	620292	ENSMUST00000076038.6	120534	ENSMUSG00000038048	Cntnap5c	contactin associated protein-like 5C
chr2	18517456	18517955	500	*	Distal Intergenic	2	18316792	18392830	76039	2	13418	ENSMUST00000165793.1	-124626	ENSMUSG00000026740	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1
chr12	40574961	40575460	500	*	Intron (ENSMUST00000037488.7/238130, intron 1 of 52)	12	40446336	40846180	399845	1	238130	ENSMUST00000220912.1	128625	ENSMUSG00000035954	Dock4	dedicator of cytokinesis 4
chr3	54517742	54518241	500	*	Distal Intergenic	3	54388889	54390393	1505	1	50706	ENSMUST00000150868.1	128853	ENSMUSG00000027750	Postn	periostin, osteoblast specific factor
chr5	61940387	61940886	500	*	Distal Intergenic	5	61808816	61811163	2348	1	14380	ENSMUST00000053876.4	131571	ENSMUSG00000089992	G6pd2	glucose-6-phosphate dehydrogenase 2
chr5	12990710	12991209	500	*	Distal Intergenic	5	13125593	13524707	399115	1	20346	ENSMUST00000195907.4	-134384	ENSMUSG00000028883	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
chr16	55631857	55632356	500	*	Distal Intergenic	16	55494731	55494797	67	1	100628589	ENSMUST00000175551.1	137126	ENSMUSG00000093292	Mir5118	microRNA 5118
chr6	27781850	27782349	500	*	Intron (ENSMUST00000115323.7/14823, intron 3 of 10)	6	27936655	27936750	96	2	735266	ENSMUST00000102113.1	154401	ENSMUSG00000076067	Mir592	microRNA 592
chr4	71946149	71946648	500	*	Distal Intergenic	4	72118220	72120734	2515	2	21885	ENSMUST00000123259.1	174086	ENSMUSG00000008305	Tle1	transducin-like enhancer of split 1
chr2	124426360	124426859	500	*	Intron (ENSMUST00000103241.7/214968, intron 4 of 20)	2	124610106	124662885	52780	1	214968	ENSMUST00000132088.1	-183247	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D
chr10	12219180	12219679	500	*	Distal Intergenic	10	12401066	12403075	2010	2	22288	ENSMUST00000217938.1	183396	ENSMUSG00000019820	Utrn	utrophin
chr14	10070621	10071120	500	*	Intron (ENSMUST00000161302.7/14198, intron 2 of 6)	14	9886026	9886629	604	1	100042415	ENSMUST00000162462.1	184595	ENSMUSG00000121680	Mnd1-ps	Mnd1 retrotransposed pseudogene
chr14	120705469	120705968	500	*	Distal Intergenic	14	120911224	120947999	36776	1	70572	ENSMUST00000032898.8	-205256	ENSMUSG00000030662	Ipo5	importin 5
chr10	14977854	14978353	500	*	Distal Intergenic	10	14760219	14770583	10365	1	18101	ENSMUST00000190751.1	217635	ENSMUSG00000019865	Nmbr	neuromedin B receptor
chr3	148596000	148596499	500	*	Distal Intergenic	3	148815856	148822979	7124	2	99633	ENSMUST00000168352.1	226480	ENSMUSG00000028184	Adgrl2	adhesion G protein-coupled receptor L2
chr2	61238966	61239465	500	*	Distal Intergenic	2	60964376	60975151	10776	2	100038493	ENSMUST00000146034.1	-263815	ENSMUSG00000075325	Gm13582	predicted gene 13582
chr9	28059427	28059926	500	*	Intron (ENSMUST00000115243.8/330908, intron 1 of 7)	9	27790947	28925410	1134464	1	330908	ENSMUST00000115243.8	268480	ENSMUSG00000062257	Opcml	opioid binding protein/cell adhesion molecule-like
chr9	6683103	6683602	500	*	Distal Intergenic	9	6940585	6956689	16105	2	110350	ENSMUST00000152934.1	273087	ENSMUSG00000047193	Dync2h1	dynein cytoplasmic 2 heavy chain 1
