seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr6	40894646	40895145	500	*	Distal Intergenic	6	40895270	40900387	5118	2	232717	ENSMUST00000063523.4	5242	ENSMUSG00000051936	Prss58	serine protease 58
chr3	108917048	108917547	500	*	Distal Intergenic	3	108902807	108911727	8921	2	66921	ENSMUST00000029480.8	-5321	ENSMUSG00000027881	Prpf38b	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B
chr2	160321488	160321987	500	*	Intron (ENSMUST00000138905.1/329554, intron 1 of 2)	2	160311861	160327494	15634	2	329554	ENSMUST00000099127.2	5507	NA	Gm826	predicted gene 826
chr3	22196766	22197265	500	*	Intron (ENSMUST00000193734.5/81004, intron 11 of 16)	3	22203192	22210579	7388	1	81004	ENSMUST00000201467.1	-5927	ENSMUSG00000027630	Tbl1xr1	Tbl1x/y related 1
chr8	109081344	109081843	500	*	Intron (ENSMUST00000180524.7/628686, intron 2 of 9)	8	109075245	109228058	152814	1	628686	ENSMUST00000212085.1	6099	ENSMUSG00000097393	D030068K23Rik	RIKEN cDNA D030068K23 gene
chr17	86924618	86925117	500	*	Distal Intergenic	17	86918409	86922374	3966	1	78469	ENSMUST00000202221.1	6209	ENSMUSG00000037689	Tmem247	transmembrane protein 247
chr6	142338902	142339401	500	*	Distal Intergenic	6	142345654	142363257	17604	1	232491	ENSMUST00000041852.7	-6253	ENSMUSG00000041671	Pyroxd1	pyridine nucleotide-disulphide oxidoreductase domain 1
chr1	97887467	97887966	500	*	Intron (ENSMUST00000058762.14/18484, intron 12 of 25)	1	97854634	97894396	39763	2	18484	ENSMUST00000159841.1	6430	ENSMUSG00000026335	Pam	peptidylglycine alpha-amidating monooxygenase
chr8	18618439	18618938	500	*	Intron (ENSMUST00000039412.14/244329, intron 3 of 13)	8	18625563	18631880	6318	1	244329	ENSMUST00000133417.1	-6625	ENSMUSG00000039842	Mcph1	microcephaly, primary autosomal recessive 1
chr1	75285099	75285598	500	*	Distal Intergenic	1	75272199	75278415	6217	2	19711	ENSMUST00000039534.10	-6684	ENSMUSG00000033061	Resp18	regulated endocrine-specific protein 18
chr5	54005363	54005862	500	*	Intron (ENSMUST00000117661.8/116873, intron 1 of 11)	5	53998565	54121057	122493	1	116873	ENSMUST00000201469.3	6798	ENSMUSG00000039156	Stim2	stromal interaction molecule 2
chr13	32957905	32958404	500	*	Distal Intergenic	13	32965209	32979067	13859	1	20708	ENSMUST00000110293.8	-6805	ENSMUSG00000042842	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b
chr10	28675546	28676045	500	*	Intron (ENSMUST00000060409.12/210757, intron 1 of 4)	10	28668633	28782046	113414	1	210757	ENSMUST00000161345.1	6913	ENSMUSG00000049109	Themis	thymocyte selection associated
chr12	45005470	45005969	500	*	Intron (ENSMUST00000053768.13/217517, intron 2 of 5)	12	44861365	45012964	151600	2	217517	ENSMUST00000130202.1	6995	ENSMUSG00000046314	Stxbp6	syntaxin binding protein 6 (amisyn)
chr13	64359189	64359688	500	*	3' UTR	13	64365092	64367055	1964	2	13039	ENSMUST00000222971.1	7367	ENSMUSG00000021477	Ctsl	cathepsin L
chr19	37320940	37321439	500	*	Intron (ENSMUST00000131070.1/15925, intron 3 of 23)	19	37301663	37313573	11911	2	15925	ENSMUST00000150707.8	-7367	ENSMUSG00000056999	Ide	insulin degrading enzyme
chr12	4672391	4672890	500	*	Exon (ENSMUST00000062580.7/20403, exon 27 of 39)	12	4664535	4674167	9633	1	20403	ENSMUST00000218985.1	7856	ENSMUSG00000020640	Itsn2	intersectin 2
chr9	75223587	75224086	500	*	3' UTR	9	75232020	75305451	73432	1	208943	ENSMUST00000036555.7	-7934	ENSMUSG00000033590	Myo5c	myosin VC
chr2	113449474	113449973	500	*	Intron (ENSMUST00000099576.8/14260, intron 4 of 18)	2	113441064	113709855	268792	1	14260	ENSMUST00000081349.8	8410	ENSMUSG00000044042	Fmn1	formin 1
chr3	58426872	58427371	500	*	Intron (ENSMUST00000099090.6/72033, intron 1 of 3)	3	58417484	58460309	42826	1	72033	ENSMUST00000196049.1	9388	ENSMUSG00000027806	Tsc22d2	TSC22 domain family, member 2
chr7	29271719	29272218	500	*	Intron (ENSMUST00000207601.1/20733, intron 1 of 6)	7	29256341	29281910	25570	2	20733	ENSMUST00000108236.4	9692	ENSMUSG00000074227	Spint2	serine protease inhibitor, Kunitz type 2
chr5	76373481	76373980	500	*	Distal Intergenic	5	76333495	76363788	30294	2	56183	ENSMUST00000031146.2	-9693	ENSMUSG00000029236	Nmu	neuromedin U
chr1	84879590	84880089	500	*	Intron (ENSMUST00000097672.3/66153, intron 1 of 3)	1	84869151	84900487	31337	1	66153	ENSMUST00000151737.1	10439	ENSMUSG00000073633	Fbxo36	F-box protein 36
chr7	116515496	116515995	500	*	Intron (ENSMUST00000032895.14/53322, intron 2 of 13)	7	116504415	116540443	36029	1	53322	ENSMUST00000183175.7	11081	ENSMUSG00000030659	Nucb2	nucleobindin 2
chr2	36081684	36082183	500	*	3' UTR	2	36083684	36094273	10590	2	16874	ENSMUST00000136821.8	12090	ENSMUSG00000026890	Lhx6	LIM homeobox protein 6
chr7	90116567	90117066	500	*	Distal Intergenic	7	90124822	90129477	4656	2	78329	ENSMUST00000181189.2	12411	ENSMUSG00000097162	2310010J17Rik	RIKEN cDNA 2310010J17 gene
chr16	35857504	35858003	500	*	Exon (ENSMUST00000042665.8/547253, exon 6 of 17)	16	35857265	35871382	14118	2	547253	ENSMUST00000142946.7	13379	ENSMUSG00000034422	Parp14	poly (ADP-ribose) polymerase family, member 14
chr1	131881256	131881755	500	*	Distal Intergenic	1	131867653	131870979	3327	1	226422	ENSMUST00000187084.1	13603	ENSMUSG00000026433	Rab29	RAB29, member RAS oncogene family
chr7	88444376	88444875	500	*	Intron (ENSMUST00000107256.3/72433, intron 1 of 2)	7	88430394	88490829	60436	1	72433	ENSMUST00000208478.1	13982	ENSMUSG00000030559	Rab38	RAB38, member RAS oncogene family
chr14	105162290	105162789	500	*	Intron (ENSMUST00000163545.7/74213, intron 1 of 21)	14	105114965	105176860	61896	2	74213	ENSMUST00000163545.7	14071	ENSMUSG00000022119	Rbm26	RNA binding motif protein 26
chr2	12938315	12938814	500	*	Intron (ENSMUST00000154269.6/19212, intron 1 of 5)	2	12924101	12981911	57811	1	19212	ENSMUST00000193742.5	14214	ENSMUSG00000026730	Pter	phosphotriesterase related
chr12	70300705	70301204	500	*	Intron (ENSMUST00000110522.9/94090, intron 1 of 13)	12	70292333	70316255	23923	2	94090	ENSMUST00000220557.1	15051	ENSMUSG00000021071	Trim9	tripartite motif-containing 9
chr11	19049388	19049887	500	*	Distal Intergenic	11	19065276	19075740	10465	1	74059	ENSMUST00000144854.1	-15389	ENSMUSG00000087507	4933406G16Rik	RIKEN cDNA 4933406G16 gene
chr5	72295463	72295962	500	*	Exon (ENSMUST00000126664.7/231287, exon 22 of 23)	5	72280047	72298762	18716	1	231287	ENSMUST00000146393.7	15416	ENSMUSG00000046808	Atp10d	ATPase, class V, type 10D
chr3	109478142	109478641	500	*	Intron (ENSMUST00000046864.13/57257, intron 2 of 26)	3	109494784	109503696	8913	1	57257	ENSMUST00000128033.1	-16143	ENSMUSG00000033721	Vav3	vav guanine nucleotide exchange factor 3
chr2	33869987	33870486	500	*	Intron (ENSMUST00000041555.9/72543, intron 2 of 9)	2	33787168	33886845	99678	2	72543	ENSMUST00000192765.5	16359	ENSMUSG00000038740	Mvb12b	multivesicular body subunit 12B
chr5	146268449	146268948	500	*	Intron (ENSMUST00000162494.7/264064, intron 3 of 11)	5	146286176	146292168	5993	1	264064	ENSMUST00000198861.1	-17228	ENSMUSG00000029635	Cdk8	cyclin dependent kinase 8
chr14	122424260	122424759	500	*	Distal Intergenic	14	122365239	122406743	41505	2	328479	ENSMUST00000228409.1	-17517	ENSMUSG00000115263	Gm5089	predicted gene 5089
chr15	38710262	38710761	500	*	Distal Intergenic	15	38713483	38728516	15034	2	105463124	ENSMUST00000226763.1	17755	ENSMUSG00000115620	Gm45924	predicted gene, 45924
chr2	65382585	65383084	500	*	Distal Intergenic	2	65364296	65364400	105	2	102466151	ENSMUST00000184194.1	-18185	ENSMUSG00000099184	Mir6337	microRNA 6337
chr10	13304580	13305079	500	*	Intron (ENSMUST00000105545.11/215789, intron 1 of 12)	10	13213395	13324289	110895	2	215789	ENSMUST00000105543.8	19210	ENSMUSG00000062866	Phactr2	phosphatase and actin regulator 2
chr18	68207954	68208453	500	*	Intron (ENSMUST00000063775.4/52662, intron 3 of 5)	18	68228067	68268630	40564	1	52662	ENSMUST00000236987.1	-19614	ENSMUSG00000024544	Ldlrad4	low density lipoprotein receptor class A domain containing 4
chr11	55013128	55013627	500	*	Intron (ENSMUST00000102727.2/11749, intron 3 of 24)	11	54990950	55033415	42466	2	11749	ENSMUST00000148298.1	19788	ENSMUSG00000018340	Anxa6	annexin A6
chr1	66721426	66721925	500	*	Exon (ENSMUST00000129190.7/68691, exon 13 of 14)	1	66700907	66718019	17113	1	66646	ENSMUST00000190404.1	20519	ENSMUSG00000026005	Rpe	ribulose-5-phosphate-3-epimerase
chr10	82908158	82908657	500	*	Distal Intergenic	10	82886846	82896312	9467	1	50493	ENSMUST00000218724.1	21312	ENSMUSG00000020250	Txnrd1	thioredoxin reductase 1
chr19	27260452	27260951	500	*	Exon (ENSMUST00000235357.1/ENSMUST00000235357.1, exon 2 of 2)	19	27238774	27243828	5055	1	22359	ENSMUST00000165761.1	21678	ENSMUSG00000024924	Vldlr	very low density lipoprotein receptor
chr1	53762284	53762783	500	*	Exon (ENSMUST00000027263.13/98267, exon 6 of 8)	1	53761149	53785157	24009	2	98267	ENSMUST00000185920.1	22374	ENSMUSG00000026094	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)
chr19	21127141	21127640	500	*	Intron (ENSMUST00000237231.1/ENSMUST00000237231.1, intron 2 of 4)	19	21104710	21105538	829	1	75354	ENSMUST00000237768.1	22431	NA	4930554I06Rik	RIKEN cDNA 4930554I06 gene
chr11	34337629	34338128	500	*	Intron (ENSMUST00000165963.8/574403, intron 1 of 3)	11	34314822	34422639	107818	1	574403	ENSMUST00000093192.3	22807	ENSMUSG00000069911	Insyn2b	inhibitory synaptic factor family member 2B
chr8	33354378	33354877	500	*	Intron (ENSMUST00000033991.12/22427, intron 1 of 33)	8	33235684	33330550	94867	2	22427	ENSMUST00000211498.1	-23828	ENSMUSG00000031583	Wrn	Werner syndrome RecQ like helicase
chr1	143823247	143823746	500	*	Distal Intergenic	1	143794717	143806941	12225	1	56207	ENSMUST00000185539.1	28530	ENSMUSG00000018189	Uchl5	ubiquitin carboxyl-terminal esterase L5
chr2	76185307	76185806	500	*	Intron (ENSMUST00000099992.9/241489, intron 5 of 19)	2	76027665	76215394	187730	2	241489	ENSMUST00000144892.1	29588	ENSMUSG00000075270	Pde11a	phosphodiesterase 11A
chr1	13269601	13270100	500	*	Intron (ENSMUST00000081713.10/17978, intron 2 of 21)	1	13190106	13299722	109617	2	17978	ENSMUST00000145280.1	29622	ENSMUSG00000005886	Ncoa2	nuclear receptor coactivator 2
chr9	37317983	37318482	500	*	Intron (ENSMUST00000217440.1/ENSMUST00000217440.1, intron 2 of 2)	9	37312982	37348357	35376	2	245902	ENSMUST00000216060.1	29875	ENSMUSG00000034303	Ccdc15	coiled-coil domain containing 15
chr12	73252269	73252768	500	*	Intron (ENSMUST00000189644.6/17420, intron 6 of 6)	12	73280481	73282671	2191	2	76357	ENSMUST00000220701.1	29903	ENSMUSG00000034442	Trmt5	TRM5 tRNA methyltransferase 5
chr9	101282163	101282662	500	*	Distal Intergenic	9	101105084	101251795	146712	2	235542	ENSMUST00000075941.11	-30368	ENSMUSG00000043154	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha
chr17	17795088	17795587	500	*	Distal Intergenic	17	17827158	17839071	11914	1	75202	ENSMUST00000226899.1	-31571	ENSMUSG00000080316	Spaca6	sperm acrosome associated 6
chr1	90875622	90876121	500	*	Distal Intergenic	1	90822271	90843971	21701	2	12835	ENSMUST00000187753.1	-31651	ENSMUSG00000048126	Col6a3	collagen, type VI, alpha 3
chr11	70288679	70289178	500	*	Distal Intergenic	11	70319971	70321577	1607	2	11685	ENSMUST00000123752.7	32399	ENSMUSG00000018907	Alox12e	arachidonate lipoxygenase, epidermal
chr19	38298533	38299032	500	*	Intron (ENSMUST00000198518.4/56839, intron 5 of 7)	19	38265410	38301269	35860	1	56839	ENSMUST00000130039.2	33123	ENSMUSG00000067242	Lgi1	leucine-rich repeat LGI family, member 1
chr5	104359136	104359635	500	*	Distal Intergenic	5	104325329	104338611	13283	1	94111	ENSMUST00000066207.3	33807	ENSMUSG00000053863	Mepe	matrix extracellular phosphoglycoprotein with ASARM motif (bone)
chr13	114866884	114867383	500	*	Intron (ENSMUST00000056117.9/16398, intron 13 of 29)	13	114880657	114901943	21287	2	16398	ENSMUST00000224204.1	34560	ENSMUSG00000015533	Itga2	integrin alpha 2
chr8	77763102	77763601	500	*	Intron (ENSMUST00000153937.1/ENSMUST00000153937.1, intron 7 of 7)	8	77669694	77724464	54771	2	13617	ENSMUST00000146561.1	-38638	ENSMUSG00000031616	Ednra	endothelin receptor type A
chr17	90127428	90127927	500	*	Intron (ENSMUST00000072671.13/18189, intron 19 of 20)	17	90036270	90088400	52131	2	18189	ENSMUST00000173917.7	-39028	ENSMUSG00000024109	Nrxn1	neurexin I
chr18	57920220	57920719	500	*	Intron (ENSMUST00000115366.2/20496, intron 16 of 26)	18	57878678	57946821	68144	1	20496	ENSMUST00000115366.2	41542	ENSMUSG00000024597	Slc12a2	solute carrier family 12, member 2
chr9	92666339	92666838	500	*	Distal Intergenic	9	92717456	92749216	31761	1	331003	ENSMUST00000189773.1	-50618	ENSMUSG00000101734	4933400C23Rik	RIKEN cDNA 4933400C23 gene
chr16	49923273	49923772	500	*	Distal Intergenic	16	49866833	49911091	44259	1	16423	ENSMUST00000229104.1	56440	ENSMUSG00000055447	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
chr3	58106425	58106924	500	*	Distal Intergenic	3	58141707	58163807	22101	2	67850	ENSMUST00000188418.1	56883	ENSMUSG00000100666	1700007F19Rik	RIKEN cDNA 1700007F19 gene
chr15	93985418	93985917	500	*	Distal Intergenic	15	93904856	93927111	22256	2	77248	ENSMUST00000230109.1	-58307	ENSMUSG00000116360	9430014N10Rik	RIKEN cDNA 9430014N10 gene
chrX	69795938	69796437	500	*	Intron (ENSMUST00000033532.6/14266, intron 8 of 19)	20	69856695	69866777	10083	1	14266	ENSMUST00000151662.1	-60258	ENSMUSG00000031189	Aff2	AF4/FMR2 family, member 2
chr2	45181511	45182010	500	*	Distal Intergenic	2	45116441	45117395	955	2	24136	ENSMUST00000238346.1	-64116	ENSMUSG00000026872	Zeb2	zinc finger E-box binding homeobox 2
chr15	33015343	33015842	500	*	Intron (ENSMUST00000022871.6/15529, intron 1 of 4)	15	33083129	33594552	511424	1	54381	ENSMUST00000042167.9	-67287	ENSMUSG00000039007	Cpq	carboxypeptidase Q
chr10	56499782	56500281	500	*	Distal Intergenic	10	56431981	56475967	43987	1	102640560	ENSMUST00000218830.1	67801	ENSMUSG00000112833	Gm36595	predicted gene, 36595
chr10	27140429	27140928	500	*	Intron (ENSMUST00000092639.11/16773, intron 32 of 64)	10	27204801	27212254	7454	2	16773	ENSMUST00000239098.1	71326	ENSMUSG00000019899	Lama2	laminin, alpha 2
chr18	84332950	84333449	500	*	Intron (ENSMUST00000125450.8/240476, intron 2 of 2)	18	84279820	84412420	132601	2	240476	ENSMUST00000143597.1	78971	ENSMUSG00000048410	Zfp407	zinc finger protein 407
chr10	91802327	91802826	500	*	Distal Intergenic	10	91888829	91953580	64752	1	102633867	ENSMUST00000217529.1	-86003	ENSMUSG00000111657	Gm31592	predicted gene, 31592
chr10	32977093	32977592	500	*	Distal Intergenic	10	32642113	32890461	248349	2	432450	ENSMUST00000219306.1	-86632	ENSMUSG00000069670	Nkain2	Na+/K+ transporting ATPase interacting 2
chr13	114060201	114060700	500	*	Intron (ENSMUST00000091201.6/218639, intron 4 of 4)	13	114124348	114151592	27245	2	319803	ENSMUST00000225044.1	90892	ENSMUSG00000114213	A430090L17Rik	RIKEN cDNA A430090L17 gene
chr1	109889575	109890074	500	*	Distal Intergenic	1	109982431	109995955	13525	1	241201	ENSMUST00000137092.7	-92357	ENSMUSG00000026312	Cdh7	cadherin 7, type 2
chr15	60728617	60729116	500	*	Distal Intergenic	15	60822271	60828650	6380	1	320469	ENSMUST00000180730.2	-93155	NA	9930014A18Rik	RIKEN cDNA 9930014A18 gene
chr14	106011405	106011904	500	*	Distal Intergenic	14	106106198	106109272	3075	1	212085	ENSMUST00000022708.6	-94294	ENSMUSG00000022113	Trim52	tripartite motif-containing 52
chr16	65718836	65719335	500	*	Distal Intergenic	16	65815257	65866368	51112	1	73569	ENSMUST00000168064.2	-95922	ENSMUSG00000091243	Vgll3	vestigial like family member 3
chr6	102697589	102698088	500	*	Distal Intergenic	6	102794384	102794485	102	1	102466636	ENSMUST00000183546.1	-96296	ENSMUSG00000098533	Mir6373	microRNA 6373
chr12	90931791	90932290	500	*	Intron (ENSMUST00000181184.1/ENSMUST00000181184.1, intron 1 of 4)	12	90999342	91030078	30737	2	75216	ENSMUST00000123400.7	97788	ENSMUSG00000061533	Cep128	centrosomal protein 128
chr13	99793813	99794312	500	*	Distal Intergenic	13	99898489	99900641	2153	2	27220	ENSMUST00000022150.7	106329	ENSMUSG00000021647	Cartpt	CART prepropeptide
chr6	60296839	60297338	500	*	Intron (ENSMUST00000205153.1/208079, intron 1 of 1)	6	60397165	60403671	6507	2	208079	ENSMUST00000204370.2	106333	ENSMUSG00000046764	A530053G22Rik	RIKEN cDNA A530053G22 gene
chr13	82585919	82586418	500	*	Distal Intergenic	13	82698275	82698333	59	2	100628621	ENSMUST00000198795.1	111915	ENSMUSG00000106655	Mir3961	microRNA 3961
chr2	109558703	109559202	500	*	Distal Intergenic	2	109674700	109727007	52308	1	12064	ENSMUST00000053317.11	-115498	ENSMUSG00000048482	Bdnf	brain derived neurotrophic factor
chr15	68457021	68457520	500	*	Distal Intergenic	15	68341208	68341289	82	2	387228	ENSMUST00000083503.1	-115732	ENSMUSG00000065437	Mir30d	microRNA 30d
chr17	54158700	54159199	500	*	Distal Intergenic	17	54273594	54279204	5611	2	63993	ENSMUST00000233507.1	120005	ENSMUSG00000023945	Slc5a7	solute carrier family 5 (choline transporter), member 7
chr2	18517456	18517955	500	*	Distal Intergenic	2	18316792	18392830	76039	2	13418	ENSMUST00000165793.1	-124626	ENSMUSG00000026740	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1
chr12	36509872	36510371	500	*	Intron (ENSMUST00000221452.1/75847, intron 6 of 9)	12	36382180	36688592	306413	1	75847	ENSMUST00000221177.1	127692	ENSMUSG00000043153	Crppa	CDP-L-ribitol pyrophosphorylase A
chr7	40543017	40543516	500	*	Distal Intergenic	7	40674737	40683261	8525	1	71029	ENSMUST00000206289.1	-131221	ENSMUSG00000102004	4933402C06Rik	RIKEN cDNA 4933402C06 gene
chr1	5729176	5729675	500	*	Distal Intergenic	1	5596518	5603153	6636	1	18387	ENSMUST00000159083.1	132658	ENSMUSG00000025905	Oprk1	opioid receptor, kappa 1
chr9	92055627	92056126	500	*	Distal Intergenic	9	92192936	92209772	16837	1	100504689	ENSMUST00000179751.2	-136810	ENSMUSG00000095654	Plscr5	phospholipid scramblase family, member 5
chr16	84522454	84522953	500	*	3' UTR	16	84371143	84375505	4363	1	75247	ENSMUST00000231366.1	151311	ENSMUSG00000116907	4930553E22Rik	RIKEN cDNA 4930553E22 gene
chr15	42834534	42835033	500	*	Distal Intergenic	15	42424723	42676977	252255	2	11600	ENSMUST00000022921.6	-157557	ENSMUSG00000022309	Angpt1	angiopoietin 1
chr6	96346996	96347495	500	*	Intron (ENSMUST00000122120.7/320265, intron 2 of 4)	6	96164497	96166243	1747	2	78482	ENSMUST00000090061.5	-180753	ENSMUSG00000072878	Nup50l	nucleoporin 50 like
chr13	68807675	68808174	500	*	Intron (ENSMUST00000022013.7/210044, intron 3 of 24)	13	68620043	68999541	379499	2	210044	ENSMUST00000022013.7	191367	ENSMUSG00000021536	Adcy2	adenylate cyclase 2
chr14	111877797	111878296	500	*	Distal Intergenic	14	111675849	111679342	3494	1	75409	ENSMUST00000227891.1	201948	ENSMUSG00000033214	Slitrk5	SLIT and NTRK-like family, member 5
chr17	11510833	11511332	500	*	Intron (ENSMUST00000066658.12/50873, intron 6 of 6)	17	11303647	11610945	307299	1	50873	ENSMUST00000186406.1	207186	ENSMUSG00000023826	Prkn	parkin RBR E3 ubiquitin protein ligase
chr13	32553368	32553867	500	*	Distal Intergenic	13	31819579	32338740	519162	2	218138	ENSMUST00000041859.8	-214628	ENSMUSG00000038372	Gmds	GDP-mannose 4, 6-dehydratase
chr16	70079182	70079681	500	*	Intron (ENSMUST00000231343.1/ENSMUST00000231343.1, intron 1 of 4)	16	69856874	69863744	6871	2	224318	ENSMUST00000076500.13	-215438	ENSMUSG00000063163	Speer2	spermatogenesis associated glutamate (E)-rich protein 2
chr1	4141423	4141922	500	*	Intron (ENSMUST00000208660.1/19888, intron 22 of 29)	1	4344146	4360314	16169	2	19888	ENSMUST00000027032.5	218392	ENSMUSG00000025900	Rp1	retinitis pigmentosa 1 (human)
chr10	46057443	46057942	500	*	Distal Intergenic	10	45837880	45852283	14404	1	320363	ENSMUST00000215085.1	219563	ENSMUSG00000110874	D030045P18Rik	RIKEN cDNA D030045P18 gene
chr3	35184255	35184754	500	*	Distal Intergenic	3	34922545	34922651	107	2	102466155	ENSMUST00000183357.1	-261604	ENSMUSG00000098862	Mir6378	microRNA 6378
chr1	124311426	124311925	500	*	Intron (ENSMUST00000239072.1/269109, intron 1 of 25)	1	123321471	124045559	724089	2	269109	ENSMUST00000112606.7	-265867	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
chr9	28059427	28059926	500	*	Intron (ENSMUST00000115243.8/330908, intron 1 of 7)	9	27790947	28925410	1134464	1	330908	ENSMUST00000115243.8	268480	ENSMUSG00000062257	Opcml	opioid binding protein/cell adhesion molecule-like
chr4	10210865	10211364	500	*	Distal Intergenic	4	9916638	9917635	998	2	74662	ENSMUST00000120570.1	-293230	ENSMUSG00000121765	4930448K20Rik	glyceraldehyde-3-phosphate dehydrogenase pseudogene
chr12	92152622	92153121	500	*	Distal Intergenic	12	91806043	91849157	43115	2	20338	ENSMUST00000178462.7	-303465	ENSMUSG00000020964	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
chr17	94393683	94394182	500	*	Distal Intergenic	17	94722590	94749892	27303	2	76781	ENSMUST00000234990.1	355710	ENSMUSG00000055660	Mettl4	methyltransferase 4, N6-adenosine
chr4	28451543	28452042	500	*	Distal Intergenic	4	28813131	28947047	133917	1	13841	ENSMUST00000080934.10	-361089	ENSMUSG00000028289	Epha7	Eph receptor A7
chr4	94188538	94189037	500	*	Intron (ENSMUST00000126270.1/ENSMUST00000126270.1, intron 2 of 5)	4	94549696	94556766	7071	2	67770	ENSMUST00000153294.1	367729	ENSMUSG00000028578	Caap1	caspase activity and apoptosis inhibitor 1
chr14	114442806	114443305	500	*	Distal Intergenic	14	114831965	114861327	29363	1	75822	ENSMUST00000226121.1	-388660	ENSMUSG00000115320	4930524C18Rik	RIKEN cDNA 4930524C18 gene
chr12	65615076	65615575	500	*	Distal Intergenic	12	65226068	65233359	7292	1	70948	ENSMUST00000222822.1	389008	ENSMUSG00000035560	Wdr20rt	WD repeat domain 20, retrogene
chr11	9669389	9669888	500	*	Intron (ENSMUST00000042740.12/268379, intron 59 of 61)	11	9193451	9256178	62728	1	268379	ENSMUST00000151522.1	475938	ENSMUSG00000004668	Abca13	ATP-binding cassette, sub-family A member 13
chr5	47420559	47421058	500	*	Distal Intergenic	5	47983138	48307733	324596	1	20563	ENSMUST00000173107.7	-562080	ENSMUSG00000031558	Slit2	slit guidance ligand 2
chr11	13043437	13043936	500	*	Distal Intergenic	11	12236678	12464960	228283	2	12808	ENSMUST00000109651.8	-578477	ENSMUSG00000020173	Cobl	cordon-bleu WH2 repeat
chr15	13859080	13859579	500	*	Distal Intergenic	15	13059251	13173675	114425	2	12563	ENSMUST00000226917.1	-685405	ENSMUSG00000039385	Cdh6	cadherin 6
chr11	10202898	10203397	500	*	Distal Intergenic	11	11114223	11263526	149304	1	319922	ENSMUST00000109681.7	-910826	ENSMUSG00000050830	Vwc2	von Willebrand factor C domain containing 2
chr16	54264453	54264952	500	*	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	1018285	ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1
