# Analysis Group Name : New Analysis Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created By :bridgeslab@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2016-12-19 02:34:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Number of Experiments in Analysis Group : 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# List of instrument types in the study that are imported : QuantStudio 5 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Normalization method : Endogenous Control = Rplp0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Sample : 1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Group : NCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Max CT : 40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Confidence Level : 95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,Barcode,Well,Biological Group Name,Sample Name,Target Name,Task,Amp Score,Amp Status,Cq Conf,Target Efficiency,Cq,Cq (Post IC),Eq. Cq,Quantity,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline Stop,Tm1,Tm2,Tm3,Cq Mean,Cq SE,Intercept,R-Squared,Slope,Efficiency,Omit,FLAGS,AMPNC,AMPSCORE,BADROX,OFFSCALE,NOAMP,NOISE,SPIKE,NOSIGNAL,NOSAMPLE,EXPFAIL,BLFAIL,THOLDFAIL,CTFAIL,HIGHSD,OUTLIERRG,MAXCT,MPOUTLIER,MTP or TM,LOWROX,PRFLOW,PRFDROP,DRNMIN,CQCONF
2016-12-19 153549.eds,,A11,HFD,1756,Pck1,UNKNOWN,1.1889188,Amp,0.90202963,100,31.08587,31.08587,31.08587,-,TRUE,0.4498967,TRUE,3,21,76.22191,-,-,31.08587,-,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-12-19 153549.eds,,A12,HFD,1756,Pck1,UNKNOWN,0.73427784,No Amp,0,100,Undetermined,Undetermined,Undetermined,-,TRUE,0.4498967,TRUE,3,26,70.30173,92.56163,88.299095,31.08587,-,-,-,-,-,FALSE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2016-12-19 153549.eds,,B1,NCD + Dex,3058,Hsd11b1,UNKNOWN,1.6231567,Amp,0.9738439,100,23.081387,23.081387,23.081387,-,TRUE,0.68897295,TRUE,3,17,84.39177,-,-,23.12239,0.041003227,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B2,NCD + Dex,3058,Hsd11b1,UNKNOWN,1.6205475,Amp,0.9822471,100,23.163393,23.163393,23.163393,-,TRUE,0.68897295,TRUE,3,16,84.15496,-,-,23.12239,0.041003227,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B3,NCD + Dex,3058,Pck2,UNKNOWN,1.6093065,Amp,0.9767952,100,20.283592,20.283592,20.283592,-,TRUE,0.56118774,TRUE,3,14,82.1421,-,-,20.26929,0.014300346,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B4,NCD + Dex,3058,Pck2,UNKNOWN,1.6128601,Amp,0.98271346,100,20.254992,20.254992,20.254992,-,TRUE,0.56118774,TRUE,3,12,82.1421,-,-,20.26929,0.014300346,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B5,NCD + Dex,3058,Fgf21,UNKNOWN,1.5984427,Amp,0.9870733,100,31.175508,31.175508,31.175508,-,TRUE,0.3325239,TRUE,3,25,83.91815,-,-,31.22099,0.04548073,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B6,NCD + Dex,3058,Fgf21,UNKNOWN,1.6016386,Amp,0.96884286,100,31.26647,31.26647,31.26647,-,TRUE,0.3325239,TRUE,3,26,83.91815,-,-,31.22099,0.04548073,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B7,NCD + Dex,3058,Rplp0,UNKNOWN,1.5735811,Amp,0.97703874,100,31.022043,31.022043,31.022043,-,TRUE,0.36217913,TRUE,3,23,87.11505,-,-,31.589516,0.5674734,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B8,NCD + Dex,3058,Rplp0,UNKNOWN,1.5726429,Amp,0.9588848,100,32.15699,32.15699,32.15699,-,TRUE,0.36217913,TRUE,3,27,87.11505,67.93365,-,31.589516,0.5674734,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12-19 153549.eds,,B9,NCD + Dex,3058,Pcx,UNKNOWN,1.4821312,Amp,0.977798,100,21.95126,21.95126,21.95126,-,TRUE,0.21301115,TRUE,3,17,78.58998,-,-,22.003628,0.052369118,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B10,NCD + Dex,3058,Pcx,UNKNOWN,1.4878999,Amp,0.9820958,100,22.055998,22.055998,22.055998,-,TRUE,0.21301115,TRUE,3,17,78.58998,-,-,22.003628,0.052369118,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B11,NCD + Dex,3058,Pck1,UNKNOWN,1.6291512,Amp,0.98609227,100,29.328333,29.328333,29.328333,-,TRUE,0.4498967,TRUE,3,23,83.79975,-,-,29.458874,0.1305399,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,B12,NCD + Dex,3058,Pck1,UNKNOWN,1.6180388,Amp,0.98239726,100,29.589413,29.589413,29.589413,-,TRUE,0.4498967,TRUE,3,23,83.79975,-,-,29.458874,0.1305399,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C1,HFD + Dex,1746,Hsd11b1,UNKNOWN,1.6404049,Amp,0.9780098,100,21.592112,21.592112,21.592112,-,TRUE,0.68897295,TRUE,3,16,84.51017,-,-,21.649214,0.057102203,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C2,HFD + Dex,1746,Hsd11b1,UNKNOWN,1.6292216,Amp,0.97559506,100,21.706316,21.706316,21.706316,-,TRUE,0.68897295,TRUE,3,14,84.27336,-,-,21.649214,0.057102203,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C3,HFD + Dex,1746,Pck2,UNKNOWN,1.6138353,Amp,0.964321,100,20.157047,20.157047,20.157047,-,TRUE,0.56118774,TRUE,3,14,82.1421,-,-,20.149685,0.007361412,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C4,HFD + Dex,1746,Pck2,UNKNOWN,1.6142709,Amp,0.9676006,100,20.142324,20.142324,20.142324,-,TRUE,0.56118774,TRUE,3,13,82.1421,-,-,20.149685,0.007361412,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C5,HFD + Dex,1746,Fgf21,UNKNOWN,1.6093726,Amp,0.9797593,100,29.90588,29.90588,29.90588,-,TRUE,0.3325239,TRUE,3,23,83.91815,-,-,29.832504,0.0733757,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C6,HFD + Dex,1746,Fgf21,UNKNOWN,1.5950704,Amp,0.9421586,100,29.759129,29.759129,29.759129,-,TRUE,0.3325239,TRUE,3,23,83.91815,-,-,29.832504,0.0733757,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C7,HFD + Dex,1746,Rplp0,UNKNOWN,1.5800405,Amp,0.9671973,100,30.045076,30.045076,30.045076,-,TRUE,0.36217913,TRUE,3,23,86.99665,-,-,29.900679,0.14439774,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C8,HFD + Dex,1746,Rplp0,UNKNOWN,1.581237,Amp,0.97422755,100,29.75628,29.75628,29.75628,-,TRUE,0.36217913,TRUE,3,24,87.11505,-,-,29.900679,0.14439774,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C9,HFD + Dex,1746,Pcx,UNKNOWN,1.4938091,Amp,0.96675396,100,21.86855,21.86855,21.86855,-,TRUE,0.21301115,TRUE,3,18,78.58998,-,-,21.840393,0.028155327,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C10,HFD + Dex,1746,Pcx,UNKNOWN,1.4952785,Amp,0.9590285,100,21.812239,21.812239,21.812239,-,TRUE,0.21301115,TRUE,3,17,78.58998,-,-,21.840393,0.028155327,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C11,HFD + Dex,1746,Pck1,UNKNOWN,1.6290567,Amp,0.97228014,100,26.441742,26.441742,26.441742,-,TRUE,0.4498967,TRUE,3,20,83.79975,-,-,26.328041,0.11370087,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,C12,HFD + Dex,1746,Pck1,UNKNOWN,1.6311338,Amp,0.9821016,100,26.21434,26.21434,26.21434,-,TRUE,0.4498967,TRUE,3,19,83.79975,-,-,26.328041,0.11370087,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D1,NCD + Dex,3050,Hsd11b1,UNKNOWN,1.6276824,Amp,0.97717863,100,24.075499,24.075499,24.075499,-,TRUE,0.68897295,TRUE,3,17,84.51017,-,-,24.12816,0.052661896,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D2,NCD + Dex,3050,Hsd11b1,UNKNOWN,1.6352944,Amp,0.98326886,100,24.180822,24.180822,24.180822,-,TRUE,0.68897295,TRUE,3,17,84.27336,-,-,24.12816,0.052661896,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D3,NCD + Dex,3050,Pck2,UNKNOWN,1.6150239,Amp,0.9807582,100,20.568157,20.568157,20.568157,-,TRUE,0.56118774,TRUE,3,12,82.1421,-,-,20.600742,0.03258419,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D4,NCD + Dex,3050,Pck2,UNKNOWN,1.6113685,Amp,0.9784555,100,20.633326,20.633326,20.633326,-,TRUE,0.56118774,TRUE,3,14,82.1421,-,-,20.600742,0.03258419,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D5,NCD + Dex,3050,Fgf21,UNKNOWN,1.5995692,Amp,0.98534364,100,31.259546,31.259546,31.259546,-,TRUE,0.3325239,TRUE,3,25,83.91815,-,-,31.083275,0.17627239,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D6,NCD + Dex,3050,Fgf21,UNKNOWN,1.6023138,Amp,0.98663354,100,30.907001,30.907001,30.907001,-,TRUE,0.3325239,TRUE,3,26,84.03656,-,-,31.083275,0.17627239,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D7,NCD + Dex,3050,Rplp0,UNKNOWN,1.5748638,Amp,0.97992307,100,32.12867,32.12867,32.12867,-,TRUE,0.36217913,TRUE,3,26,87.11505,69.23609,-,32.55108,0.42240906,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12-19 153549.eds,,D8,NCD + Dex,3050,Rplp0,UNKNOWN,1.5816766,Amp,0.97515154,100,32.973488,32.973488,32.973488,-,TRUE,0.36217913,TRUE,3,26,87.11505,69.11768,-,32.55108,0.42240906,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12-19 153549.eds,,D9,NCD + Dex,3050,Pcx,UNKNOWN,1.4886358,Amp,0.9738293,100,22.18998,22.18998,22.18998,-,TRUE,0.21301115,TRUE,3,18,78.58998,-,-,22.087269,0.10271168,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D10,NCD + Dex,3050,Pcx,UNKNOWN,1.4916564,Amp,0.98521435,100,21.984556,21.984556,21.984556,-,TRUE,0.21301115,TRUE,3,16,78.58998,-,-,22.087269,0.10271168,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D11,NCD + Dex,3050,Pck1,UNKNOWN,1.6064771,Amp,0.98718995,100,28.838964,28.838964,28.838964,-,TRUE,0.4498967,TRUE,3,23,83.68135,-,-,28.843853,0.004887581,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D12,NCD + Dex,3050,Pck1,UNKNOWN,1.6311847,Amp,0.9621088,100,28.84874,28.84874,28.84874,-,TRUE,0.4498967,TRUE,3,23,83.79975,-,-,28.843853,0.004887581,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D13,HFD,2098,Hsd11b1,UNKNOWN,1.6394734,Amp,0.99048847,100,25.632074,25.632074,25.632074,-,TRUE,0.68897295,TRUE,3,18,84.51017,-,-,25.709833,0.07775879,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D14,HFD,2098,Hsd11b1,UNKNOWN,1.6311167,Amp,0.98956513,100,25.787592,25.787592,25.787592,-,TRUE,0.68897295,TRUE,3,19,84.27336,-,-,25.709833,0.07775879,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D15,HFD,2098,Pck2,UNKNOWN,1.613892,Amp,0.9371797,100,23.744926,23.744926,23.744926,-,TRUE,0.56118774,TRUE,3,17,82.2605,-,-,23.666302,0.07862568,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D16,HFD,2098,Pck2,UNKNOWN,1.6152613,Amp,0.98812854,100,23.587675,23.587675,23.587675,-,TRUE,0.56118774,TRUE,3,17,82.1421,-,-,23.666302,0.07862568,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D17,HFD,2098,Fgf21,UNKNOWN,1.6002674,Amp,0.98951,100,32.190163,32.190163,32.190163,-,TRUE,0.3325239,TRUE,3,25,84.03656,-,-,32.40641,0.21624947,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D18,HFD,2098,Fgf21,UNKNOWN,1.6061182,Amp,0.9620554,100,32.62266,32.62266,32.62266,-,TRUE,0.3325239,TRUE,3,27,84.03656,65.80238,-,32.40641,0.21624947,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12-19 153549.eds,,D19,HFD,2098,Rplp0,UNKNOWN,1.5675889,Amp,0.95793176,100,34.151043,34.151043,34.151043,-,TRUE,0.36217913,TRUE,3,28,87.11505,68.525665,-,33.20778,0.9432621,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12-19 153549.eds,,D20,HFD,2098,Rplp0,UNKNOWN,1.5764042,Amp,0.9865682,100,32.26452,32.26452,32.26452,-,TRUE,0.36217913,TRUE,3,25,87.23346,69.5913,-,33.20778,0.9432621,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12-19 153549.eds,,D21,HFD,2098,Pcx,UNKNOWN,1.5042635,Amp,0.9816193,100,23.596899,23.596899,23.596899,-,TRUE,0.21301115,TRUE,3,19,78.70839,-,-,23.702847,0.10594845,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D22,HFD,2098,Pcx,UNKNOWN,1.4917032,Amp,0.98971725,100,23.808796,23.808796,23.808796,-,TRUE,0.21301115,TRUE,3,19,78.58998,-,-,23.702847,0.10594845,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D23,HFD,2098,Pck1,UNKNOWN,1.6327065,Amp,0.9928324,100,30.601297,30.601297,30.601297,-,TRUE,0.4498967,TRUE,3,23,83.79975,-,-,30.474699,0.12659836,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,D24,HFD,2098,Pck1,UNKNOWN,1.6346887,Amp,0.99192303,100,30.3481,30.3481,30.3481,-,TRUE,0.4498967,TRUE,3,25,83.79975,-,-,30.474699,0.12659836,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,E1,NCD + Dex,3048,Hsd11b1,UNKNOWN,1.6325217,Amp,0.9536484,100,27.031492,27.031492,27.031492,-,TRUE,0.68897295,TRUE,3,20,84.74698,-,-,27.288029,0.25653744,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,E2,NCD + Dex,3048,Hsd11b1,UNKNOWN,1.6313783,Amp,0.97632235,100,27.544567,27.544567,27.544567,-,TRUE,0.68897295,TRUE,3,20,84.27336,-,-,27.288029,0.25653744,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,E3,NCD + Dex,3048,Pck2,UNKNOWN,1.6185018,Amp,0.9762993,100,21.359463,21.359463,21.359463,-,TRUE,0.56118774,TRUE,3,15,82.1421,-,-,21.448874,0.08941078,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,E4,NCD + Dex,3048,Pck2,UNKNOWN,1.6144354,Amp,0.9703469,100,21.538284,21.538284,21.538284,-,TRUE,0.56118774,TRUE,3,15,82.0237,-,-,21.448874,0.08941078,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,E5,NCD + Dex,3048,Fgf21,UNKNOWN,1.6152594,Amp,0.9748464,100,31.270525,31.270525,31.270525,-,TRUE,0.3325239,TRUE,3,26,83.91815,-,-,32.235413,0.9648886,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19 153549.eds,,E6,NCD + Dex,3048,Fgf21,UNKNOWN,1.6030824,Amp,0.9531249,100,33.200302,33.200302,33.200302,-,TRUE,0.3325239,TRUE,3,27,84.03656,-,-,32.235413,0.9648886,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
